fid,tariff,x,y,lon,lat,plot_name,plot_class,moh_class,build_st,E,N,cl,osm_near
238,CRT Seasonal,56.5,23.2,56.516089,23.2169,Additional Account Tariff,Residential-Commercial,2.0,EXisting,450487.24438958167,2567613.287139804,-1,ATM bank Muscat [amenity=atm] 6m | Bank Muscat Al Murttafa branch [amenity=bank] 7m | alkahraman alfithi Pharmacy [amenity=pharmacy;healthcare=pharmacy] 23m
362,CRT Time of Use,56.5,23.2,56.454874,23.221065,CRT Time of Use,Residential-Commercial,2.0,EXisting,444225.4601480231,2568096.5524645634,81,D Building [building=yes] 11m | Hostel [amenity=parking] 15m | Hostel Gards [building=yes] 47m
363,CRT Time of Use,56.5,23.2,56.454874,23.221065,CRT Time of Use,Residential-Commercial,2.0,EXisting,444225.4601480231,2568096.5524645634,81,D Building [building=yes] 11m | Hostel [amenity=parking] 15m | Hostel Gards [building=yes] 47m
486,CRT Seasonal,56.5,23.2,56.514176,23.228757,Commercial,Residential-Commercial,2.0,EXisting,450295.8958165146,2568926.5764123835,106,Marjan Muscat Bakery and Markets [shop=supermarket] 10m
728,CRT Seasonal,56.6,23.3,56.615369,23.317417,CRT Seasonal,Commercial,3.0,EXisting,460674.99366602977,2578710.6879719784,6,Riad Al Driz Shopping Center [shop=convenience] 54m
1260,CRT Seasonal,56.5,23.1,56.476833,23.147847,CRT Seasonal,Residential,99.0,EXisting,446443.0994194129,2559982.658172151,-1,
1401,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1402,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1403,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1404,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1405,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1406,CRT Seasonal,56.6,23.3,56.550316,23.281995,CRT Seasonal,Residential,1.0,EXisting,454011.65712635225,2574808.4185604216,69,
1665,CRT Seasonal,56.5,23.2,56.516444,23.220173,Additional Account Tariff,Residential-Commercial,2.0,EXisting,450524.7734595364,2567975.505383678,-1,AL Ariaf  Pharmacy [amenity=pharmacy;healthcare=pharmacy] 29m | F&M Grand Hotel [tourism=hotel] 35m
2000,CRT Seasonal,56.5,23.2,56.51782,23.212788,CRT Seasonal,Agricultural,4.0,EXisting,450662.8494477384,2567157.4776942744,-1,? [amenity=school] 64m | ? [amenity=parking] 68m
2001,CRT Seasonal,56.5,23.2,56.518301,23.212689,CRT Seasonal,Agricultural,4.0,EXisting,450712.0303464972,2567146.354682963,-1,? [amenity=parking] 22m | ? [amenity=school] 68m
2130,CRT Seasonal,56.5,23.3,56.548071,23.278466,CRT Seasonal,Residential,99.0,EXisting,453780.84393482143,2574418.451017148,71,
2137,CRT Time of Use,56.5,23.3,56.542783,23.278802,CRT Time of Use,Agricultural,4.0,EXisting,453240.1451693345,2574457.3439858505,-1,Sharia Al Araqi Road [] 19m
2153,CRT Seasonal,56.5,23.3,56.534175,23.272852,CRT Seasonal,Agricultural,4.0,EXisting,452357.67031617806,2573801.445192897,-1,
2557,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1.0,EXisting,454190.59269217687,2575259.438794991,68,
2558,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1.0,EXisting,454190.59269217687,2575259.438794991,68,
2559,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1.0,EXisting,454190.59269217687,2575259.438794991,68,
2560,CRT Time of Use,56.6,23.3,56.552052,23.286074,CRT Time of Use,Residential,1.0,EXisting,454190.59269217687,2575259.438794991,68,
3400,CRT Seasonal,56.5,23.3,56.544673,23.278926,CRT Seasonal,Agricultural,4.0,EXisting,453433.4825329564,2574470.4631868456,-1,
3465,CRT Time of Use,56.6,23.3,56.555965,23.261807,CRT Time of Use,Industrial,7.0,EXisting,454582.5345152231,2572571.708302757,-1,
4018,CRT Time of Use,56.5,23.2,56.512265,23.215782,Government,Agricultural,4.0,EXisting,450095.55887984624,2567490.826256289,102,? [building=retail] 7m | Shell [amenity=fuel] 26m
4019,CRT Seasonal,56.5,23.2,56.512265,23.215782,Government,Agricultural,4.0,EXisting,450095.55887984624,2567490.826256289,102,? [building=retail] 7m | Shell [amenity=fuel] 26m
4460,CRT Seasonal,56.5,23.3,56.544245,23.278734,CRT Seasonal,Agricultural,4.0,EXisting,453389.6433011436,2574449.3451686646,-1,
4611,CRT Seasonal,56.5,23.2,56.514041,23.219172,CRT Seasonal,Residential,5.0,EXisting,450278.5348969021,2567865.509291947,-1,
4752,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4754,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4755,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4756,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4757,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4758,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4759,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4760,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4761,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4762,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4763,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4764,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4765,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4766,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4767,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4768,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4770,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4771,CRT Seasonal,56.5,23.2,56.513266,23.229341,Additional Account Tariff,Commercial,3.0,EXisting,450203.0098178895,2568991.540194312,106,Dar Al Andalus bookshop [shop=books] 4m | Sara Pharmacy - Al Murtafa [amenity=pharmacy;healthcare=pharmacy] 16m | Ibri city PolyClinic [amenity=clinic] 19m
4997,CRT Seasonal,56.5,23.2,56.514014,23.217527,CRT Seasonal,Agricultural,4.0,EXisting,450275.1633336104,2567683.4079222637,-1,مصلى النساء [building=yes] 19m | ? [amenity=place_of_worship] 34m | جامع السلطان قابوس بعبري [building=yes] 35m
5023,CRT Time of Use,56.5,23.2,56.511372,23.217451,Primary Account Tariff,Residential-Commercial,2.0,EXisting,450004.8078707211,2567675.9007052616,-1,
5025,CRT Seasonal,56.5,23.2,56.511372,23.217451,Primary Account Tariff,Residential-Commercial,2.0,EXisting,450004.8078707211,2567675.9007052616,-1,
5107,CRT Seasonal,56.5,23.2,56.497804,23.2408,CRT Seasonal,Residential,99.0,EXisting,448625.4758775876,2570265.504435774,-1,? [amenity=place_of_worship] 79m
5547,CRT Time of Use,56.5,23.3,56.547826,23.277814,CRT Time of Use,Residential,0.0,EXisting,453755.5620959156,2574346.3488331046,71,
5598,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8.0,EXisting,448892.2402036572,2569718.243727859,154,Ibri Road [] 61m | Ibri Road [] 64m
5599,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8.0,EXisting,448892.2402036572,2569718.243727859,154,Ibri Road [] 61m | Ibri Road [] 64m
5600,CRT Seasonal,56.5,23.2,56.50043,23.235865,Primary Account Tariff,Proposed,8.0,EXisting,448892.2402036572,2569718.243727859,154,Ibri Road [] 61m | Ibri Road [] 64m
5632,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4.0,EXisting,446487.6808574812,2567318.4895778773,126,Morgan Muscat Bakery and Market [shop=supermarket] 18m | جامع حلة النهضة [amenity=place_of_worship] 26m
5633,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4.0,EXisting,446487.6808574812,2567318.4895778773,126,Morgan Muscat Bakery and Market [shop=supermarket] 18m | جامع حلة النهضة [amenity=place_of_worship] 26m
5634,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4.0,EXisting,446487.6808574812,2567318.4895778773,126,Morgan Muscat Bakery and Market [shop=supermarket] 18m | جامع حلة النهضة [amenity=place_of_worship] 26m
5635,CRT Seasonal,56.5,23.2,56.477011,23.214112,CRT Seasonal,Agricultural,4.0,EXisting,446487.6808574812,2567318.4895778773,126,Morgan Muscat Bakery and Market [shop=supermarket] 18m | جامع حلة النهضة [amenity=place_of_worship] 26m
5859,CRT Seasonal,56.5,23.2,56.49799,23.240188,CRT Seasonal,Residential,0.0,EXisting,448644.2697228029,2570197.6865440323,-1,? [amenity=place_of_worship] 69m
5918,CRT Seasonal,56.5,23.2,56.478611,23.204681,CRT Seasonal,Agricultural,4.0,EXisting,446647.65189472673,2566273.834753444,-1,مركز الوفاء لتأهيل الأطفال المعاقين [amenity=school] 26m
6584,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2.0,EXisting,453826.77108342224,2574321.99277256,71,
6585,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2.0,EXisting,453826.77108342224,2574321.99277256,71,
6586,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2.0,EXisting,453826.77108342224,2574321.99277256,71,
6587,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2.0,EXisting,453826.77108342224,2574321.99277256,71,
6588,CRT Seasonal,56.5,23.3,56.548523,23.277596,Additional Account Tariff,Residential-Commercial,2.0,EXisting,453826.77108342224,2574321.99277256,71,
6786,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6787,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6788,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6789,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6790,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6791,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6792,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6793,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6794,CRT Time of Use,56.6,23.3,56.554294,23.291291,CRT Time of Use,Agricultural,4.0,EXisting,454421.65038966446,2575836.285547661,65,
6896,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6897,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6898,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6899,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6901,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6902,CRT Time of Use,56.5,23.3,56.525399,23.259777,Government,Agricultural,4.0,EXisting,451455.3531387724,2572356.8737430484,58,
6969,CRT Seasonal,56.5,23.1,56.474698,23.143052,CRT Seasonal,Agricultural,4.0,EXisting,446222.6209889196,2559452.6139150565,-1,
7506,CRT Seasonal,56.6,23.3,56.560898,23.302439,CRT Seasonal,Agricultural,4.0,EXisting,455100.7321493883,2577068.375557117,-1,Qanat [] 57m
7730,CRT Seasonal,56.5,23.3,56.545789,23.287204,CRT Seasonal,Agricultural,4.0,EXisting,453550.48976500926,2575386.530192453,-1,? [man_made=tower;building=yes] 36m | ? [man_made=tower;building=yes] 78m
7831,CRT Seasonal,56.5,23.2,56.514334,23.242372,CRT Seasonal,Residential,0.0,EXisting,450317.1013926289,2570433.7814684585,-1,? [amenity=school] 32m | مدرسة المرتفــع للتعليم الاساسى للبنين 9-10 [building=school] 35m | مدرسة البراعم للتعليم الاساسي 1-4 [building=school] 76m
7832,CRT Seasonal,56.5,23.2,56.516854,23.229354,CRT Seasonal,Agricultural,4.0,EXisting,450570.1033005909,2568991.7539121374,-1,
7849,CRT Seasonal,56.6,23.3,56.605195,23.318452,CRT Seasonal,Residential-Commercial,2.0,EXisting,459635.0963929505,2578828.0693233185,-1,
8117,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2.0,EXisting,453903.5406509418,2574474.1975286896,70,
8118,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2.0,EXisting,453903.5406509418,2574474.1975286896,70,
8119,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2.0,EXisting,453903.5406509418,2574474.1975286896,70,
8120,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2.0,EXisting,453903.5406509418,2574474.1975286896,70,
8121,CRT Seasonal,56.5,23.3,56.549269,23.278973,CRT Seasonal,Residential-Commercial,2.0,EXisting,453903.5406509418,2574474.1975286896,70,
