fid,DERIVED1,AGREE,GREEN,GREEN_IMG,VEGFRAC,HIGH
600,Unmetered,unmetered,0,0,0.005,0
601,Unmetered,unmetered,0,0,0.276,0
602,Unmetered,unmetered,0,0,0.118,0
603,Unmetered,unmetered,0,0,0.037,0
604,Unmetered,unmetered,0,0,0.81,0
605,Unmetered,unmetered,0,0,0.824,0
606,Unmetered,unmetered,0,0,0.182,0
607,Unmetered,unmetered,0,0,0.812,0
608,Unmetered,unmetered,0,0,0.212,0
609,Unmetered,unmetered,0,0,0.684,0
610,Unmetered,unmetered,0,0,0.089,0
611,Unmetered,unmetered,0,0,0.859,0
612,Unmetered,unmetered,0,0,0.014,0
613,Unmetered,unmetered,0,0,0.765,0
614,Unmetered,unmetered,0,0,0.829,0
615,Unmetered,unmetered,0,0,0.037,0
616,Unmetered,unmetered,0,0,0.096,0
617,Unmetered,unmetered,0,0,0.719,0
618,Unmetered,unmetered,0,0,0.055,0
619,Unmetered,unmetered,0,1,1.0,0
620,Unmetered,unmetered,0,0,0.998,0
621,Unmetered,unmetered,0,0,0.974,0
622,Unmetered,unmetered,0,0,0.946,0
623,Unmetered,unmetered,0,0,1.0,0
624,Unmetered,unmetered,0,0,0.891,0
625,Unmetered,unmetered,0,0,1.0,0
626,Unmetered,unmetered,0,0,0.671,0
627,Unmetered,unmetered,0,0,0.717,0
628,Unmetered,unmetered,0,0,0.859,0
629,Unmetered,unmetered,0,0,1.0,0
630,Unmetered,unmetered,0,0,0.995,0
631,Unmetered,unmetered,0,0,1.0,0
632,Unmetered,unmetered,0,0,0.874,0
633,Unmetered,unmetered,0,0,0.794,0
634,Unmetered,unmetered,0,0,0.99,0
635,Unmetered,unmetered,0,0,0.583,0
636,Unmetered,unmetered,0,0,0.784,0
637,Unmetered,unmetered,0,0,0.994,0
638,Unmetered,unmetered,0,0,0.947,0
639,Unmetered,unmetered,0,0,0.867,0
640,Unmetered,unmetered,0,0,0.922,0
641,Unmetered,unmetered,0,0,0.847,0
642,Unmetered,unmetered,0,0,0.998,0
643,Unmetered,unmetered,0,0,0.998,0
644,Unmetered,unmetered,0,0,0.995,0
645,Unmetered,unmetered,0,0,0.884,0
646,Unmetered,unmetered,0,1,0.99,0
647,Unmetered,unmetered,0,0,0.843,0
648,Unmetered,unmetered,0,0,1.0,0
649,Unmetered,unmetered,0,0,0.939,0
650,Unmetered,unmetered,0,0,0.991,0
651,Unmetered,unmetered,0,0,0.981,0
652,Unmetered,unmetered,0,0,1.0,0
653,Unmetered,unmetered,0,1,0.997,0
654,Unmetered,unmetered,0,0,1.0,0
655,Unmetered,unmetered,0,0,1.0,0
656,Unmetered,unmetered,0,0,0.957,0
657,Unmetered,unmetered,0,0,1.0,0
658,Unmetered,unmetered,0,0,0.955,0
659,Unmetered,unmetered,0,0,0.901,0
660,Residential,same,0,0,0.628,0
661,Unmetered,unmetered,0,0,1.0,0
662,Unmetered,unmetered,0,0,1.0,0
663,Unmetered,unmetered,0,0,1.0,0
664,Unmetered,unmetered,0,0,1.0,0
665,Unmetered,unmetered,0,0,1.0,0
666,Unmetered,unmetered,0,0,1.0,0
667,Unmetered,unmetered,0,0,0.74,0
668,Unmetered,unmetered,0,0,1.0,0
669,Unmetered,unmetered,0,0,0.989,0
670,Unmetered,unmetered,0,0,0.968,0
671,Unmetered,unmetered,0,0,0.835,0
672,Unmetered,unmetered,0,0,0.881,0
673,Unmetered,unmetered,0,0,0.991,0
674,Unmetered,unmetered,0,0,1.0,0
675,Unmetered,unmetered,0,0,1.0,0
676,Unmetered,unmetered,0,0,0.002,0
677,Unmetered,unmetered,0,0,0.037,0
678,Unmetered,unmetered,0,0,0.006,0
679,Unmetered,unmetered,0,0,0.0,0
680,Unmetered,unmetered,0,0,0.438,0
681,Unmetered,unmetered,0,0,0.318,0
682,Unmetered,unmetered,0,0,0.431,0
683,Residential,same,0,0,0.265,0
684,Unmetered,unmetered,0,0,0.118,0
685,Unmetered,unmetered,0,0,0.759,0
686,Unmetered,unmetered,0,0,0.573,0
687,Unmetered,unmetered,0,0,0.516,0
688,Unmetered,unmetered,0,0,0.882,0
689,Unmetered,unmetered,0,0,0.789,0
690,Unmetered,unmetered,0,0,0.674,0
691,Unmetered,unmetered,0,0,0.837,0
692,Unmetered,unmetered,0,0,0.8,0
693,Unmetered,unmetered,0,0,0.607,0
694,Unmetered,unmetered,0,0,0.078,0
695,Unmetered,unmetered,0,0,0.748,0
696,Unmetered,unmetered,0,0,0.716,0
697,Unmetered,unmetered,0,0,0.653,0
698,Unmetered,unmetered,0,0,0.57,0
699,Unmetered,unmetered,0,0,0.0,0
700,Unmetered,unmetered,0,0,0.165,0
701,Unmetered,unmetered,0,0,0.035,0
702,Unmetered,unmetered,0,0,0.048,0
703,Unmetered,unmetered,0,0,0.0,0
704,Unmetered,unmetered,0,0,0.034,0
705,Unmetered,unmetered,0,0,0.417,0
706,Unmetered,unmetered,0,0,0.006,0
707,Unmetered,unmetered,0,0,0.013,0
708,Unmetered,unmetered,0,0,0.01,0
709,Unmetered,unmetered,0,0,0.187,0
710,Unmetered,unmetered,0,0,0.264,0
711,Unmetered,unmetered,0,0,0.363,0
712,Unmetered,unmetered,0,0,0.006,0
713,Unmetered,unmetered,0,0,0.0,0
714,Unmetered,unmetered,0,0,0.077,0
715,Unmetered,unmetered,0,0,0.578,0
716,Unmetered,unmetered,0,0,0.625,0
717,Unmetered,unmetered,0,0,0.708,0
718,Unmetered,unmetered,0,0,0.636,0
719,Unmetered,unmetered,0,0,0.784,0
720,Unmetered,unmetered,0,0,0.618,0
721,Unmetered,unmetered,0,0,0.498,0
722,Unmetered,unmetered,0,0,0.607,0
723,Unmetered,unmetered,0,0,0.727,0
724,Unmetered,unmetered,0,0,1.0,0
725,Unmetered,unmetered,0,0,0.0,0
726,Unmetered,unmetered,0,0,0.053,0
727,Unmetered,unmetered,0,0,0.0,0
728,Unmetered,unmetered,0,0,0.174,0
729,Unmetered,unmetered,0,0,0.323,0
730,Unmetered,unmetered,0,0,0.144,0
731,Unmetered,unmetered,0,0,0.219,0
732,Unmetered,unmetered,0,0,0.585,0
733,Unmetered,unmetered,0,0,0.776,0
734,Unmetered,unmetered,0,0,0.439,0
735,Unmetered,unmetered,0,0,0.821,0
736,Unmetered,unmetered,0,0,0.046,0
737,Unmetered,unmetered,0,0,0.03,0
738,Unmetered,unmetered,0,0,0.241,0
739,Unmetered,unmetered,0,0,0.013,0
740,Unmetered,unmetered,0,0,0.054,0
741,Unmetered,unmetered,0,0,0.019,0
742,Unmetered,unmetered,0,0,0.246,0
743,Residential,same,0,0,0.994,0
744,Unmetered,unmetered,0,0,0.173,0
745,Unmetered,unmetered,0,0,0.0,0
746,Unmetered,unmetered,0,0,0.012,0
747,Unmetered,unmetered,0,0,0.49,0
748,Unmetered,unmetered,0,0,0.332,0
749,Unmetered,unmetered,0,0,0.121,0
750,Unmetered,unmetered,0,0,0.003,0
751,Unmetered,unmetered,0,0,0.014,0
752,Unmetered,unmetered,0,0,0.398,0
753,Unmetered,unmetered,0,0,0.451,0
754,Unmetered,unmetered,0,0,0.012,0
755,Unmetered,unmetered,0,0,0.049,0
756,Unmetered,unmetered,0,0,0.058,0
757,Unmetered,unmetered,0,0,0.0,0
758,Unmetered,unmetered,0,0,0.058,0
759,Unmetered,unmetered,0,0,0.0,0
760,Unmetered,unmetered,0,0,0.062,0
761,Unmetered,unmetered,0,0,0.0,0
762,Unmetered,unmetered,0,0,0.0,0
763,Unmetered,unmetered,0,0,0.0,0
764,Unmetered,unmetered,0,0,0.0,0
765,Unmetered,unmetered,0,0,0.0,0
766,Unmetered,unmetered,0,0,0.0,0
767,Unmetered,unmetered,0,0,0.0,0
768,Unmetered,unmetered,0,0,0.0,0
769,Unmetered,unmetered,0,0,0.0,0
770,Unmetered,unmetered,0,0,0.0,0
771,Unmetered,unmetered,0,0,0.062,0
772,Unmetered,unmetered,0,0,0.0,0
773,Unmetered,unmetered,0,0,0.054,0
774,Unmetered,unmetered,0,0,0.139,0
775,Unmetered,unmetered,0,0,0.081,0
776,Unmetered,unmetered,0,0,0.116,0
777,Unmetered,unmetered,0,0,0.027,0
778,Unmetered,unmetered,0,0,0.024,0
779,Unmetered,unmetered,0,0,0.149,0
780,Unmetered,unmetered,0,0,0.026,0
781,Unmetered,unmetered,0,0,0.022,0
782,Unmetered,unmetered,0,0,0.0,0
783,Unmetered,unmetered,0,0,0.011,0
784,Unmetered,unmetered,0,0,0.203,0
785,Unmetered,unmetered,0,0,0.0,0
786,Unmetered,unmetered,0,0,0.0,0
787,Unmetered,unmetered,0,0,0.0,0
788,Unmetered,unmetered,0,0,0.021,0
789,Unmetered,unmetered,0,0,0.131,0
790,Residential,same,0,0,0.444,0
791,Unmetered,unmetered,0,0,0.058,0
792,Unmetered,unmetered,0,0,0.23,0
793,Unmetered,unmetered,0,0,0.018,0
794,Unmetered,unmetered,0,0,0.161,0
795,Residential,same,0,0,0.772,0
796,Unmetered,unmetered,0,0,0.265,0
797,Unmetered,unmetered,0,0,0.089,0
798,Unmetered,unmetered,0,0,0.222,0
799,Unmetered,unmetered,0,0,0.059,0
800,Unmetered,unmetered,0,0,0.093,0
801,Residential,same,0,0,0.773,0
802,Unmetered,unmetered,0,0,0.008,0
803,Residential,same,0,0,0.778,0
804,Unmetered,unmetered,0,0,0.147,0
805,Unmetered,unmetered,0,0,0.006,0
806,Unmetered,unmetered,0,0,0.0,0
807,Unmetered,unmetered,0,0,0.0,0
808,Unmetered,unmetered,0,0,0.002,0
809,Unmetered,unmetered,0,0,0.08,0
810,Unmetered,unmetered,0,0,0.008,0
811,Unmetered,unmetered,0,0,0.065,0
812,Unmetered,unmetered,0,0,0.0,0
813,Unmetered,unmetered,0,0,0.233,0
814,Unmetered,unmetered,0,0,0.0,0
815,Unmetered,unmetered,0,0,0.216,0
816,Unmetered,unmetered,0,0,0.208,0
817,Unmetered,unmetered,0,0,0.04,0
818,Unmetered,unmetered,0,0,0.005,0
819,Unmetered,unmetered,0,0,0.221,0
820,Unmetered,unmetered,0,0,0.032,0
821,Unmetered,unmetered,0,0,0.271,0
822,Unmetered,unmetered,0,0,0.003,0
823,Unmetered,unmetered,0,0,0.056,0
824,Unmetered,unmetered,0,0,0.149,0
825,Unmetered,unmetered,0,0,0.093,0
826,Unmetered,unmetered,0,0,0.0,0
827,Unmetered,unmetered,0,0,0.006,0
828,Unmetered,unmetered,0,0,0.163,0
829,Unmetered,unmetered,0,0,0.072,0
830,Unmetered,unmetered,0,0,0.145,0
831,Unmetered,unmetered,0,0,0.094,0
832,Unmetered,unmetered,0,0,0.219,0
833,Unmetered,unmetered,0,0,0.05,0
834,Unmetered,unmetered,0,0,0.169,0
835,Unmetered,unmetered,0,0,0.188,0
836,Unmetered,unmetered,0,0,0.036,0
837,Unmetered,unmetered,0,0,0.939,0
838,Unmetered,unmetered,0,0,0.911,0
839,Unmetered,unmetered,0,0,0.589,0
840,Unmetered,unmetered,0,0,0.425,0
841,Unmetered,unmetered,0,0,0.848,0
842,Unmetered,unmetered,0,0,0.998,0
843,Unmetered,unmetered,0,0,1.0,0
844,Residential,same,0,0,0.922,0
845,Unmetered,unmetered,0,0,1.0,0
846,Unmetered,unmetered,0,0,0.861,0
847,Unmetered,unmetered,0,0,0.879,0
848,Unmetered,unmetered,0,0,0.952,0
849,Unmetered,unmetered,0,0,0.95,0
850,Unmetered,unmetered,0,0,0.896,0
851,Unmetered,unmetered,0,0,1.0,0
852,Unmetered,unmetered,0,0,0.995,0
853,Unmetered,unmetered,0,0,0.299,0
854,Unmetered,unmetered,0,0,0.396,0
855,Unmetered,unmetered,0,0,0.262,0
856,Unmetered,unmetered,0,0,0.085,0
857,Unmetered,unmetered,0,0,0.144,0
858,Unmetered,unmetered,0,0,0.053,0
859,Unmetered,unmetered,0,0,0.286,0
860,Unmetered,unmetered,0,0,0.401,0
861,Unmetered,unmetered,0,0,0.206,0
862,Unmetered,unmetered,0,0,0.125,0
863,Unmetered,unmetered,0,0,0.024,0
864,Unmetered,unmetered,0,0,0.0,0
865,Unmetered,unmetered,0,0,0.036,0
866,Unmetered,unmetered,0,0,0.004,0
867,Unmetered,unmetered,0,0,0.049,0
868,Unmetered,unmetered,0,0,0.107,0
869,Unmetered,unmetered,0,0,0.188,0
870,Unmetered,unmetered,0,0,0.001,0
871,Unmetered,unmetered,0,0,0.0,0
872,Unmetered,unmetered,0,0,0.0,0
873,Unmetered,unmetered,0,0,0.0,0
874,Unmetered,unmetered,0,0,0.0,0
875,Unmetered,unmetered,0,0,0.264,0
876,Unmetered,unmetered,0,0,0.32,0
877,Unmetered,unmetered,0,0,0.248,0
878,Unmetered,unmetered,0,0,0.0,0
879,Unmetered,unmetered,0,0,0.312,0
880,Unmetered,unmetered,0,0,0.025,0
881,Unmetered,unmetered,0,0,0.103,0
882,Unmetered,unmetered,0,0,0.108,0
883,Unmetered,unmetered,0,0,0.027,0
884,Unmetered,unmetered,0,0,0.456,0
885,Unmetered,unmetered,0,0,0.418,0
886,Unmetered,unmetered,0,0,0.348,0
887,Unmetered,unmetered,0,0,0.538,0
888,Unmetered,unmetered,0,0,0.29,0
889,Unmetered,unmetered,0,0,0.0,0
890,Unmetered,unmetered,0,0,0.428,0
891,Unmetered,unmetered,0,0,0.626,0
892,Unmetered,unmetered,0,0,0.578,0
893,Unmetered,unmetered,0,0,0.684,0
894,Unmetered,unmetered,0,0,0.96,0
895,Unmetered,unmetered,0,0,0.0,0
896,Unmetered,unmetered,0,0,0.792,0
897,Unmetered,unmetered,0,0,0.586,0
898,Unmetered,unmetered,0,1,0.589,0
899,Residential,same,0,0,0.799,0
900,Unmetered,unmetered,0,0,0.503,0
901,Unmetered,unmetered,0,0,0.286,0
902,Unmetered,unmetered,0,0,0.375,0
903,Unmetered,unmetered,0,0,0.468,0
904,Unmetered,unmetered,0,0,0.374,0
905,Unmetered,unmetered,0,0,0.188,0
906,Unmetered,unmetered,0,0,0.537,0
907,Unmetered,unmetered,0,1,0.78,0
908,Unmetered,unmetered,0,1,0.97,0
909,Unmetered,unmetered,0,0,0.89,0
910,Unmetered,unmetered,0,0,0.05,0
911,Unmetered,unmetered,0,0,0.484,0
912,Unmetered,unmetered,0,0,0.887,0
913,Unmetered,unmetered,0,0,0.66,0
914,Unmetered,unmetered,0,0,0.136,0
915,Unmetered,unmetered,0,0,0.265,0
916,Residential,differs,1,0,0.5,0
917,Unmetered,differs,1,0,0.464,0
918,Unmetered,unmetered,0,0,0.112,0
919,Unmetered,unmetered,0,0,0.291,0
920,Unmetered,unmetered,0,0,0.065,0
921,Unmetered,unmetered,0,0,0.0,0
922,Unmetered,unmetered,0,0,0.0,0
923,Unmetered,unmetered,0,0,0.0,0
924,Unmetered,unmetered,0,0,0.0,0
925,Unmetered,unmetered,0,0,0.778,0
926,Unmetered,unmetered,0,0,0.219,0
927,Unmetered,unmetered,0,0,0.623,0
928,Unmetered,unmetered,0,0,0.438,0
929,Unmetered,unmetered,0,0,0.179,0
930,Unmetered,unmetered,0,0,0.88,0
931,Unmetered,unmetered,0,0,0.137,0
932,Unmetered,unmetered,0,0,0.013,0
933,Unmetered,unmetered,0,0,0.085,0
934,Unmetered,unmetered,0,0,0.171,0
935,Unmetered,unmetered,0,0,0.08,0
936,Unmetered,unmetered,0,0,0.041,0
937,Unmetered,unmetered,0,0,0.047,0
938,Unmetered,unmetered,0,0,0.0,0
939,Unmetered,unmetered,0,0,0.029,0
940,Unmetered,unmetered,0,0,0.01,0
941,Unmetered,unmetered,0,0,0.01,0
942,Unmetered,unmetered,0,0,0.037,0
943,Unmetered,unmetered,0,0,0.006,0
944,Unmetered,unmetered,0,0,0.0,0
945,Unmetered,unmetered,0,0,0.006,0
946,Unmetered,unmetered,0,0,0.0,0
947,Unmetered,unmetered,0,0,0.107,0
948,Unmetered,unmetered,0,0,0.002,0
949,Unmetered,unmetered,0,0,0.042,0
950,Unmetered,unmetered,0,0,0.018,0
951,Unmetered,unmetered,0,0,0.019,0
952,Unmetered,unmetered,0,0,0.0,0
953,Unmetered,unmetered,0,0,0.051,0
954,Unmetered,unmetered,0,0,0.062,0
955,Unmetered,unmetered,0,0,0.056,0
956,Unmetered,unmetered,0,0,0.053,0
957,Unmetered,unmetered,0,0,0.069,0
958,Unmetered,unmetered,0,0,0.081,0
959,Unmetered,unmetered,0,0,0.024,0
960,Unmetered,unmetered,0,0,0.091,0
961,Unmetered,unmetered,0,0,0.04,0
962,Unmetered,unmetered,0,0,0.011,0
963,Unmetered,unmetered,0,0,0.939,0
964,Unmetered,unmetered,0,0,0.914,0
965,Unmetered,unmetered,0,0,0.769,0
966,Unmetered,unmetered,0,0,0.136,0
967,Unmetered,unmetered,0,0,0.094,0
968,Unmetered,unmetered,0,0,0.04,0
969,Unmetered,unmetered,0,0,0.278,0
970,Unmetered,unmetered,0,0,0.163,0
971,Unmetered,unmetered,0,0,0.053,0
972,Unmetered,unmetered,0,0,0.412,0
973,Unmetered,unmetered,0,0,0.251,0
974,Unmetered,unmetered,0,0,0.064,0
975,Unmetered,unmetered,0,0,0.493,0
976,Unmetered,unmetered,0,0,0.083,0
977,Unmetered,unmetered,0,0,0.348,0
978,Unmetered,unmetered,0,0,0.933,0
979,Unmetered,unmetered,0,0,0.963,0
980,Unmetered,unmetered,0,0,0.201,0
981,Unmetered,unmetered,0,0,0.075,0
982,Residential,same,0,0,0.464,0
983,Unmetered,unmetered,0,0,1.0,0
984,Unmetered,unmetered,0,0,0.871,0
985,Unmetered,unmetered,0,0,0.403,0
986,Unmetered,unmetered,0,0,0.256,0
987,Unmetered,unmetered,0,0,0.791,0
988,Unmetered,unmetered,0,0,0.843,0
989,Unmetered,unmetered,0,0,0.794,0
990,Unmetered,unmetered,0,0,0.94,0
991,Unmetered,unmetered,0,0,1.0,0
992,Unmetered,unmetered,0,0,0.947,0
993,Unmetered,unmetered,0,0,0.955,0
994,Unmetered,unmetered,0,0,0.907,0
995,Unmetered,unmetered,0,0,1.0,0
996,Unmetered,unmetered,0,0,0.984,0
997,Unmetered,unmetered,0,0,1.0,0
998,Unmetered,unmetered,0,0,1.0,0
999,Unmetered,unmetered,0,0,0.832,0
1000,Unmetered,unmetered,0,0,0.797,0
1001,Unmetered,unmetered,0,1,0.983,0
1002,Unmetered,unmetered,0,0,0.032,0
1003,Unmetered,unmetered,0,0,0.282,0
1004,Unmetered,unmetered,0,0,0.0,0
1005,Unmetered,unmetered,0,0,0.033,0
1006,Unmetered,unmetered,0,0,0.178,0
1007,Unmetered,unmetered,0,1,0.915,0
1008,Unmetered,unmetered,0,0,0.469,0
1009,Residential-Commercial,differs,0,0,0.352,0
1010,Residential-Commercial,differs,0,0,0.359,0
1011,Unmetered,unmetered,0,0,0.44,0
1012,Unmetered,unmetered,0,0,0.159,0
1013,Unmetered,unmetered,0,0,0.12,0
1014,Unmetered,unmetered,0,0,0.18,0
1015,Unmetered,unmetered,0,0,0.295,0
1016,Unmetered,unmetered,0,0,0.123,0
1017,Unmetered,unmetered,0,0,0.165,0
1018,Unmetered,unmetered,0,0,0.219,0
1019,Unmetered,unmetered,0,0,0.271,0
1020,Residential,same,0,0,0.575,0
1021,Unmetered,unmetered,0,0,0.503,0
1022,Unmetered,unmetered,0,0,0.042,0
1023,Unmetered,unmetered,0,0,0.07,0
1024,Residential,same,0,0,0.525,0
1025,Unmetered,unmetered,0,0,0.719,0
1026,Unmetered,unmetered,0,0,0.126,0
1027,Unmetered,unmetered,0,0,0.111,0
1028,Residential,same,0,0,0.581,0
1029,Unmetered,unmetered,0,0,0.368,0
1030,Unmetered,unmetered,0,0,0.482,0
1031,Residential,same,0,0,0.22,0
1032,Unmetered,unmetered,0,0,0.137,0
1033,Unmetered,unmetered,0,0,0.127,0
1034,Unmetered,unmetered,0,0,0.094,0
1035,Unmetered,unmetered,0,0,0.768,0
1036,Unmetered,unmetered,0,0,0.0,0
1037,Unmetered,unmetered,0,0,0.274,0
1038,Unmetered,unmetered,0,0,0.056,0
1039,Unmetered,unmetered,0,0,0.13,0
1040,Unmetered,unmetered,0,0,0.418,0
1041,Unmetered,unmetered,0,0,0.108,0
1042,Residential,same,0,0,0.352,0
1043,Unmetered,unmetered,0,0,0.258,0
1044,Unmetered,unmetered,0,0,0.038,0
1045,Unmetered,unmetered,0,0,0.035,0
1046,Unmetered,unmetered,0,0,0.575,0
1047,Unmetered,unmetered,0,0,0.124,0
1048,Unmetered,unmetered,0,0,0.004,0
1049,Unmetered,unmetered,0,0,0.159,0
1050,Unmetered,unmetered,0,0,0.0,0
1051,Unmetered,unmetered,0,0,0.028,0
1052,Unmetered,unmetered,0,0,0.019,0
1053,Unmetered,unmetered,0,0,0.087,0
1054,Residential,same,0,0,0.236,0
1055,Unmetered,unmetered,0,0,0.03,0
1056,Unmetered,unmetered,0,0,0.093,0
1057,Residential,same,0,0,0.752,0
1058,Residential,same,0,0,0.633,0
1059,Unmetered,unmetered,0,0,0.601,0
1060,Unmetered,unmetered,0,0,0.18,0
1061,Unmetered,unmetered,0,0,0.272,0
1062,Unmetered,unmetered,0,0,0.431,0
1063,Unmetered,unmetered,0,0,0.03,0
1064,Unmetered,unmetered,0,0,0.004,0
1065,Unmetered,unmetered,0,0,0.03,0
1066,Unmetered,unmetered,0,0,0.018,0
1067,Unmetered,unmetered,0,0,0.02,0
1068,Unmetered,unmetered,0,0,0.0,0
1069,Unmetered,unmetered,0,0,0.271,0
1070,Unmetered,unmetered,0,0,0.471,0
1071,Unmetered,unmetered,0,0,0.381,0
1072,Unmetered,unmetered,0,0,0.822,0
1073,Residential,same,0,0,0.659,0
1074,Unmetered,unmetered,0,0,0.413,0
1075,Residential,same,0,0,0.402,0
1076,Unmetered,unmetered,0,0,0.204,0
1077,Unmetered,unmetered,0,0,0.098,0
1078,Unmetered,unmetered,0,0,0.103,0
1079,Unmetered,unmetered,0,0,0.206,0
1080,Residential,same,0,0,0.667,0
1081,Unmetered,unmetered,0,0,0.928,0
1082,Unmetered,unmetered,0,0,0.092,0
1083,Residential,same,0,0,0.715,0
1084,Unmetered,unmetered,0,0,0.259,0
1085,Residential,same,0,0,0.509,0
1086,Unmetered,unmetered,0,0,0.429,0
1087,Unmetered,unmetered,0,0,0.0,0
1088,Commercial,differs,0,0,0.237,0
1089,Unmetered,unmetered,0,0,0.072,0
1090,Government,new,0,0,0.592,0
1091,Residential,same,0,0,0.863,0
1092,Unmetered,unmetered,0,0,0.842,0
1093,Unmetered,unmetered,0,0,0.606,0
1094,Unmetered,unmetered,0,0,0.038,0
1095,Unmetered,unmetered,0,0,0.378,0
1096,Residential,same,0,0,0.422,0
1097,Residential,same,0,0,0.414,0
1098,Commercial,differs,0,0,0.269,0
1099,Unmetered,unmetered,0,0,0.657,0
1100,Unmetered,unmetered,0,0,0.077,0
1101,Unmetered,unmetered,0,0,0.759,0
1102,Unmetered,unmetered,0,0,0.568,0
1103,Unmetered,unmetered,0,0,0.532,0
1104,Unmetered,unmetered,0,0,0.449,0
1105,Residential,same,0,0,0.369,0
1106,Unmetered,unmetered,0,0,0.178,0
1107,Unmetered,unmetered,0,0,0.02,0
1108,Unmetered,unmetered,0,0,0.02,0
1109,Unmetered,unmetered,0,0,0.313,0
1110,Unmetered,unmetered,0,0,0.0,0
1111,Unmetered,unmetered,0,0,0.0,0
1112,Residential,same,0,0,0.259,0
1113,Unmetered,unmetered,0,0,0.036,0
1114,Residential,same,0,0,0.469,0
1115,Unmetered,unmetered,0,0,0.742,0
1116,Unmetered,unmetered,0,0,0.343,0
1117,Unmetered,unmetered,0,0,0.156,0
1118,Unmetered,unmetered,0,0,0.04,0
1119,Unmetered,unmetered,0,0,0.026,0
1120,Unmetered,unmetered,0,0,0.008,0
1121,Unmetered,unmetered,0,0,0.286,0
1122,Unmetered,unmetered,0,0,0.155,0
1123,Unmetered,unmetered,0,0,0.018,0
1124,Government,new,0,1,0.579,0
1125,Unmetered,unmetered,0,0,0.332,0
1126,Unmetered,unmetered,0,0,0.125,0
1127,Commercial,differs,0,0,0.116,0
1128,Unmetered,unmetered,0,0,0.264,0
1129,Unmetered,unmetered,0,0,0.925,0
1130,Residential,same,0,0,0.229,0
1131,Unmetered,unmetered,0,0,0.168,0
1132,Unmetered,unmetered,0,0,0.016,0
1133,Unmetered,unmetered,0,0,0.174,0
1134,Unmetered,unmetered,0,0,0.012,0
1135,Unmetered,unmetered,0,0,0.065,0
1136,Unmetered,unmetered,0,0,0.094,0
1137,Unmetered,unmetered,0,0,0.163,0
1138,Unmetered,unmetered,0,0,0.194,0
1139,Unmetered,unmetered,0,0,0.706,0
1140,Unmetered,unmetered,0,0,0.108,0
1141,Unmetered,unmetered,0,0,0.46,0
1142,Unmetered,unmetered,0,0,0.114,0
1143,Residential,same,0,0,0.391,0
1144,Unmetered,unmetered,0,0,0.1,0
1145,Unmetered,unmetered,0,0,0.513,0
1146,Unmetered,unmetered,0,0,0.317,0
1147,Unmetered,unmetered,0,0,0.0,0
1148,Unmetered,unmetered,0,0,0.088,0
1149,Residential,same,0,0,0.553,0
1150,Unmetered,unmetered,0,0,0.044,0
1151,Unmetered,unmetered,0,0,0.651,0
1152,Unmetered,unmetered,0,0,0.028,0
1153,Residential,same,0,0,0.507,0
1154,Unmetered,unmetered,0,0,0.377,0
1155,Unmetered,unmetered,0,0,0.103,0
1156,Residential,same,0,0,0.457,0
1157,Unmetered,unmetered,0,0,0.104,0
1158,Unmetered,unmetered,0,0,0.264,0
1159,Residential,same,0,0,0.762,0
1160,Unmetered,unmetered,0,0,0.338,0
1161,Residential,same,0,0,0.102,0
1162,Residential,same,0,0,0.521,0
1163,Agricultural,differs,1,0,0.445,0
1164,Residential,same,0,0,0.733,0
1165,Residential,same,0,0,0.541,0
1166,Unmetered,unmetered,0,0,0.572,0
1167,Residential,same,0,0,0.554,0
1168,Unmetered,unmetered,0,0,0.684,0
1169,Residential,same,0,0,0.75,0
1170,Unmetered,unmetered,0,0,0.261,0
1171,Unmetered,unmetered,0,0,0.346,0
1172,Unmetered,unmetered,0,0,0.243,0
1173,Unmetered,unmetered,0,0,0.036,0
1174,Unmetered,unmetered,0,0,0.443,0
1175,Unmetered,unmetered,0,0,0.517,0
1176,Unmetered,unmetered,0,0,0.617,0
1177,Unmetered,unmetered,0,0,0.546,0
1178,Unmetered,unmetered,0,0,0.587,0
1179,Residential,same,0,0,0.471,0
1180,Unmetered,unmetered,0,0,0.034,0
1181,Unmetered,unmetered,0,0,0.171,0
1182,Unmetered,unmetered,0,0,0.485,0
1183,Unmetered,unmetered,0,0,0.0,0
1184,Unmetered,unmetered,0,0,0.015,0
1185,Unmetered,unmetered,0,0,0.177,0
1186,Unmetered,unmetered,0,0,1.0,0
1187,Unmetered,unmetered,0,0,0.043,0
1188,Unmetered,unmetered,0,0,0.644,0
1189,Unmetered,unmetered,0,0,0.273,0
1190,Residential,same,0,1,0.899,0
1191,Unmetered,unmetered,0,0,0.069,0
1192,Unmetered,unmetered,0,0,0.0,0
1193,Unmetered,differs,1,0,0.793,0
1194,Residential,same,0,0,0.487,0
1195,Residential,same,0,0,0.818,0
1196,Unmetered,unmetered,0,0,0.583,0
1197,Residential,differs,0,0,0.403,0
1198,Unmetered,unmetered,0,0,1.0,0
1199,Unmetered,unmetered,0,0,0.482,0
1200,Unmetered,unmetered,0,0,0.968,0
1201,Unmetered,unmetered,0,1,0.851,0
1202,Unmetered,unmetered,0,0,0.501,0
1203,Unmetered,unmetered,0,1,0.923,0
1204,Unmetered,unmetered,0,1,0.914,0
1205,Unmetered,unmetered,0,0,0.234,0
1206,Unmetered,unmetered,0,0,0.0,0
1207,Unmetered,unmetered,0,0,0.0,0
1208,Residential,same,0,0,0.788,0
