PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P02388,C02,secondary main sewer,branch,200,57.5,0.55,0.048,0.142,2.284,0.2,below Mara's slope
P02389,C01,secondary main sewer,branch,200,69.4,0.85,0.203,0.268,1.173,1.2,below Mara's slope
P02390,C01,secondary main sewer,branch,200,152.8,0.5,0.101,0.177,1.622,0.7,below Mara's slope
P02391,C01,secondary main sewer,branch,200,19.0,0.5,0.0,0.0,,0.0,no flow in 2030
P02392,C02,secondary main sewer,branch,200,79.8,0.5,0.092,0.172,1.689,0.7,below Mara's slope
P02393,C02,secondary main sewer,branch,200,132.5,0.5,0.169,0.21,1.276,2.0,below Mara's slope
P02395,C01,secondary main sewer,branch,200,94.1,1.05,0.182,0.278,1.234,2.2,below Mara's slope
P02396,C02,secondary main sewer,branch,200,65.1,0.5,0.172,0.211,1.266,2.0,below Mara's slope
P02397,C02,secondary main sewer,branch,200,86.2,0.5,0.119,0.187,1.499,1.0,below Mara's slope
P02398,C01,secondary main sewer,branch,200,78.3,0.85,0.113,0.221,1.536,0.9,below Mara's slope
P02399,C01,secondary main sewer,branch,200,99.0,0.5,0.211,0.226,1.152,2.8,below Mara's slope
P02402,C02,secondary main sewer,branch,200,530.3,0.5,0.175,0.212,1.256,1.3,below Mara's slope
P02403,C01,secondary main sewer,branch,200,21.3,1.7,0.04,0.195,2.487,0.1,below Mara's slope
P02404,C02,secondary main sewer,branch,200,197.7,0.55,0.407,0.288,0.851,8.2,below Mara's slope
P02405,C02,secondary main sewer,branch,200,82.8,0.5,0.094,0.173,1.674,0.7,below Mara's slope
P02406,C02,secondary main sewer,branch,200,56.9,0.5,0.0,0.0,,0.0,no flow in 2030
P02407,C01,secondary main sewer,branch,200,186.4,0.8,0.336,0.309,0.931,6.0,below Mara's slope
P02408,C02,secondary main sewer,branch,200,122.4,0.5,0.262,0.242,1.044,4.0,below Mara's slope
P02409,C01,secondary main sewer,branch,200,210.9,0.5,0.214,0.227,1.145,2.9,below Mara's slope
P02410,C02,secondary main sewer,branch,200,105.9,0.7,0.0,0.0,,0.0,no flow in 2030
P02412,C08,secondary main sewer,branch,200,47.9,2.15,0.004,0.089,7.365,0.0,below Mara's slope
P02413,C02,secondary main sewer,branch,200,72.8,1.0,0.195,0.279,1.195,2.5,below Mara's slope
P02414,C02,secondary main sewer,branch,200,122.6,0.55,0.472,0.302,0.795,8.8,below Mara's slope
P02415,C02,secondary main sewer,branch,200,110.9,0.5,0.107,0.18,1.58,0.8,below Mara's slope
P02416,C08,secondary main sewer,branch,200,62.8,0.55,0.267,0.252,1.034,3.8,below Mara's slope
P02418,C08,secondary main sewer,branch,200,275.0,0.7,0.112,0.206,1.544,0.0,below Mara's slope
P02419,C02,secondary main sewer,branch,200,76.4,0.5,0.171,0.211,1.27,2.0,below Mara's slope
P02420,C08,secondary main sewer,branch,200,69.9,0.5,0.0,0.0,,0.0,no flow in 2030
P02421,C02,secondary main sewer,branch,200,175.7,0.5,0.342,0.264,0.923,6.2,below Mara's slope
P02422,C02,secondary main sewer,branch,200,93.3,0.5,0.186,0.217,1.222,2.2,below Mara's slope
P02424,C01,secondary main sewer,branch,200,194.0,0.5,0.008,0.072,5.262,0.0,below Mara's slope
P02425,C01,secondary main sewer,branch,200,29.4,1.15,0.097,0.232,1.652,0.7,below Mara's slope
P02426,C08,secondary main sewer,branch,200,42.4,0.9,0.049,0.17,2.255,0.2,below Mara's slope
P02427,C01,secondary main sewer,branch,200,188.2,0.5,0.0,0.0,,0.0,no flow in 2030
P02429,C01,secondary main sewer,branch,200,88.3,0.5,0.115,0.185,1.525,0.9,below Mara's slope
P02430,C02,secondary main sewer,branch,200,63.2,0.5,0.137,0.196,1.406,1.4,below Mara's slope
P02432,C20,secondary main sewer,branch,200,165.1,0.5,0.0,0.0,,0.0,no flow in 2030
P02434,C01,secondary main sewer,branch,200,222.6,0.55,0.362,0.278,0.899,6.8,below Mara's slope
P02436,C02,secondary main sewer,branch,200,40.4,1.25,0.086,0.229,1.742,0.6,below Mara's slope
P02437,C01,secondary main sewer,branch,200,94.4,0.5,0.134,0.194,1.421,1.2,below Mara's slope
P02439,C02,secondary main sewer,branch,200,80.4,0.5,0.133,0.194,1.425,1.3,below Mara's slope
P02440,C02,secondary main sewer,branch,200,124.6,0.5,0.265,0.243,1.039,4.1,below Mara's slope
P02441,C24,secondary main sewer,branch,200,264.9,0.6,0.0,0.0,,0.0,no flow in 2030
P02442,C02,secondary main sewer,branch,200,90.1,1.25,0.133,0.266,1.425,1.3,below Mara's slope
P02444,C02,secondary main sewer,branch,200,99.8,0.7,0.183,0.242,1.232,2.2,below Mara's slope
P02446,C01,secondary main sewer,branch,200,79.1,0.5,0.048,0.138,2.283,0.2,below Mara's slope
P02447,C01,secondary main sewer,branch,200,34.1,1.1,0.177,0.28,1.249,2.1,below Mara's slope
P02448,C02,secondary main sewer,branch,200,56.1,1.8,0.052,0.218,2.199,0.2,below Mara's slope
P02449,C02,secondary main sewer,branch,200,273.4,0.5,0.337,0.263,0.929,5.7,below Mara's slope
P02450,C02,secondary main sewer,branch,200,136.3,1.0,0.205,0.284,1.167,2.7,below Mara's slope
P02452,C08,secondary main sewer,branch,200,36.6,1.35,0.046,0.19,2.326,0.2,below Mara's slope
P02453,C01,secondary main sewer,branch,200,59.4,1.2,0.055,0.194,2.144,0.2,below Mara's slope
P02454,C01,secondary main sewer,branch,200,67.8,0.5,0.048,0.137,2.286,0.2,below Mara's slope
P02455,C01,secondary main sewer,branch,200,99.3,0.5,0.1,0.176,1.63,0.6,below Mara's slope
P02456,C02,secondary main sewer,branch,200,72.4,0.5,0.122,0.188,1.486,1.0,below Mara's slope
P02457,C02,secondary main sewer,branch,200,187.5,0.5,0.26,0.242,1.047,3.9,below Mara's slope
P02458,C01,secondary main sewer,branch,200,55.5,0.5,0.071,0.157,1.901,0.4,below Mara's slope
P02459,C01,secondary main sewer,branch,200,90.1,1.35,0.079,0.228,1.818,0.4,below Mara's slope
P02460,C02,secondary main sewer,branch,200,74.7,0.6,0.054,0.152,2.17,0.2,below Mara's slope
P02461,C02,secondary main sewer,branch,200,97.8,0.75,0.287,0.287,1.001,4.7,below Mara's slope
P02462,C01,secondary main sewer,branch,200,145.6,0.5,0.245,0.237,1.077,3.6,below Mara's slope
P02465,C01,secondary main sewer,branch,200,217.9,0.55,0.296,0.26,0.987,4.6,below Mara's slope
P02466,C01,secondary main sewer,branch,200,63.2,0.85,0.177,0.256,1.249,2.1,below Mara's slope
P02467,C02,secondary main sewer,branch,200,690.0,0.7,0.35,0.299,0.913,6.0,below Mara's slope
P02468,C01,secondary main sewer,branch,200,212.6,0.5,0.156,0.204,1.327,1.5,below Mara's slope
P02470,C01,secondary main sewer,branch,200,165.6,1.15,0.165,0.277,1.29,1.8,below Mara's slope
P02471,C02,secondary main sewer,branch,200,76.6,0.5,0.067,0.155,1.951,0.3,below Mara's slope
P02472,C02,secondary main sewer,branch,200,21.2,0.5,0.0,0.0,,0.0,no flow in 2030
P02473,C02,secondary main sewer,branch,200,103.7,0.65,0.142,0.217,1.383,1.3,below Mara's slope
P02474,C02,secondary main sewer,branch,200,216.1,0.5,0.193,0.219,1.2,2.3,below Mara's slope
P02475,C02,secondary main sewer,branch,200,81.5,0.5,0.105,0.179,1.591,0.8,below Mara's slope
P02476,C01,secondary main sewer,branch,200,154.0,0.7,0.19,0.245,1.21,2.3,below Mara's slope
P02478,C01,secondary main sewer,branch,200,95.3,2.2,0.037,0.207,2.57,0.2,below Mara's slope
P02479,C01,secondary main sewer,branch,200,124.4,1.05,0.04,0.166,2.494,0.2,below Mara's slope
P02480,C02,secondary main sewer,branch,200,60.9,1.15,0.18,0.285,1.24,2.2,below Mara's slope
P02481,C02,secondary main sewer,branch,200,129.0,0.75,0.214,0.261,1.147,2.9,below Mara's slope
P02482,C02,secondary main sewer,branch,200,118.6,0.9,0.068,0.189,1.942,0.3,below Mara's slope
P02485,C07,secondary main sewer,branch,200,59.6,0.5,0.142,0.198,1.382,1.4,below Mara's slope
P02486,C01,secondary main sewer,branch,200,113.4,0.6,0.04,0.137,2.489,0.2,below Mara's slope
P02488,C02,secondary main sewer,branch,200,209.3,0.55,0.0,0.0,,0.0,no flow in 2030
P02490,C02,secondary main sewer,branch,200,208.6,0.5,0.292,0.251,0.993,4.8,below Mara's slope
P02491,C07,secondary main sewer,branch,200,74.5,0.5,0.067,0.154,1.954,0.3,below Mara's slope
P02492,C01,secondary main sewer,branch,200,240.6,0.7,0.298,0.284,0.983,4.8,below Mara's slope
P02493,C07,secondary main sewer,branch,200,112.6,0.5,0.3,0.253,0.98,5.1,below Mara's slope
P02494,C01,secondary main sewer,branch,200,63.9,0.5,0.125,0.19,1.47,1.1,below Mara's slope
P02495,C01,secondary main sewer,branch,200,60.7,1.6,0.04,0.191,2.483,0.2,below Mara's slope
P02497,C06,secondary main sewer,branch,200,229.7,1.2,0.073,0.214,1.878,0.6,below Mara's slope
P02499,C07,secondary main sewer,branch,200,68.5,0.5,0.089,0.17,1.714,0.5,below Mara's slope
P02500,C07,secondary main sewer,branch,200,59.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02501,C02,secondary main sewer,branch,200,203.6,0.5,0.278,0.247,1.015,4.4,below Mara's slope
P02502,C01,secondary main sewer,branch,200,140.4,0.5,0.072,0.158,1.899,0.4,below Mara's slope
P02503,C01,secondary main sewer,branch,200,61.3,1.1,0.113,0.241,1.535,0.9,below Mara's slope
P02505,C01,secondary main sewer,branch,200,80.8,0.5,0.089,0.17,1.716,0.5,below Mara's slope
P02506,C01,secondary main sewer,branch,200,58.7,0.7,0.0,0.0,,0.0,no flow in 2030
P02507,C01,secondary main sewer,branch,200,67.1,0.5,0.114,0.184,1.532,0.9,below Mara's slope
P02508,C02,secondary main sewer,branch,200,62.5,0.5,0.18,0.214,1.241,2.1,below Mara's slope
P02509,C06,secondary main sewer,branch,200,31.6,1.25,0.024,0.148,3.135,0.1,below Mara's slope
P02510,C06,secondary main sewer,branch,200,180.6,0.5,0.064,0.152,2.004,0.4,below Mara's slope
P02512,C01,secondary main sewer,branch,200,148.4,0.6,0.057,0.155,2.113,0.3,below Mara's slope
P02513,C01,secondary main sewer,branch,200,43.4,1.7,0.038,0.192,2.536,0.1,below Mara's slope
P02514,C07,secondary main sewer,branch,200,25.7,0.5,0.086,0.168,1.742,0.6,below Mara's slope
P02518,C07,secondary main sewer,branch,200,165.1,0.5,0.187,0.217,1.22,2.1,below Mara's slope
P02519,C01,secondary main sewer,branch,200,96.5,1.7,0.036,0.189,2.593,0.2,below Mara's slope
P02520,C01,secondary main sewer,branch,200,38.8,2.25,0.0,0.0,,0.0,no flow in 2030
P02522,C07,secondary main sewer,branch,200,82.4,0.5,0.093,0.172,1.686,0.6,below Mara's slope
P02523,C01,secondary main sewer,branch,200,72.3,0.5,0.08,0.164,1.804,0.4,below Mara's slope
P02524,C01,secondary main sewer,branch,200,163.2,0.5,0.123,0.189,1.476,0.9,below Mara's slope
P02525,C01,secondary main sewer,branch,200,24.4,0.5,0.0,0.0,,0.0,no flow in 2030
P02526,C01,secondary main sewer,branch,200,63.0,0.5,0.068,0.155,1.938,0.3,below Mara's slope
P02527,C01,secondary main sewer,branch,200,60.0,2.5,0.0,0.0,,0.0,no flow in 2030
P02528,C07,secondary main sewer,branch,200,166.4,0.5,0.172,0.211,1.267,1.8,below Mara's slope
P02529,C06,secondary main sewer,branch,200,145.3,0.6,0.037,0.133,2.585,0.2,below Mara's slope
P02530,C06,secondary main sewer,branch,200,145.0,0.95,0.036,0.156,2.592,0.2,below Mara's slope
P02531,C06,secondary main sewer,branch,200,61.4,1.4,0.039,0.182,2.507,0.2,below Mara's slope
P02532,C06,secondary main sewer,branch,200,58.0,1.05,0.039,0.164,2.518,0.2,below Mara's slope
P02533,C01,secondary main sewer,branch,200,155.4,0.5,0.129,0.192,1.445,1.1,below Mara's slope
P02534,C01,secondary main sewer,branch,200,65.8,0.9,0.028,0.139,2.925,0.1,below Mara's slope
P02535,C01,secondary main sewer,branch,200,73.9,1.7,0.04,0.196,2.473,0.2,below Mara's slope
P02536,C01,secondary main sewer,branch,200,144.2,0.5,0.084,0.166,1.764,0.5,below Mara's slope
P02538,C07,secondary main sewer,branch,200,165.1,0.5,0.215,0.227,1.144,2.8,below Mara's slope
P02540,C01,secondary main sewer,branch,200,59.9,0.85,0.067,0.185,1.954,0.3,below Mara's slope
P02541,C06,secondary main sewer,branch,200,71.2,1.3,0.038,0.176,2.527,0.2,below Mara's slope
P02542,C06,secondary main sewer,branch,200,61.4,0.5,0.039,0.129,2.498,0.2,below Mara's slope
P02543,C02,secondary main sewer,branch,200,23.5,2.2,0.037,0.208,2.56,0.1,below Mara's slope
P02545,C01,secondary main sewer,branch,200,78.2,1.05,0.08,0.211,1.801,0.4,below Mara's slope
P02546,C06,secondary main sewer,branch,200,74.1,0.65,0.035,0.135,2.632,0.1,below Mara's slope
P02547,C01,secondary main sewer,branch,200,96.1,0.65,0.043,0.145,2.408,0.2,below Mara's slope
P02548,C07,secondary main sewer,branch,200,165.1,0.5,0.259,0.241,1.049,3.9,below Mara's slope
P02550,C01,secondary main sewer,branch,200,22.6,0.5,0.0,0.0,,0.0,no flow in 2030
P02551,C07,secondary main sewer,branch,200,49.0,0.5,0.136,0.195,1.412,1.3,below Mara's slope
P02555,C01,secondary main sewer,branch,200,100.6,0.5,0.069,0.156,1.931,0.3,below Mara's slope
P02556,C01,secondary main sewer,branch,200,15.6,0.9,0.0,0.0,,0.0,no flow in 2030
P02557,C06,secondary main sewer,branch,200,66.4,1.6,0.035,0.183,2.642,0.1,below Mara's slope
P02558,C06,secondary main sewer,branch,200,47.3,1.1,0.026,0.145,3.035,0.1,below Mara's slope
P02559,C06,secondary main sewer,branch,200,73.3,0.5,0.03,0.117,2.828,0.1,below Mara's slope
P02560,C06,secondary main sewer,branch,200,66.0,1.2,0.035,0.165,2.651,0.1,below Mara's slope
P02561,C07,secondary main sewer,branch,200,73.1,0.5,0.142,0.198,1.383,1.4,below Mara's slope
P02563,C01,secondary main sewer,branch,200,66.0,0.9,0.043,0.162,2.399,0.1,below Mara's slope
P02564,C07,secondary main sewer,branch,200,97.6,0.5,0.146,0.2,1.365,1.5,below Mara's slope
P02565,C07,secondary main sewer,branch,200,65.4,0.5,0.08,0.163,1.808,0.4,below Mara's slope
P02566,C06,secondary main sewer,branch,200,46.8,0.5,0.037,0.125,2.585,0.1,below Mara's slope
P02567,C06,secondary main sewer,branch,200,35.5,1.2,0.066,0.207,1.964,0.3,below Mara's slope
P02568,C01,secondary main sewer,branch,200,77.4,1.45,0.037,0.181,2.558,0.1,below Mara's slope
P02570,C01,secondary main sewer,branch,200,734.7,0.5,0.0,0.0,,0.0,no flow in 2030
P02571,C06,secondary main sewer,branch,200,72.9,1.25,0.024,0.148,3.135,0.1,below Mara's slope
P02573,C01,secondary main sewer,branch,200,352.3,0.9,0.245,0.29,1.077,3.1,below Mara's slope
P02577,C06,secondary main sewer,branch,200,67.5,1.8,0.035,0.19,2.64,0.1,below Mara's slope
P02578,C01,secondary main sewer,branch,200,419.0,0.75,0.134,0.223,1.422,1.2,below Mara's slope
P02579,C01,secondary main sewer,branch,200,250.4,0.5,0.248,0.238,1.071,3.4,below Mara's slope
P02580,C01,secondary main sewer,branch,200,72.3,0.5,0.079,0.163,1.811,0.4,below Mara's slope
P02581,C01,secondary main sewer,branch,200,250.3,0.5,0.213,0.227,1.147,2.5,below Mara's slope
P02582,C35,secondary main sewer,branch,200,95.0,2.7,0.0,0.0,,0.0,no flow in 2030
P02583,C06,secondary main sewer,branch,200,579.9,1.1,0.0,0.0,,0.0,no flow in 2030
P02584,C06,secondary main sewer,branch,200,329.7,1.05,0.0,0.0,,0.0,no flow in 2030
P02585,C01,secondary main sewer,branch,200,218.8,0.5,0.146,0.2,1.368,1.3,below Mara's slope
P02586,C01,secondary main sewer,branch,200,211.2,0.5,0.098,0.175,1.64,0.6,below Mara's slope
P02587,C01,secondary main sewer,branch,200,61.3,0.5,0.079,0.163,1.817,0.4,below Mara's slope
P02588,C01,secondary main sewer,branch,200,412.2,0.5,0.306,0.255,0.971,4.7,below Mara's slope
P02589,C01,secondary main sewer,branch,200,238.8,0.85,0.173,0.254,1.265,1.7,below Mara's slope
P02590,C01,secondary main sewer,branch,200,238.8,0.85,0.173,0.254,1.265,1.7,below Mara's slope
P02591,C07,secondary main sewer,branch,200,54.3,0.5,0.0,0.0,,0.0,no flow in 2030
P02592,C01,secondary main sewer,branch,200,377.6,0.5,0.147,0.201,1.36,1.3,below Mara's slope
P02593,C01,secondary main sewer,branch,200,170.9,0.5,0.063,0.151,2.013,0.3,below Mara's slope
