fid,NDVI_MEAN,NDVI_SHARE,GREEN_M2,NDVI_PX
7466,0.074,0.0,0.0,14
7467,0.089,0.0,0.0,13
7468,0.074,0.0,0.0,13
7469,0.061,0.0,0.0,14
7470,0.055,0.0,0.0,13
7471,0.061,0.0,0.0,13
7472,0.079,0.0,0.0,13
7473,0.079,0.0,0.0,14
7474,0.071,0.0,0.0,13
7475,0.064,0.0,0.0,14
7476,0.055,0.0,0.0,14
7477,0.059,0.0,0.0,13
7478,0.031,0.0,0.0,13
7479,0.031,0.0,0.0,13
7480,0.031,0.0,0.0,14
7481,0.034,0.0,0.0,14
7482,0.033,0.0,0.0,13
7483,0.035,0.0,0.0,14
7484,0.041,0.0,0.0,14
7485,0.045,0.0,0.0,13
7486,0.042,0.0,0.0,13
7487,0.04,0.0,0.0,13
7488,0.035,0.0,0.0,14
7489,0.051,0.0,0.0,14
7490,0.063,0.0,0.0,14
7491,0.064,0.0,0.0,13
7492,0.062,0.0,0.0,14
7493,0.083,0.0,0.0,13
7494,0.07,0.0,0.0,13
7495,0.089,0.0,0.0,14
7496,0.109,0.0,0.0,14
7497,0.082,0.0,0.0,15
7498,0.078,0.0,0.0,12
7499,0.091,0.0,0.0,13
7500,0.113,0.0,0.0,14
7501,0.086,0.0,0.0,14
7502,0.102,0.0,0.0,14
7503,0.096,0.0,0.0,14
7504,0.077,0.0,0.0,12
7505,0.061,0.0,0.0,14
7506,0.057,0.0,0.0,13
7507,0.051,0.0,0.0,13
7508,0.059,0.0,0.0,14
7509,0.062,0.0,0.0,12
7510,0.054,0.0,0.0,14
7511,0.06,0.0,0.0,13
7512,0.07,0.0,0.0,15
7513,0.074,0.0,0.0,14
7514,0.051,0.0,0.0,14
7515,0.057,0.0,0.0,14
7516,0.036,0.0,0.0,13
7517,0.06,0.0,0.0,14
7518,0.049,0.0,0.0,15
7519,0.084,0.0,0.0,13
7520,0.081,0.0,0.0,14
7521,0.074,0.0,0.0,13
7522,0.078,0.0,0.0,14
7523,0.079,0.0,0.0,14
7524,0.089,0.0,0.0,14
7525,0.09,0.0,0.0,13
7526,0.089,0.0,0.0,14
7527,0.076,0.0,0.0,15
7528,0.045,0.0,0.0,15
7529,0.078,0.0,0.0,15
7530,0.068,0.0,0.0,12
7531,0.05,0.0,0.0,15
7532,0.048,0.0,0.0,13
7533,0.062,0.0,0.0,13
7534,0.054,0.0,0.0,13
7535,0.059,0.0,0.0,14
7536,0.055,0.0,0.0,13
7537,0.05,0.0,0.0,15
7538,0.051,0.0,0.0,15
7539,0.052,0.0,0.0,13
7540,0.05,0.0,0.0,14
7541,0.044,0.0,0.0,14
7542,0.049,0.0,0.0,12
7543,0.045,0.0,0.0,12
7544,0.05,0.0,0.0,14
7545,0.064,0.0,0.0,14
7546,-0.001,0.0,0.0,3
7547,0.051,0.0,0.0,8
7548,0.045,0.0,0.0,7
7549,0.058,0.0,0.0,104
7550,0.065,0.0,0.0,4
7551,0.073,0.0,0.0,2
7552,0.082,0.0,0.0,7
7553,0.073,0.0,0.0,8
7554,0.091,0.0,0.0,27
7555,0.086,0.0,0.0,32
7556,0.076,0.0,0.0,14
7557,0.074,0.0,0.0,14
7558,0.083,0.0,0.0,14
7559,0.07,0.0,0.0,14
7560,0.065,0.0,0.0,14
7561,0.068,0.0,0.0,13
7562,0.077,0.0,0.0,14
7563,0.055,0.0,0.0,13
7564,0.074,0.0,0.0,13
7565,0.073,0.0,0.0,14
7566,0.082,0.0,0.0,14
7567,0.081,0.0,0.0,14
7568,0.059,0.0,0.0,14
7569,0.067,0.0,0.0,13
7570,0.064,0.0,0.0,14
7571,0.079,0.0,0.0,13
7572,0.07,0.0,0.0,13
7573,0.082,0.0,0.0,14
7574,0.036,0.0,0.0,15
7575,0.078,0.0,0.0,15
7576,0.07,0.0,0.0,15
7577,0.065,0.0,0.0,13
7578,0.062,0.0,0.0,15
7579,0.054,0.0,0.0,18
7580,0.103,0.003,85.0,316
7581,0.063,0.0,0.0,14
7582,0.098,0.0,0.0,12
7583,0.084,0.0,0.0,16
7584,0.076,0.0,0.0,12
7585,0.08,0.0,0.0,12
7586,0.065,0.0,0.0,12
7587,0.056,0.0,0.0,15
7588,0.079,0.0,0.0,12
7589,0.078,0.0,0.0,10
7590,0.105,0.0,0.0,12
7591,0.093,0.0,0.0,12
7592,0.121,0.0,0.0,12
7593,0.095,0.0,0.0,12
7594,0.101,0.0,0.0,12
7595,0.075,0.0,0.0,16
7596,0.063,0.0,0.0,12
7597,0.09,0.0,0.0,12
7598,0.066,0.0,0.0,21
7599,0.063,0.0,0.0,12
7600,0.079,0.0,0.0,12
7601,0.066,0.0,0.0,12
7602,0.065,0.0,0.0,11
7603,0.056,0.0,0.0,11
7604,0.08,0.0,0.0,13
7605,0.103,0.0,0.0,16
7606,0.095,0.0,0.0,14
7607,0.052,0.0,0.0,14
7608,0.053,0.0,0.0,15
7609,0.077,0.0,0.0,14
7610,0.07,0.0,0.0,14
7611,0.065,0.0,0.0,15
7612,0.082,0.0,0.0,12
7613,0.07,0.0,0.0,12
7614,0.069,0.0,0.0,12
7615,0.088,0.0,0.0,14
7616,0.052,0.0,0.0,14
7617,0.049,0.0,0.0,15
7618,0.101,0.0,0.0,16
7619,0.088,0.0,0.0,15
7620,0.064,0.0,0.0,14
7621,0.074,0.0,0.0,12
7622,0.077,0.0,0.0,12
7623,0.08,0.0,0.0,12
7624,0.097,0.0,0.0,14
7625,0.106,0.0,0.0,15
7626,0.124,0.0,0.0,13
7627,0.104,0.0,0.0,12
7628,0.109,0.0,0.0,15
7629,0.098,0.0,0.0,14
7630,0.07,0.0,0.0,12
7631,0.101,0.0,0.0,15
7632,0.079,0.0,0.0,12
7633,0.068,0.0,0.0,12
7634,0.077,0.0,0.0,12
7635,0.079,0.0,0.0,12
7636,0.069,0.0,0.0,16
7637,0.073,0.0,0.0,14
7638,0.08,0.0,0.0,12
7639,0.067,0.0,0.0,14
7640,0.073,0.0,0.0,13
7641,0.092,0.0,0.0,12
7642,0.069,0.0,0.0,12
7643,0.057,0.0,0.0,10
7644,0.032,0.0,0.0,13
7645,0.034,0.0,0.0,13
7646,0.042,0.0,0.0,15
7647,0.09,0.0,0.0,17
7648,0.058,0.0,0.0,14
7649,0.066,0.0,0.0,14
7650,0.063,0.0,0.0,54
7651,0.259,0.25,219.0,12
7652,0.032,0.0,0.0,17
7653,0.045,0.0,0.0,17
7654,0.065,0.0,0.0,14
7655,0.031,0.0,0.0,13
7656,0.058,0.0,0.0,18
7657,0.069,0.0,0.0,15
7658,0.073,0.0,0.0,16
7659,0.081,0.0,0.0,18
7660,0.051,0.0,0.0,14
7661,0.058,0.059,48.0,17
7662,0.02,0.0,0.0,17
7663,0.056,0.0,0.0,16
7664,0.004,0.0,0.0,13
7665,0.062,0.0,0.0,12
7666,0.068,0.0,0.0,12
7667,0.069,0.0,0.0,3
7668,0.054,0.0,0.0,9
7669,0.048,0.0,0.0,9
7670,0.082,0.0,0.0,13
7671,0.062,0.0,0.0,13
7672,0.091,0.0,0.0,14
7673,0.073,0.0,0.0,12
7674,0.1,0.0,0.0,11
7675,0.068,0.0,0.0,11
7676,0.057,0.0,0.0,14
7677,0.044,0.0,0.0,13
7678,0.051,0.0,0.0,12
7679,0.045,0.0,0.0,11
7680,0.06,0.0,0.0,12
7681,0.071,0.0,0.0,12
7682,0.051,0.0,0.0,12
7683,0.056,0.0,0.0,11
7684,0.048,0.0,0.0,14
7685,0.046,0.0,0.0,12
7686,0.046,0.0,0.0,12
7687,0.081,0.0,0.0,12
7688,0.027,0.0,0.0,17
7689,0.044,0.0,0.0,14
7690,0.031,0.0,0.0,12
7691,0.048,0.0,0.0,15
7692,0.039,0.0,0.0,12
7693,0.048,0.0,0.0,12
7694,0.046,0.0,0.0,12
7695,0.061,0.0,0.0,12
7696,0.05,0.0,0.0,13
7697,0.053,0.0,0.0,15
7698,0.057,0.0,0.0,12
7699,0.008,0.0,0.0,14
7700,0.045,0.0,0.0,12
7701,0.066,0.0,0.0,14
7702,0.06,0.0,0.0,12
7703,0.036,0.0,0.0,15
7704,0.037,0.0,0.0,12
7705,0.046,0.0,0.0,11
7706,0.053,0.0,0.0,12
7707,0.037,0.0,0.0,14
7708,0.049,0.0,0.0,12
7709,0.019,0.0,0.0,11
7710,0.073,0.0,0.0,12
7711,0.072,0.0,0.0,12
7712,0.076,0.0,0.0,14
7713,0.085,0.0,0.0,12
7714,0.085,0.0,0.0,15
7715,0.079,0.0,0.0,15
7716,0.073,0.0,0.0,13
7717,0.053,0.0,0.0,11
7718,0.065,0.0,0.0,15
7719,0.018,0.0,0.0,16
7720,0.065,0.0,0.0,11
7721,0.064,0.0,0.0,12
7722,0.056,0.0,0.0,16
7723,0.055,0.0,0.0,12
7724,0.069,0.0,0.0,17
7725,0.072,0.0,0.0,17
7726,0.085,0.0,0.0,14
7727,0.086,0.0,0.0,15
7728,0.072,0.0,0.0,14
7729,0.06,0.0,0.0,14
7730,0.067,0.0,0.0,14
7731,0.07,0.0,0.0,15
7732,0.047,0.0,0.0,12
7733,0.053,0.0,0.0,12
7734,0.065,0.0,0.0,12
7735,0.054,0.0,0.0,12
7736,0.072,0.0,0.0,12
7737,0.07,0.0,0.0,12
7738,0.064,0.0,0.0,12
7739,0.048,0.0,0.0,9
7740,0.048,0.0,0.0,12
7741,0.048,0.0,0.0,12
7742,0.043,0.0,0.0,12
7743,0.06,0.0,0.0,13
7744,0.05,0.0,0.0,13
7745,0.066,0.0,0.0,30
7746,0.095,0.0,0.0,14
7747,0.044,0.0,0.0,18
7748,0.048,0.0,0.0,17
7749,0.068,0.0,0.0,15
7750,0.074,0.0,0.0,16
7751,0.065,0.0,0.0,16
7752,0.006,0.0,0.0,12
7753,0.034,0.0,0.0,15
7754,0.062,0.0,0.0,12
7755,0.051,0.0,0.0,12
7756,0.072,0.0,0.0,14
7757,0.061,0.0,0.0,13
7758,0.067,0.0,0.0,12
7759,0.052,0.0,0.0,16
7760,0.053,0.0,0.0,16
7761,0.059,0.0,0.0,15
7762,0.06,0.0,0.0,13
7763,0.069,0.0,0.0,13
7764,0.04,0.0,0.0,15
7765,0.062,0.0,0.0,14
7766,0.072,0.0,0.0,14
7767,0.108,0.0,0.0,19
7768,0.06,0.0,0.0,14
7769,0.074,0.0,0.0,18
7770,0.067,0.0,0.0,15
7771,0.055,0.0,0.0,14
7772,0.054,0.0,0.0,16
7773,0.058,0.0,0.0,17
7774,0.068,0.0,0.0,17
7775,0.015,0.0,0.0,16
7776,0.04,0.0,0.0,14
7777,0.073,0.0,0.0,16
7778,0.084,0.0,0.0,13
7779,0.059,0.0,0.0,14
7780,0.058,0.0,0.0,15
7781,0.04,0.0,0.0,13
7782,0.076,0.0,0.0,14
7783,0.059,0.0,0.0,15
7784,0.069,0.0,0.0,14
7785,0.046,0.0,0.0,16
7786,0.044,0.0,0.0,15
7787,0.04,0.0,0.0,16
7788,0.042,0.0,0.0,13
7789,0.058,0.0,0.0,15
7790,0.064,0.0,0.0,7
7791,0.087,0.001,463.0,3997
7792,0.165,0.115,5087.0,520
7793,0.083,0.0,0.0,15
7794,0.069,0.0,0.0,16
7795,0.048,0.0,0.0,15
7796,0.04,0.0,0.0,17
7797,0.034,0.0,0.0,16
7798,0.056,0.0,0.0,16
7799,0.056,0.0,0.0,17
7800,0.034,0.0,0.0,17
7801,0.07,0.0,0.0,13
7802,0.074,0.0,0.0,12
7803,0.085,0.0,0.0,14
7804,0.083,0.0,0.0,14
7805,0.034,0.0,0.0,17
7806,0.078,0.0,0.0,15
7807,0.036,0.0,0.0,17
7808,0.077,0.0,0.0,166
7809,0.086,0.0,0.0,15
7810,0.103,0.0,0.0,13
7811,0.092,0.0,0.0,14
7812,0.099,0.0,0.0,14
7813,0.123,0.0,0.0,15
7814,0.153,0.0,0.0,15
7815,0.15,0.0,0.0,14
7816,0.099,0.0,0.0,12
7817,0.105,0.0,0.0,13
7818,0.11,0.0,0.0,14
7819,0.136,0.0,0.0,15
7820,0.132,0.0,0.0,13
7821,0.1,0.0,0.0,13
7822,0.105,0.0,0.0,15
7823,0.085,0.0,0.0,13
7824,0.092,0.0,0.0,13
7825,0.1,0.0,0.0,15
7826,0.098,0.0,0.0,14
7827,0.083,0.0,0.0,14
7828,0.097,0.0,0.0,17
7829,0.085,0.0,0.0,16
7830,0.066,0.0,0.0,13
7831,0.134,0.0,0.0,15
7832,0.117,0.0,0.0,17
7833,0.123,0.0,0.0,16
7834,0.081,0.0,0.0,13
7835,0.134,0.0,0.0,14
7836,0.12,0.0,0.0,16
7837,0.078,0.0,0.0,16
7838,0.072,0.0,0.0,14
7839,0.129,0.0,0.0,16
7840,0.123,0.0,0.0,15
7841,0.123,0.0,0.0,14
7842,0.136,0.0,0.0,6
7843,0.096,0.0,0.0,15
7844,0.069,0.0,0.0,4
7845,0.213,0.0,0.0,1
7846,0.112,0.0,0.0,2
7847,0.105,0.0,0.0,13
7848,0.127,0.0,0.0,11
7849,0.072,0.0,0.0,12
7850,0.093,0.0,0.0,14
7851,0.127,0.0,0.0,14
7852,0.123,0.0,0.0,14
7853,0.152,0.0,0.0,14
7854,0.098,0.0,0.0,14
7855,0.089,0.0,0.0,14
7856,0.086,0.0,0.0,12
7857,0.075,0.0,0.0,14
7858,0.079,0.0,0.0,12
7859,0.152,0.0,0.0,13
7860,0.149,0.0,0.0,14
7861,0.115,0.0,0.0,14
7862,0.101,0.0,0.0,13
7863,0.053,0.0,0.0,13
7864,0.047,0.0,0.0,16
7865,0.052,0.0,0.0,14
7866,0.07,0.0,0.0,14
7867,0.122,0.0,0.0,14
7868,0.082,0.0,0.0,12
7869,0.06,0.0,0.0,15
7870,0.044,0.0,0.0,14
7871,0.075,0.0,0.0,14
7872,0.054,0.0,0.0,14
7873,0.102,0.0,0.0,14
7874,0.116,0.0,0.0,14
7875,0.095,0.0,0.0,15
7876,0.074,0.0,0.0,14
7877,0.063,0.0,0.0,14
7878,0.087,0.0,0.0,16
7879,0.073,0.0,0.0,14
7880,0.063,0.0,0.0,14
7881,0.092,0.0,0.0,15
7882,0.083,0.0,0.0,15
7883,0.085,0.0,0.0,14
7884,0.051,0.0,0.0,14
7885,0.068,0.0,0.0,13
7886,0.058,0.0,0.0,14
7887,0.055,0.0,0.0,14
7888,0.055,0.0,0.0,18
7889,0.055,0.0,0.0,13
7890,0.06,0.0,0.0,12
7891,0.049,0.0,0.0,15
7892,0.046,0.0,0.0,16
7893,0.05,0.0,0.0,43
7894,0.071,0.0,0.0,75
7895,0.095,0.0,0.0,17
7896,0.109,0.0,0.0,13
7897,0.044,0.0,0.0,16
7898,0.04,0.0,0.0,16
7899,0.069,0.0,0.0,5
7900,0.075,0.0,0.0,14
7901,0.04,0.0,0.0,17
7902,0.055,0.0,0.0,16
7903,0.031,0.0,0.0,15
7904,0.053,0.0,0.0,13
7905,0.058,0.0,0.0,14
7906,0.054,0.0,0.0,14
7907,0.05,0.0,0.0,13
7908,0.048,0.0,0.0,14
7909,0.053,0.0,0.0,12
7910,0.07,0.0,0.0,14
7911,0.089,0.0,0.0,12
7912,0.075,0.0,0.0,11
7913,0.061,0.0,0.0,13
7914,0.053,0.0,0.0,13
7915,0.048,0.0,0.0,14
7916,0.06,0.0,0.0,12
7917,0.062,0.0,0.0,12
7918,0.057,0.0,0.0,11
7919,0.059,0.0,0.0,13
7920,0.034,0.0,0.0,14
7921,0.045,0.0,0.0,13
7922,0.036,0.0,0.0,2
7923,0.058,0.0,0.0,10
7924,0.062,0.0,0.0,11
7925,0.037,0.0,0.0,12
7926,0.045,0.0,0.0,13
7927,0.047,0.0,0.0,13
7928,0.046,0.0,0.0,12
7929,0.041,0.0,0.0,14
7930,0.045,0.0,0.0,13
7931,0.04,0.0,0.0,12
7932,0.04,0.0,0.0,12
7933,0.037,0.0,0.0,13
7934,0.033,0.0,0.0,14
7935,0.034,0.0,0.0,13
7936,0.15,0.086,7257.0,926
7937,0.09,0.0,0.0,45
7938,0.08,0.0,0.0,131
7939,0.087,0.0,0.0,174
7940,0.039,0.0,0.0,13
7941,0.053,0.0,0.0,14
7942,0.072,0.0,0.0,12
7943,0.054,0.0,0.0,16
7944,0.044,0.0,0.0,18
7945,0.039,0.0,0.0,17
7946,0.049,0.0,0.0,16
7947,0.067,0.0,0.0,72
7948,0.051,0.0,0.0,14
7949,0.01,0.0,0.0,14
7950,0.04,0.0,0.0,17
7951,0.037,0.0,0.0,16
7952,0.092,0.0,0.0,17
7953,0.059,0.0,0.0,15
7954,0.057,0.0,0.0,19
7955,0.047,0.0,0.0,16
7956,0.05,0.0,0.0,14
7957,0.043,0.0,0.0,14
7958,0.04,0.0,0.0,14
7959,0.041,0.0,0.0,13
7960,0.073,0.0,0.0,15
7961,0.06,0.0,0.0,16
7962,0.07,0.0,0.0,14
7963,0.049,0.0,0.0,17
7964,0.048,0.0,0.0,14
7965,0.069,0.0,0.0,18
7966,0.063,0.0,0.0,35
7967,0.076,0.0,0.0,38
7968,0.1,0.0,0.0,16
7969,0.164,0.083,63.0,12
7970,0.074,0.0,0.0,16
7971,0.068,0.0,0.0,16
7972,0.074,0.0,0.0,5
7973,0.101,0.0,0.0,58
7974,0.151,0.167,167.0,18
7975,0.1,0.0,0.0,12
7976,0.106,0.0,0.0,1
7977,0.09,0.0,0.0,201
7978,0.112,0.0,0.0,12
7979,0.149,0.0,0.0,16
7980,0.095,0.0,0.0,12
7981,0.107,0.0,0.0,12
7982,0.099,0.0,0.0,15
7983,0.067,0.0,0.0,12
7984,0.062,0.0,0.0,12
7985,0.057,0.0,0.0,16
7986,0.076,0.0,0.0,174
7987,0.071,0.0,0.0,17
7988,0.061,0.0,0.0,16
7989,0.05,0.0,0.0,17
7990,-0.027,0.0,0.0,14
7991,-0.047,0.0,0.0,16
7992,0.041,0.0,0.0,14
7993,0.053,0.0,0.0,14
7994,0.062,0.0,0.0,14
7995,0.073,0.0,0.0,14
7996,0.033,0.0,0.0,4
7997,0.045,0.0,0.0,53
7998,0.058,0.0,0.0,16
7999,0.1,0.004,84.0,269
8000,0.079,0.0,0.0,6
8001,0.131,0.0,0.0,7
8002,0.127,0.053,1160.0,262
8003,0.074,0.0,0.0,34
8004,0.069,0.0,0.0,8
8005,0.061,0.0,0.0,4
8006,0.061,0.0,0.0,4
8007,0.121,0.0,0.0,192
8008,0.117,0.0,0.0,2
8009,0.118,0.0,0.0,4
8010,0.111,0.0,0.0,2
8011,0.04,0.0,0.0,5
8012,0.053,0.0,0.0,4
8013,0.04,0.0,0.0,4
8014,0.035,0.0,0.0,4
8015,0.054,0.0,0.0,3
8016,0.039,0.0,0.0,4
8017,0.081,0.0,0.0,3
8018,0.024,0.0,0.0,2
8019,0.032,0.0,0.0,2
8020,0.049,0.0,0.0,4
8021,0.032,0.0,0.0,3
8022,0.116,0.0,0.0,3
8023,0.048,0.0,0.0,4
8024,0.058,0.0,0.0,3
8025,0.054,0.0,0.0,4
8026,0.028,0.0,0.0,5
8027,0.083,0.0,0.0,4
8028,0.072,0.0,0.0,4
8029,0.053,0.0,0.0,14
8030,0.052,0.0,0.0,63
8031,0.034,0.0,0.0,62
8032,0.048,0.0,0.0,62
8033,0.047,0.0,0.0,14
8034,0.044,0.0,0.0,14
8035,0.054,0.0,0.0,13
8036,0.048,0.0,0.0,14
8037,0.045,0.0,0.0,14
8038,0.049,0.0,0.0,14
8039,0.061,0.0,0.0,14
8040,0.057,0.0,0.0,13
8041,0.056,0.0,0.0,13
8042,0.05,0.0,0.0,14
8043,0.058,0.0,0.0,14
8044,0.059,0.0,0.0,14
8045,0.05,0.0,0.0,14
8046,0.066,0.0,0.0,13
8047,0.054,0.0,0.0,14
8048,0.049,0.0,0.0,13
8049,0.05,0.0,0.0,14
8050,0.048,0.0,0.0,12
8051,0.051,0.0,0.0,14
8052,0.052,0.0,0.0,14
8053,0.059,0.0,0.0,13
8054,0.045,0.0,0.0,14
8055,0.051,0.0,0.0,14
8056,0.054,0.0,0.0,14
8057,0.045,0.0,0.0,14
8058,0.07,0.0,0.0,4
8059,0.065,0.0,0.0,5
8060,0.028,0.0,0.0,2
8061,0.045,0.0,0.0,4
8062,0.024,0.0,0.0,9
8063,0.044,0.0,0.0,8
8064,0.044,0.0,0.0,7
8065,0.052,0.0,0.0,466
8066,0.059,0.0,0.0,8
8067,0.042,0.0,0.0,26
8068,0.051,0.0,0.0,20
8069,0.098,0.0,0.0,4
8070,0.11,0.0,0.0,4
8071,0.165,0.0,0.0,3
8072,0.111,0.0,0.0,42
8073,0.083,0.0,0.0,2
8074,0.107,0.0,0.0,346
8075,-0.017,0.0,0.0,3
8076,0.048,0.0,0.0,102
8077,0.053,0.0,0.0,2
8078,0.033,0.0,0.0,4
8079,0.063,0.0,0.0,4
8080,0.08,0.0,0.0,2
8081,-0.011,0.0,0.0,2
8082,0.038,0.0,0.0,4
8083,0.105,0.0,0.0,49
8084,0.098,0.0,0.0,3
8085,0.103,0.0,0.0,3
8086,0.194,0.0,0.0,2
8087,0.4,0.5,20.0,4
8088,0.095,0.0,0.0,2
8089,0.064,0.0,0.0,2
8090,0.066,0.0,0.0,3
8091,0.106,0.0,0.0,4
8092,0.082,0.0,0.0,30
8093,0.096,0.0,0.0,27
8094,0.415,0.562,267.0,16
8095,0.069,0.0,0.0,23
8096,0.092,0.0,0.0,17
8097,0.1,0.0,0.0,39
8098,0.145,0.086,148.0,35
8099,0.086,0.0,0.0,23
8100,0.077,0.0,0.0,4
8101,0.098,0.0,0.0,33
8102,0.077,0.0,0.0,13
8103,0.106,0.0,0.0,10
8104,0.07,0.0,0.0,3
8105,0.08,0.0,0.0,3
8106,0.107,0.0,0.0,1
8107,0.062,0.0,0.0,2
8108,0.084,0.0,0.0,30
8109,0.054,0.0,0.0,3
8110,0.07,0.0,0.0,8
8111,0.051,0.0,0.0,3
8112,0.077,0.0,0.0,26
8113,0.103,0.0,0.0,138
8114,0.074,0.0,0.0,2
8115,0.086,0.0,0.0,4
8116,0.013,0.0,0.0,4
8117,0.04,0.0,0.0,2
8118,0.052,0.0,0.0,12
8119,0.078,0.0,0.0,14
8120,0.051,0.0,0.0,20
8121,0.087,0.0,0.0,29
8122,0.084,0.0,0.0,3
8123,0.169,0.0,0.0,3
8124,0.105,0.0,0.0,20
8125,0.133,0.0,0.0,7
8126,0.071,0.0,0.0,4
8127,0.053,0.0,0.0,2
8128,0.082,0.0,0.0,78
8129,0.136,0.0,0.0,2
8130,0.138,0.0,0.0,4
8131,0.105,0.0,0.0,3
8132,0.096,0.0,0.0,2
8133,0.125,0.0,0.0,4
8134,0.148,0.0,0.0,4
8135,0.118,0.0,0.0,42
8136,0.133,0.0,0.0,16
8137,0.126,0.0,0.0,34
8138,0.122,0.0,0.0,25
8139,0.135,0.0,0.0,14
8140,0.118,0.0,0.0,2
8141,0.078,0.0,0.0,4
8142,0.108,0.0,0.0,34
8143,0.092,0.0,0.0,83
8144,0.121,0.0,0.0,6
8145,0.068,0.0,0.0,3
8146,0.056,0.0,0.0,3
8147,0.058,0.0,0.0,3
8148,0.061,0.0,0.0,2
8149,0.047,0.0,0.0,2
8150,0.056,0.0,0.0,4
8151,0.062,0.0,0.0,3
8152,0.057,0.0,0.0,2
8153,0.072,0.0,0.0,45
8154,0.077,0.0,0.0,11
8155,0.08,0.0,0.0,27
8156,0.066,0.0,0.0,37
8157,0.09,0.0,0.0,29
8158,0.059,0.0,0.0,7
8159,0.068,0.0,0.0,4
8160,0.054,0.0,0.0,4
8161,0.152,0.0,0.0,3
8162,0.18,0.0,0.0,2
8163,0.126,0.0,0.0,4
8164,0.122,0.0,0.0,4
8165,0.081,0.0,0.0,16
8166,0.09,0.0,0.0,56
8167,0.093,0.0,0.0,12
8168,0.081,0.0,0.0,3
8169,0.09,0.0,0.0,3
8170,0.065,0.0,0.0,2
8171,0.098,0.0,0.0,15
8172,0.085,0.0,0.0,7
8173,0.102,0.0,0.0,5
8174,0.09,0.0,0.0,2
8175,0.095,0.0,0.0,4
8176,0.098,0.0,0.0,4
8177,0.083,0.0,0.0,4
8178,0.09,0.0,0.0,3
8179,0.082,0.0,0.0,3
8180,0.087,0.0,0.0,4
8181,0.06,0.0,0.0,17
8182,0.089,0.0,0.0,7
8183,0.074,0.0,0.0,7
8184,0.082,0.0,0.0,4
8185,0.07,0.0,0.0,18
8186,0.076,0.0,0.0,53
8187,0.096,0.0,0.0,2
8188,0.076,0.0,0.0,4
8189,0.081,0.0,0.0,4
8190,0.176,0.098,8257.0,927
8191,0.113,0.0,0.0,13
8192,0.115,0.0,0.0,4
8193,0.063,0.0,0.0,3
8194,0.061,0.0,0.0,69
8195,0.044,0.0,0.0,2
8196,0.035,0.0,0.0,39
8197,0.067,0.0,0.0,8
8198,0.049,0.0,0.0,7
8199,0.033,0.0,0.0,8
8200,0.053,0.0,0.0,2
8201,0.09,0.0,0.0,2
8202,0.052,0.0,0.0,2
8203,0.088,0.0,0.0,1
8204,0.104,0.0,0.0,4
8205,0.086,0.0,0.0,4
8206,0.063,0.0,0.0,3
8207,0.126,0.0,0.0,2
8208,0.101,0.0,0.0,3
8209,0.103,0.0,0.0,36
8210,0.107,0.0,0.0,7
8211,0.121,0.0,0.0,2
8212,0.075,0.0,0.0,22
8213,0.069,0.0,0.0,2
8214,0.056,0.0,0.0,9
8215,0.078,0.0,0.0,12
8216,0.106,0.0,0.0,8
8217,0.066,0.0,0.0,35
8218,0.079,0.0,0.0,4
8219,0.065,0.0,0.0,2
8220,0.065,0.0,0.0,2
8221,0.081,0.0,0.0,4
8222,0.073,0.0,0.0,4
8223,0.074,0.0,0.0,29
8224,0.117,0.0,0.0,42
8225,0.097,0.0,0.0,51
8226,0.094,0.0,0.0,33
8227,0.077,0.0,0.0,26
8228,0.094,0.0,0.0,8
8229,0.1,0.0,0.0,27
8230,0.109,0.0,0.0,32
8231,0.111,0.007,56.0,145
8232,0.076,0.0,0.0,26
8233,0.076,0.0,0.0,13
8234,0.075,0.0,0.0,12
8235,0.104,0.0,0.0,14
8236,0.098,0.0,0.0,12
8237,0.08,0.0,0.0,12
8238,0.091,0.0,0.0,12
8239,0.12,0.0,0.0,14
8240,0.102,0.0,0.0,12
8241,0.079,0.0,0.0,12
8242,0.081,0.0,0.0,13
8243,0.085,0.0,0.0,12
8244,0.071,0.0,0.0,12
8245,0.078,0.0,0.0,14
8246,0.098,0.0,0.0,13
8247,0.16,0.0,0.0,13
8248,0.193,0.083,50.0,12
8249,0.092,0.0,0.0,14
8250,0.091,0.0,0.0,13
8251,0.143,0.0,0.0,12
8252,0.155,0.0,0.0,12
8253,0.132,0.0,0.0,12
8254,0.084,0.0,0.0,14
8255,0.168,0.167,105.0,12
8256,0.105,0.0,0.0,14
8257,0.109,0.0,0.0,12
8258,0.113,0.0,0.0,13
8259,0.102,0.0,0.0,13
8260,0.103,0.0,0.0,14
8261,0.124,0.0,0.0,11
8262,0.15,0.167,108.0,12
8263,0.178,0.167,100.0,12
8264,0.117,0.0,0.0,13
8265,0.129,0.0,0.0,14
8266,0.121,0.0,0.0,12
8267,0.132,0.0,0.0,12
8268,0.102,0.0,0.0,14
8269,0.114,0.0,0.0,13
8270,0.083,0.0,0.0,11
8271,0.099,0.0,0.0,12
8272,0.11,0.0,0.0,14
8273,0.105,0.0,0.0,12
8274,0.089,0.0,0.0,12
8275,0.1,0.0,0.0,13
8276,0.118,0.0,0.0,13
8277,0.127,0.0,0.0,11
8278,0.11,0.0,0.0,13
8279,0.12,0.0,0.0,13
8280,0.092,0.0,0.0,12
8281,0.078,0.0,0.0,15
8282,0.081,0.0,0.0,14
8283,0.075,0.0,0.0,12
8284,0.073,0.0,0.0,14
8285,0.089,0.0,0.0,13
