fid,NDVI_MEAN,NDVI_SHARE,GREEN_M2,NDVI_PX
60696,0.087,0.0,0.0,14
60697,0.086,0.0,0.0,12
60698,0.074,0.0,0.0,13
60699,0.013,0.0,0.0,14
60700,0.056,0.0,0.0,14
60701,0.067,0.0,0.0,14
60702,0.063,0.0,0.0,14
60703,0.06,0.0,0.0,15
60704,0.088,0.0,0.0,13
60705,0.069,0.0,0.0,12
60706,0.053,0.0,0.0,12
60707,0.025,0.0,0.0,17
60708,0.075,0.0,0.0,4
60709,0.078,0.0,0.0,6
60710,0.083,0.0,0.0,14
60711,0.134,0.077,1816.0,299
60712,0.065,0.0,0.0,15
60713,0.086,0.017,153.0,119
60714,0.585,0.929,613.0,14
60715,0.335,0.544,2478.0,68
60716,0.417,0.622,1890.0,45
60717,0.082,0.0,0.0,42
60718,0.199,0.282,671.0,39
60719,0.022,0.0,0.0,14
60720,0.129,0.071,39.0,14
60721,0.075,0.0,0.0,13
60722,0.234,0.287,2074.0,101
60723,0.037,0.0,0.0,11
60724,0.624,1.0,114.0,6
60725,0.373,0.483,2761.0,89
60726,0.888,1.0,4836.0,71
60727,0.693,0.976,2322.0,41
60728,0.42,0.66,2130.0,47
60729,0.06,0.0,0.0,1368
60730,0.083,0.0,0.0,13
60731,0.082,0.0,0.0,13
60732,0.081,0.0,0.0,15
60733,0.079,0.0,0.0,13
60734,0.062,0.0,0.0,16
60735,0.088,0.016,156.0,128
60736,0.114,0.067,40.0,15
60737,0.191,0.16,224.0,25
60738,-0.005,0.0,0.0,13
60739,0.065,0.0,0.0,14
60740,0.028,0.0,0.0,14
60741,0.014,0.0,0.0,14
60742,0.125,0.0,0.0,12
60743,0.097,0.023,144.0,87
60744,0.062,0.0,0.0,11
60745,0.08,0.0,0.0,14
60746,0.093,0.0,0.0,15
60747,0.058,0.0,0.0,14
60748,0.057,0.011,78.0,90
60749,0.556,0.617,123151.0,2135
60750,0.266,0.33,4727.0,176
60751,0.119,0.132,312.0,38
60752,0.095,0.011,164.0,183
60753,0.048,0.0,0.0,3
60754,0.103,0.067,132.0,30
60755,0.136,0.0,0.0,10
60756,0.063,0.037,61.0,27
60757,0.511,0.67,4332.0,88
60758,0.189,0.2,339.0,30
60759,0.067,0.0,0.0,74
60760,0.013,0.0,0.0,8
60761,0.56,0.628,6677.0,137
60762,0.094,0.008,357.0,475
60763,0.097,0.01,445.0,479
60764,0.11,0.133,90.0,15
60765,0.588,0.828,1437.0,29
60766,0.092,0.0,0.0,73
60767,0.074,0.0,0.0,2
60768,0.051,0.0,0.0,17
60769,0.046,0.0,0.0,16
60770,0.048,0.0,0.0,12
60771,0.057,0.0,0.0,15
60772,0.052,0.0,0.0,11
60773,0.051,0.0,0.0,14
60774,0.05,0.0,0.0,13
60775,0.0,0.0,0.0,14
60776,0.056,0.0,0.0,15
60777,0.063,0.0,0.0,14
60778,0.097,0.0,0.0,15
60779,0.077,0.0,0.0,15
60780,0.058,0.0,0.0,15
60781,0.068,0.0,0.0,14
60782,0.086,0.0,0.0,13
60783,0.048,0.0,0.0,15
60784,0.063,0.0,0.0,15
60785,0.085,0.0,0.0,15
60786,0.078,0.0,0.0,13
60787,0.05,0.0,0.0,14
60788,0.067,0.0,0.0,13
60789,0.086,0.0,0.0,14
60790,0.101,0.0,0.0,15
60791,0.119,0.0,0.0,15
60792,0.086,0.0,0.0,14
60793,0.08,0.0,0.0,14
60794,0.085,0.0,0.0,14
60795,0.097,0.0,0.0,13
60796,0.06,0.0,0.0,15
60797,0.056,0.0,0.0,12
60798,0.057,0.0,0.0,14
60799,0.093,0.0,0.0,13
60800,0.068,0.0,0.0,13
60801,0.092,0.0,0.0,14
60802,0.071,0.0,0.0,13
60803,0.056,0.0,0.0,14
60804,0.052,0.0,0.0,13
60805,0.055,0.0,0.0,15
60806,0.057,0.0,0.0,13
60807,0.064,0.0,0.0,14
60808,0.06,0.0,0.0,15
60809,0.075,0.0,0.0,12
60810,0.046,0.0,0.0,14
60811,0.062,0.0,0.0,14
60812,0.077,0.0,0.0,15
60813,0.051,0.0,0.0,14
60814,0.052,0.0,0.0,13
60815,0.07,0.0,0.0,15
60816,0.005,0.0,0.0,14
60817,0.065,0.0,0.0,14
60818,0.051,0.0,0.0,14
60819,0.038,0.0,0.0,13
60820,0.039,0.0,0.0,13
60821,0.086,0.0,0.0,63
60822,0.075,0.0,0.0,13
60823,0.156,0.0,0.0,14
60824,0.041,0.0,0.0,14
60825,0.039,0.0,0.0,14
60826,0.086,0.067,43.0,15
60827,0.049,0.0,0.0,14
60828,0.091,0.0,0.0,13
60829,0.059,0.0,0.0,14
60830,0.133,0.083,50.0,12
60831,0.045,0.0,0.0,13
60832,0.061,0.0,0.0,13
60833,0.066,0.0,0.0,14
60834,0.133,0.077,46.0,13
60835,0.099,0.0,0.0,15
60836,0.082,0.0,0.0,14
60837,0.087,0.0,0.0,13
60838,0.06,0.0,0.0,12
60839,0.057,0.0,0.0,14
60840,0.039,0.0,0.0,14
60841,0.044,0.0,0.0,13
60842,0.084,0.0,0.0,15
60843,0.05,0.0,0.0,16
60844,0.161,0.154,92.0,13
60845,0.068,0.0,0.0,14
60846,0.069,0.0,0.0,13
60847,0.1,0.0,0.0,14
60848,0.034,0.0,0.0,14
60849,0.091,0.0,0.0,15
60850,0.075,0.0,0.0,13
60851,0.063,0.0,0.0,14
60852,0.046,0.0,0.0,11
60853,0.042,0.0,0.0,23
60854,0.064,0.0,0.0,8
60855,0.409,0.625,100.0,8
60856,0.213,0.25,869.0,52
60857,0.023,0.0,0.0,6
60858,0.226,0.4,61.0,5
60859,0.045,0.0,0.0,13
60860,0.031,0.0,0.0,16
60861,0.092,0.0,0.0,15
60862,0.093,0.0,0.0,17
60863,0.091,0.056,43.0,18
60864,0.266,0.4,307.0,15
60865,0.2,0.231,180.0,13
60866,0.245,0.111,36.0,9
60867,0.144,0.0,0.0,16
60868,0.1,0.0,0.0,15
60869,0.062,0.0,0.0,13
60870,0.052,0.0,0.0,16
60871,0.068,0.0,0.0,16
60872,0.081,0.0,0.0,16
60873,0.178,0.133,100.0,15
60874,0.056,0.0,0.0,15
60875,0.284,0.429,321.0,14
60876,0.199,0.143,107.0,14
60877,0.122,0.0,0.0,15
60878,0.147,0.0,0.0,12
60879,0.071,0.0,0.0,15
60880,0.061,0.0,0.0,72
60881,0.081,0.004,85.0,238
60882,0.231,0.294,226.0,17
60883,0.042,0.0,0.0,4
60884,0.091,0.0,0.0,17
60885,0.217,0.235,174.0,17
60886,0.122,0.086,819.0,128
60887,0.239,0.389,350.0,18
60888,0.094,0.222,197.0,18
60889,0.094,0.0,0.0,18
60890,0.048,0.0,0.0,13
60891,0.027,0.0,0.0,23
60892,0.014,0.0,0.0,14
60893,0.037,0.0,0.0,13
60894,0.059,0.0,0.0,16
60895,0.07,0.0,0.0,13
60896,0.06,0.0,0.0,14
60897,0.055,0.0,0.0,15
60898,0.001,0.0,0.0,14
60899,-0.004,0.0,0.0,13
60900,0.007,0.0,0.0,14
60901,0.027,0.0,0.0,13
60902,0.047,0.0,0.0,11
60903,0.056,0.0,0.0,14
60904,0.048,0.0,0.0,14
60905,0.04,0.0,0.0,14
60906,0.06,0.0,0.0,13
60907,0.075,0.0,0.0,13
60908,0.05,0.0,0.0,14
60909,0.066,0.0,0.0,14
60910,0.049,0.0,0.0,14
60911,0.047,0.0,0.0,13
60912,0.305,0.471,412.0,17
60913,0.211,0.2,173.0,15
60914,0.129,0.167,146.0,18
60915,0.054,0.0,0.0,4
60916,0.044,0.0,0.0,4
60917,0.137,0.0,0.0,2
60918,0.099,0.0,0.0,12
60919,0.091,0.0,0.0,13
60920,0.013,0.0,0.0,13
60921,0.017,0.0,0.0,15
60922,0.08,0.0,0.0,15
60923,0.054,0.0,0.0,14
60924,0.073,0.0,0.0,13
60925,0.062,0.0,0.0,14
60926,0.117,0.0,0.0,14
60927,0.073,0.0,0.0,13
60928,0.095,0.0,0.0,12
60929,0.087,0.0,0.0,14
60930,0.101,0.0,0.0,12
60931,0.076,0.0,0.0,12
60932,0.091,0.0,0.0,14
60933,0.088,0.0,0.0,14
60934,0.104,0.0,0.0,13
60935,0.084,0.0,0.0,14
60936,0.06,0.0,0.0,15
60937,0.045,0.0,0.0,14
60938,0.107,0.071,43.0,14
60939,0.095,0.0,0.0,14
60940,0.11,0.053,47.0,19
60941,0.057,0.0,0.0,18
60942,0.074,0.0,0.0,14
60943,-0.022,0.0,0.0,12
60944,0.114,0.231,138.0,13
60945,0.188,0.214,135.0,14
60946,0.314,0.417,250.0,12
60947,0.051,0.0,0.0,20
60948,0.09,0.0,0.0,18
60949,0.233,0.278,250.0,18
60950,0.069,0.0,0.0,21
60951,0.184,0.167,157.0,18
60952,0.116,0.05,50.0,20
60953,0.065,0.0,0.0,20
60954,0.224,0.111,100.0,18
60955,0.135,0.0,0.0,18
60956,0.14,0.158,146.0,19
60957,0.053,0.0,0.0,18
60958,0.147,0.0,0.0,4
60959,0.088,0.0,0.0,3
60960,0.393,0.474,426.0,19
60961,0.173,0.118,106.0,17
60962,0.083,0.118,106.0,17
60963,0.108,0.111,104.0,18
60964,0.308,0.469,844.0,32
60965,0.07,0.005,363.0,876
60966,0.09,0.0,0.0,17
60967,0.062,0.0,0.0,16
60968,0.064,0.0,0.0,127
60969,0.083,0.0,0.0,19
60970,0.058,0.0,0.0,18
60971,0.043,0.0,0.0,32
60972,0.112,0.026,572.0,268
60973,-0.011,0.0,0.0,16
60974,0.089,0.143,48.0,7
60975,0.135,0.0,0.0,10
60976,0.026,0.0,0.0,20
60977,0.013,0.0,0.0,14
60978,0.011,0.0,0.0,15
60979,-0.004,0.0,0.0,14
60980,0.092,0.0,0.0,13
60981,0.103,0.053,47.0,19
60982,0.2,0.286,310.0,21
60983,0.082,0.0,0.0,164
60984,0.123,0.062,49.0,16
60985,0.056,0.0,0.0,17
60986,0.01,0.0,0.0,16
60987,0.229,0.294,248.0,17
60988,0.251,0.353,303.0,17
60989,0.184,0.176,149.0,17
60990,0.07,0.0,0.0,16
60991,0.075,0.0,0.0,15
60992,0.101,0.0,0.0,17
60993,0.09,0.0,0.0,14
60994,0.121,0.0,0.0,15
60995,0.08,0.0,0.0,16
60996,0.135,0.0,0.0,16
60997,0.119,0.0,0.0,15
60998,0.081,0.0,0.0,16
60999,0.115,0.0,0.0,10
61000,0.088,0.0,0.0,18
61001,0.089,0.0,0.0,15
61002,0.105,0.0,0.0,18
61003,0.096,0.0,0.0,17
61004,0.089,0.0,0.0,20
61005,0.081,0.0,0.0,15
61006,0.135,0.077,47.0,13
61007,0.06,0.0,0.0,18
61008,0.068,0.0,0.0,16
61009,0.102,0.0,0.0,12
61010,0.1,0.0,0.0,13
61011,0.078,0.0,0.0,12
61012,0.056,0.0,0.0,12
61013,0.094,0.0,0.0,16
61014,0.119,0.0,0.0,14
61015,0.092,0.007,79.0,147
61016,0.039,0.0,0.0,12
61017,0.075,0.0,0.0,4
61018,0.102,0.0,0.0,122
61019,0.102,0.0,0.0,12
61020,0.08,0.059,46.0,17
61021,0.06,0.118,95.0,17
61022,0.102,0.0,0.0,16
61023,-0.012,0.0,0.0,17
61024,-0.012,0.0,0.0,18
61025,0.012,0.0,0.0,16
61026,0.042,0.0,0.0,248
61027,0.083,0.002,89.0,601
61028,0.077,0.0,0.0,17
61029,0.061,0.0,0.0,17
61030,0.052,0.0,0.0,17
61031,0.057,0.0,0.0,16
61032,0.051,0.0,0.0,17
61033,0.08,0.0,0.0,16
61034,0.045,0.0,0.0,18
61035,0.066,0.0,0.0,17
61036,0.059,0.0,0.0,16
61037,0.063,0.0,0.0,21
61038,0.038,0.0,0.0,15
61039,0.082,0.0,0.0,15
61040,0.171,0.118,88.0,17
61041,0.3,0.412,309.0,17
61042,0.112,0.125,98.0,16
61043,0.283,0.4,307.0,15
61044,0.025,0.0,0.0,17
61045,0.066,0.0,0.0,15
61046,0.285,0.279,1137.0,61
61047,0.034,0.0,0.0,2
61048,0.177,0.067,53.0,15
61049,0.158,0.235,196.0,17
61050,0.111,0.073,622.0,110
61051,0.104,0.0,0.0,12
61052,0.086,0.0,0.0,12
61053,0.069,0.0,0.0,17
61054,0.101,0.0,0.0,18
61055,0.073,0.0,0.0,15
61056,0.073,0.0,0.0,210
61057,0.077,0.0,0.0,15
61058,0.079,0.0,0.0,15
61059,0.075,0.0,0.0,15
61060,0.021,0.0,0.0,1
61061,0.032,0.0,0.0,18
61062,0.026,0.0,0.0,17
61063,0.119,0.105,95.0,19
61064,0.173,0.091,55.0,11
61065,0.197,0.214,129.0,14
61066,0.086,0.0,0.0,253
61067,0.074,0.0,0.0,16
61068,0.084,0.0,0.0,16
61069,0.078,0.0,0.0,15
61070,0.102,0.0,0.0,14
61071,0.082,0.0,0.0,14
61072,0.06,0.0,0.0,15
61073,0.132,0.238,247.0,21
61074,0.043,0.0,0.0,12
61075,0.099,0.0,0.0,68
61076,0.102,0.0,0.0,68
61077,0.132,0.031,161.0,64
61078,0.048,0.0,0.0,16
61079,0.052,0.0,0.0,13
61080,0.051,0.0,0.0,16
61081,0.005,0.0,0.0,16
61082,0.186,0.071,43.0,14
61083,0.105,0.0,0.0,16
61084,0.074,0.074,115.0,27
61085,-0.011,0.0,0.0,15
61086,-0.028,0.0,0.0,13
61087,0.024,0.0,0.0,18
61088,0.04,0.0,0.0,15
61089,0.064,0.0,0.0,15
61090,0.031,0.0,0.0,11
61091,0.033,0.0,0.0,13
61092,0.028,0.0,0.0,10
61093,0.052,0.0,0.0,10
61094,0.173,0.0,0.0,10
61095,0.131,0.0,0.0,14
61096,0.09,0.0,0.0,17
61097,0.082,0.0,0.0,14
61098,0.096,0.083,50.0,12
61099,0.043,0.0,0.0,12
61100,0.056,0.0,0.0,9
61101,0.066,0.0,0.0,11
61102,0.038,0.0,0.0,10
61103,0.05,0.0,0.0,9
61104,0.082,0.0,0.0,26
61105,0.117,0.0,0.0,7
61106,0.069,0.0,0.0,4
61107,0.327,0.357,5557.0,185
61108,0.103,0.0,0.0,13
61109,0.212,0.267,240.0,15
61110,0.035,0.0,0.0,15
61111,0.179,0.062,48.0,16
61112,0.161,0.125,106.0,16
61113,0.093,0.0,0.0,66
61114,0.106,0.015,62.0,66
61115,0.09,0.0,0.0,66
61116,0.074,0.0,0.0,14
61117,0.1,0.028,221.0,109
61118,0.175,0.11,3380.0,365
61119,0.222,0.213,13731.0,715
61120,0.117,0.037,655.0,216
61121,0.711,0.774,1343.0,31
61122,0.334,0.333,488.0,27
61123,0.095,0.0,0.0,17
61124,0.045,0.0,0.0,17
61125,0.082,0.0,0.0,16
61126,0.029,0.0,0.0,18
61127,0.098,0.0,0.0,75
61128,0.006,0.0,0.0,18
61129,0.082,0.0,0.0,18
61130,0.047,0.0,0.0,15
61131,0.005,0.0,0.0,12
61132,0.003,0.0,0.0,14
61133,0.033,0.077,46.0,13
61134,0.032,0.0,0.0,13
61135,0.045,0.0,0.0,14
61136,0.053,0.0,0.0,13
61137,0.04,0.0,0.0,14
61138,0.06,0.0,0.0,13
61139,0.039,0.0,0.0,14
61140,0.046,0.0,0.0,15
61141,0.045,0.0,0.0,3
61142,0.16,0.025,308.0,161
61143,0.438,0.686,1420.0,35
61144,-0.014,0.0,0.0,2
61145,-0.022,0.0,0.0,4
61146,-0.014,0.0,0.0,17
61147,-0.058,0.0,0.0,5
61148,0.127,0.077,41.0,13
61149,0.035,0.0,0.0,15
61150,0.124,0.0,0.0,7
61151,0.036,0.0,0.0,15
61152,0.097,0.0,0.0,15
61153,0.119,0.0,0.0,178
61154,0.002,0.0,0.0,10
61155,0.33,0.425,3276.0,106
61156,0.439,0.5,350.0,16
61157,0.076,0.01,81.0,102
61158,0.054,0.0,0.0,60
61159,0.129,0.0,0.0,1202
61160,0.052,0.0,0.0,8
61161,0.066,0.0,0.0,3
61162,0.055,0.0,0.0,13
61163,0.082,0.071,112.0,28
61164,0.16,0.111,100.0,18
61165,0.115,0.0,0.0,34
61166,0.395,0.52,3318.0,100
61167,0.924,0.99,7897.0,104
61168,0.377,0.538,290.0,13
61169,0.008,0.0,0.0,3
61170,0.124,0.067,49.0,15
61171,0.136,0.071,231.0,56
61172,0.867,1.0,1309.0,25
61173,0.972,1.0,1510.0,27
61174,0.126,0.066,1046.0,197
61175,0.986,1.0,1623.0,33
61176,0.965,1.0,2242.0,41
61177,0.985,1.0,576.0,12
61178,0.159,0.0,0.0,22
61179,0.078,0.0,0.0,23
61180,0.154,0.114,6402.0,622
61181,0.195,0.083,50.0,12
61182,0.252,0.239,3508.0,180
61183,0.073,0.0,0.0,12
61184,0.093,0.02,401.0,254
61185,0.101,0.042,298.0,95
61186,0.055,0.0,0.0,16
61187,0.119,0.0,0.0,4
61188,0.003,0.0,0.0,8
61189,0.078,0.067,50.0,15
61190,0.768,0.857,1176.0,21
61191,0.545,0.692,415.0,13
61192,0.087,0.0,0.0,6
61193,0.113,0.133,80.0,15
61194,0.052,0.053,60.0,19
61195,0.111,0.0,0.0,17
61196,0.102,0.0,0.0,73
61197,0.146,0.121,799.0,91
61198,0.07,0.0,0.0,16
61199,0.055,0.0,0.0,18
61200,0.003,0.0,0.0,16
61201,0.096,0.0,0.0,12
61202,0.031,0.0,0.0,17
61203,0.053,0.071,53.0,14
61204,0.071,0.0,0.0,241
61205,0.076,0.0,0.0,132
61206,0.071,0.0,0.0,126
61207,0.038,0.0,0.0,18
61208,0.136,0.0,0.0,12
61209,0.058,0.0,0.0,18
61210,0.095,0.0,0.0,15
61211,0.026,0.0,0.0,16
61212,0.043,0.0,0.0,26
61213,0.018,0.0,0.0,16
61214,-0.021,0.0,0.0,12
61215,0.05,0.0,0.0,11
61216,0.072,0.0,0.0,17
61217,0.054,0.0,0.0,18
61218,0.075,0.0,0.0,20
61219,0.142,0.071,43.0,14
61220,0.091,0.0,0.0,13
61221,0.034,0.0,0.0,13
61222,0.035,0.0,0.0,14
61223,0.077,0.0,0.0,14
61224,0.046,0.0,0.0,14
61225,0.068,0.0,0.0,11
61226,0.055,0.0,0.0,14
61227,0.027,0.0,0.0,14
61228,0.016,0.0,0.0,13
61229,0.055,0.0,0.0,14
61230,0.137,0.059,44.0,17
61231,0.061,0.0,0.0,10
61232,0.165,0.0,0.0,6
61233,0.119,0.0,0.0,15
61234,0.07,0.0,0.0,16
61235,0.066,0.0,0.0,8
61236,0.066,0.0,0.0,13
61237,0.173,0.167,100.0,12
61238,0.168,0.143,86.0,14
61239,0.051,0.0,0.0,1
61240,0.075,0.0,0.0,14
61241,0.062,0.0,0.0,14
61242,0.039,0.0,0.0,13
61243,0.047,0.0,0.0,13
61244,0.09,0.0,0.0,15
61245,0.029,0.0,0.0,13
61246,0.071,0.0,0.0,14
61247,0.048,0.0,0.0,15
61248,0.063,0.0,0.0,15
61249,0.056,0.0,0.0,15
61250,0.053,0.0,0.0,14
61251,0.056,0.0,0.0,15
61252,0.024,0.0,0.0,15
61253,-0.018,0.0,0.0,5
61254,0.69,0.857,429.0,14
61255,0.107,0.0,0.0,12
61256,0.176,0.0,0.0,4
61257,0.078,0.004,83.0,238
61258,0.042,0.0,0.0,17
61259,0.05,0.0,0.0,53
61260,0.334,0.418,3528.0,110
61261,0.172,0.129,3029.0,278
61262,0.183,0.156,1302.0,109
61263,0.132,0.037,229.0,82
61264,0.628,0.716,5600.0,102
61265,0.147,0.0,0.0,4
61266,0.107,0.026,591.0,270
61267,0.038,0.0,0.0,14
61268,0.21,0.278,245.0,18
61269,0.702,0.818,2398.0,44
61270,0.627,1.0,24.0,2
61271,0.874,1.0,1655.0,31
61272,0.988,1.0,577.0,13
61273,0.197,0.267,412.0,30
61274,0.265,0.357,211.0,14
61275,0.606,0.742,1330.0,31
61276,0.892,0.978,3194.0,46
61277,0.931,1.0,227.0,8
61278,0.091,0.0,0.0,17
61279,0.083,0.0,0.0,14
61280,0.05,0.0,0.0,13
61281,0.155,0.2,24.0,5
61282,0.191,0.214,149.0,14
61283,0.044,0.0,0.0,14
61284,0.208,0.286,910.0,49
61285,0.019,0.0,0.0,14
61286,0.326,0.5,1555.0,46
61287,0.585,0.636,3539.0,77
61288,0.575,0.667,5764.0,120
61289,0.767,0.818,857.0,22
61290,0.038,0.0,0.0,19
61291,0.009,0.0,0.0,17
61292,0.035,0.0,0.0,17
61293,0.078,0.0,0.0,17
61294,0.044,0.0,0.0,17
61295,0.058,0.0,0.0,14
61296,0.088,0.009,352.0,423
61297,0.1,0.027,55.0,37
61298,1.0,1.0,3244.0,49
61299,0.088,0.0,0.0,374
61300,0.06,0.0,0.0,14
61301,0.077,0.0,0.0,17
61302,0.02,0.0,0.0,18
61303,0.32,0.353,265.0,17
61304,0.146,0.118,88.0,17
61305,0.103,0.0,0.0,321
61306,0.172,0.147,311.0,34
61307,0.129,0.108,236.0,37
61308,0.111,0.049,468.0,143
61309,1.0,1.0,540.0,12
61310,0.976,1.0,4366.0,64
61311,0.93,1.0,563.0,14
61312,0.163,0.171,341.0,35
61313,0.116,0.0,0.0,16
61314,0.344,0.397,2178.0,78
61315,0.201,0.215,1454.0,93
61316,0.457,0.531,1220.0,49
61317,0.097,0.083,56.0,12
61318,0.21,0.25,152.0,12
61319,0.067,0.0,0.0,16
61320,0.04,0.0,0.0,14
61321,0.068,0.0,0.0,15
61322,0.052,0.0,0.0,16
61323,0.062,0.0,0.0,18
61324,0.067,0.0,0.0,16
61325,0.067,0.0,0.0,15
61326,0.015,0.0,0.0,16
61327,0.086,0.0,0.0,16
61328,0.08,0.013,335.0,301
61329,0.055,0.0,0.0,15
61330,0.059,0.0,0.0,16
61331,0.074,0.0,0.0,14
61332,0.041,0.0,0.0,17
61333,0.084,0.0,0.0,13
61334,0.081,0.0,0.0,16
61335,0.109,0.053,1085.0,247
61336,0.163,0.108,202.0,37
61337,0.116,0.023,322.0,176
61338,0.077,0.0,0.0,12
61339,0.06,0.0,0.0,14
61340,0.049,0.0,0.0,14
61341,0.073,0.0,0.0,15
61342,0.067,0.0,0.0,13
61343,0.103,0.0,0.0,2
61344,0.067,0.0,0.0,15
61345,0.101,0.059,43.0,17
61346,0.279,0.306,2779.0,121
61347,0.026,0.0,0.0,14
61348,0.067,0.0,0.0,16
61349,-0.009,0.0,0.0,16
61350,0.038,0.0,0.0,17
61351,0.138,0.091,931.0,132
61352,0.082,0.125,170.0,24
61353,0.049,0.0,0.0,15
61354,0.096,0.0,0.0,37
61355,0.296,0.471,394.0,17
61356,0.083,0.0,0.0,13
61357,0.158,0.099,493.0,71
61358,0.085,0.012,163.0,166
61359,0.075,0.0,0.0,70
61360,0.75,0.923,554.0,13
61361,0.061,0.006,168.0,314
61362,0.815,0.917,10786.0,157
61363,0.465,0.643,2275.0,56
61364,0.073,0.022,1447.0,742
61365,0.846,0.969,1665.0,32
61366,0.502,0.592,2811.0,76
61367,0.447,0.488,8551.0,213
61368,0.158,0.207,358.0,29
61369,0.126,0.043,298.0,94
61370,0.173,0.175,1745.0,137
61371,0.134,0.056,50.0,18
61372,0.139,0.118,106.0,17
61373,0.089,0.0,0.0,14
61374,0.019,0.0,0.0,18
61375,0.021,0.0,0.0,13
61376,0.066,0.0,0.0,14
61377,0.228,0.267,184.0,15
61378,0.204,0.294,240.0,17
61379,0.286,0.485,929.0,33
61380,0.097,0.0,0.0,16
61381,0.33,0.385,616.0,26
61382,0.084,0.0,0.0,92
61383,0.024,0.0,0.0,12
61384,-0.004,0.0,0.0,17
61385,0.309,0.419,1561.0,62
61386,0.221,0.225,512.0,40
61387,0.154,0.167,145.0,18
61388,0.175,0.0,0.0,16
61389,0.037,0.0,0.0,15
61390,0.173,0.231,138.0,13
61391,0.222,0.156,278.0,32
61392,0.645,0.723,7449.0,130
61393,0.052,0.0,0.0,17
61394,0.077,0.0,0.0,15
61395,0.073,0.0,0.0,14
61396,0.882,1.0,4724.0,68
61397,0.123,0.0,0.0,14
61398,0.508,0.678,4194.0,87
61399,0.047,0.0,0.0,16
61400,0.067,0.0,0.0,11
61401,0.064,0.0,0.0,15
61402,0.062,0.0,0.0,232
61403,0.051,0.0,0.0,17
61404,0.077,0.0,0.0,72
61405,0.097,0.0,0.0,100
61406,-0.019,0.0,0.0,15
61407,0.037,0.0,0.0,14
61408,0.058,0.0,0.0,14
61409,0.175,0.286,172.0,14
61410,0.49,0.714,979.0,28
61411,-0.016,0.0,0.0,17
61412,0.018,0.0,0.0,15
61413,0.084,0.0,0.0,19
61414,0.038,0.0,0.0,14
61415,0.079,0.0,0.0,14
61416,0.126,0.074,253.0,54
61417,0.063,0.0,0.0,48
61418,0.162,0.143,338.0,35
61419,0.175,0.012,446.0,488
61420,0.056,0.0,0.0,17
61421,0.103,0.056,44.0,18
61422,0.126,0.15,153.0,20
61423,0.065,0.091,38.0,11
61424,0.018,0.0,0.0,20
61425,0.022,0.0,0.0,14
61426,-0.04,0.0,0.0,16
61427,0.056,0.0,0.0,16
61428,0.024,0.0,0.0,17
61429,0.212,0.259,409.0,27
61430,-0.08,0.0,0.0,4
61431,-0.022,0.0,0.0,47
61432,0.104,0.024,64.0,42
61433,0.09,0.0,0.0,361
61434,0.072,0.0,0.0,15
61435,0.091,0.0,0.0,816
61436,0.108,0.0,0.0,55
61437,0.947,1.0,3425.0,50
61438,0.318,0.462,277.0,13
61439,0.077,0.087,104.0,23
61440,-0.006,0.0,0.0,16
61441,0.079,0.0,0.0,2
61442,0.074,0.0,0.0,1
61443,0.075,0.0,0.0,11
61444,0.19,0.222,96.0,9
61445,0.05,0.0,0.0,4
61446,0.117,0.15,155.0,20
61447,0.13,0.174,93.0,23
61448,0.118,0.028,64.0,36
61449,0.107,0.105,95.0,19
61450,0.039,0.0,0.0,13
61451,0.198,0.231,93.0,13
61452,0.125,0.091,37.0,11
61453,0.143,0.103,161.0,29
61454,0.573,0.667,370.0,12
61455,0.031,0.0,0.0,15
61456,-0.004,0.0,0.0,18
61457,0.445,0.535,4061.0,99
61458,0.388,0.5,933.0,34
61459,0.125,0.111,100.0,18
61460,0.081,0.0,0.0,39
61461,0.092,0.0,0.0,64
61462,0.095,0.014,74.0,72
61463,0.404,0.579,685.0,19
61464,0.38,0.444,360.0,18
61465,0.068,0.0,0.0,101
61466,0.095,0.0,0.0,14
61467,0.166,0.197,840.0,61
61468,0.063,0.0,0.0,98
61469,0.054,0.0,0.0,9
61470,0.138,0.0,0.0,16
61471,0.098,0.0,0.0,16
61472,0.09,0.0,0.0,16
61473,0.101,0.007,78.0,145
61474,0.069,0.0,0.0,14
61475,0.081,0.0,0.0,18
61476,0.086,0.0,0.0,15
61477,0.088,0.013,248.0,233
61478,0.136,0.0,0.0,16
61479,0.383,0.5,384.0,16
61480,0.134,0.0,0.0,10
61481,0.084,0.0,0.0,15
61482,0.137,0.222,197.0,18
61483,0.055,0.0,0.0,15
61484,0.269,0.267,170.0,15
61485,0.035,0.0,0.0,15
61486,0.096,0.0,0.0,164
61487,0.079,0.0,0.0,13
61488,0.083,0.0,0.0,8
61489,0.084,0.0,0.0,13
61490,0.079,0.0,0.0,17
61491,0.165,0.149,5272.0,403
61492,0.082,0.0,0.0,12
61493,0.07,0.0,0.0,15
61494,0.09,0.0,0.0,14
61495,0.09,0.0,0.0,15
61496,0.096,0.0,0.0,16
61497,0.085,0.0,0.0,16
61498,0.043,0.0,0.0,14
61499,0.013,0.0,0.0,16
61500,0.154,0.1,230.0,40
61501,0.098,0.0,0.0,14
61502,0.071,0.0,0.0,16
61503,0.064,0.0,0.0,16
61504,0.145,0.105,95.0,19
61505,0.039,0.0,0.0,18
61506,0.065,0.0,0.0,17
61507,0.143,0.125,94.0,16
61508,0.02,0.0,0.0,16
61509,0.07,0.0,0.0,52
61510,0.027,0.0,0.0,15
61511,0.017,0.0,0.0,16
