NODE,SUBNET,WAS_M,DIVERT_AT,DIVERT_DOWN_M,TO_NODE,TO_SUBNET,EXTRA_M,DEF_M,RESCUED
N008211,S006,20.78,N007488,5420.7,N007474,S170,75.7,20.06,0
N000774,S007,20.77,N001225,1937.3,N001502,S043,489.5,18.48,0
N002051,S003,20.77,N003270,2590.0,N003298,S160,116.2,20.93,0
N004718,S001,20.75,N005298,3762.5,N004766,S002,1536.5,21.62,0
N008858,S012,20.73,N008125,5062.7,N008145,S104,63.1,20.95,0
N001318,S004,20.7,N001038,3400.1,N000999,S156,85.0,21.21,0
N000864,S016,20.69,N001062,677.7,N001118,S007,214.1,19.1,0
N008286,S006,20.69,N007488,5667.6,N007474,S170,75.7,19.97,0
N008158,S006,20.67,N007488,5216.1,N007474,S170,75.7,19.95,0
N007840,S006,20.66,N007488,4473.8,N007474,S170,75.7,19.94,0
N002031,S003,20.64,N003270,2532.3,N003298,S160,116.2,20.8,0
N004177,S005,20.64,N002822,4194.9,N002836,S092,81.5,21.2,0
N008454,S006,20.62,N008384,340.1,N008428,S013,169.2,15.72,0
N008409,S006,20.61,N007488,6003.8,N007474,S170,75.7,19.89,0
N008478,S006,20.59,N008478,0.0,N008498,S013,84.8,14.85,0
N008187,S006,20.58,N007488,5331.3,N007474,S170,75.7,19.86,0
N008425,S006,20.58,N007488,6073.7,N007474,S170,75.7,19.86,0
N000800,S007,20.55,N001225,1335.7,N001502,S043,489.5,18.26,0
N000798,S007,20.54,N001225,1392.4,N001502,S043,489.5,18.25,0
N008141,S006,20.54,N007488,5164.4,N007474,S170,75.7,19.82,0
N001312,S004,20.53,N001038,3353.6,N000999,S156,85.0,21.05,0
N007640,S006,20.53,N007488,3877.9,N007474,S170,75.7,19.81,0
N000703,S007,20.52,N001225,1684.2,N001502,S043,489.5,18.23,0
N008352,S006,20.49,N007488,5746.1,N007474,S170,75.7,19.77,0
N008402,S006,20.48,N008384,85.4,N008428,S013,169.2,15.58,0
N004526,S001,20.46,N005298,3778.4,N004766,S002,1536.5,21.33,0
N004567,S001,20.46,N005298,3693.6,N004766,S002,1536.5,21.33,0
N007215,S014,20.46,N007524,2554.7,N007564,S006,102.0,21.96,0
N007850,S018,20.46,N007850,0.0,N008099,S012,1048.0,16.34,0
N000883,S016,20.45,N001505,1689.5,N001604,S040,282.5,19.08,0
N001487,S004,20.43,N001038,3286.3,N000999,S156,85.0,20.94,0
N008385,S006,20.41,N007488,5898.9,N007474,S170,75.7,19.69,0
N003738,S005,20.39,N002822,3742.5,N002836,S092,81.5,20.94,0
N008433,S006,20.39,N008384,259.5,N008428,S013,169.2,15.48,0
N001349,S004,20.38,N001038,3412.9,N000999,S156,85.0,20.89,0
N003568,S005,20.38,N002822,3597.0,N002836,S092,81.5,20.94,0
N008174,S006,20.38,N007488,5261.8,N007474,S170,75.7,19.66,0
N008898,S012,20.38,N008125,5327.6,N008145,S104,63.1,20.6,0
N008368,S006,20.37,N007488,5812.4,N007474,S170,75.7,19.65,0
N007633,S006,20.36,N007488,3776.7,N007474,S170,75.7,19.64,0
N008360,S006,20.35,N008331,86.9,N008413,S013,253.2,16.28,0
N008416,S006,20.34,N008384,173.9,N008428,S013,169.2,15.43,0
N006688,S022,20.32,N005842,3592.4,N005584,S134,583.7,21.48,0
N008112,S006,20.32,N007488,5107.9,N007474,S170,75.7,19.6,0
N008347,S006,20.32,N007488,5725.9,N007474,S170,75.7,19.6,0
N008659,S017,20.32,N008055,4937.4,N008094,S104,80.1,20.82,0
N000805,S007,20.31,N001225,1876.8,N001502,S043,489.5,18.01,0
N008101,S006,20.31,N007488,5077.0,N007474,S170,75.7,19.59,0
N005717,S001,20.3,N005298,8068.9,N004766,S002,1536.5,21.17,0
N008150,S006,20.29,N007488,5204.7,N007474,S170,75.7,19.57,0
N008155,S006,20.29,N007488,5243.3,N007474,S170,75.7,19.57,0
N008287,S006,20.28,N007488,5552.6,N007474,S170,75.7,19.56,0
N008394,S006,20.28,N008331,260.4,N008413,S013,253.2,16.21,0
N008869,S012,20.28,N008125,5125.6,N008145,S104,63.1,20.5,0
N004380,S001,20.27,N005298,4053.5,N004766,S002,1536.5,21.14,0
N008307,S006,20.27,N007488,5552.9,N007474,S170,75.7,19.55,0
N004669,S001,20.25,N005298,3661.9,N004766,S002,1536.5,21.12,0
N005973,S001,20.25,N005298,8797.7,N004766,S002,1536.5,21.12,0
N006658,S022,20.25,N005842,3686.6,N005584,S134,583.7,21.41,0
N008119,S006,20.25,N007488,5157.2,N007474,S170,75.7,19.53,0
N000783,S007,20.2,N001225,1028.4,N001502,S043,489.5,17.91,0
N003562,S005,20.2,N002822,3468.3,N002836,S092,81.5,20.76,0
N006057,S001,20.2,N005298,7279.9,N004766,S002,1536.5,21.07,0
N002062,S003,20.18,N003270,2778.6,N003298,S160,116.2,20.34,0
N008914,S012,20.18,N008125,5411.1,N008145,S104,63.1,20.4,0
N005969,S001,20.16,N005298,7439.0,N004766,S002,1536.5,21.03,0
N007346,S014,20.16,N007524,2478.5,N007564,S006,102.0,21.67,0
N008298,S006,20.16,N007488,5491.3,N007474,S170,75.7,19.44,0
N000933,S004,20.15,N001038,3872.3,N000999,S156,85.0,20.67,0
N003602,S005,20.15,N002822,3544.8,N002836,S092,81.5,20.71,0
N006046,S001,20.15,N005298,7230.1,N004766,S002,1536.5,21.02,0
N008327,S006,20.13,N007488,5656.3,N007474,S170,75.7,19.41,0
N007894,S006,20.12,N007488,4507.6,N007474,S170,75.7,19.4,0
N008324,S006,20.12,N007488,5639.3,N007474,S170,75.7,19.4,0
N004603,S001,20.11,N005298,3596.2,N004766,S002,1536.5,20.98,0
N005703,S001,20.11,N005298,8153.8,N004766,S002,1536.5,20.98,0
N008064,S006,20.11,N007488,4997.6,N007474,S170,75.7,19.39,0
N008891,S012,20.06,N008125,5104.7,N008145,S104,63.1,20.28,0
N000954,S016,20.05,N001062,294.4,N001118,S007,214.1,18.45,0
N007823,S006,20.04,N007488,4393.5,N007474,S170,75.7,19.32,0
N000839,S007,20.03,N001225,1325.4,N001502,S043,489.5,17.74,0
N000962,S016,20.03,N001505,1437.7,N001604,S040,282.5,18.66,0
N003595,S005,20.03,N002822,3578.3,N002836,S092,81.5,20.59,0
N003638,S005,20.03,N002822,3468.7,N002836,S092,81.5,20.59,0
N007831,S006,20.03,N007488,4417.4,N007474,S170,75.7,19.31,0
N006699,S022,20.01,N005842,3585.2,N005584,S134,583.7,21.18,0
N006740,S022,20.01,N005842,3605.1,N005584,S134,583.7,21.18,0
N004740,S001,20.0,N005298,3900.8,N004766,S002,1536.5,20.87,0
N003619,S005,19.99,N002822,3452.0,N002836,S092,81.5,20.55,0
N007778,S006,19.99,N007488,4312.4,N007474,S170,75.7,19.27,0
N008275,S006,19.99,N007488,5397.7,N007474,S170,75.7,19.27,0
N001361,S004,19.97,N001038,3270.3,N000999,S156,85.0,20.48,0
N004668,S001,19.97,N005298,3493.0,N004766,S002,1536.5,20.84,0
N000702,S007,19.96,N001225,1952.5,N001502,S043,489.5,17.66,0
N006704,S022,19.96,N005842,3542.3,N005584,S134,583.7,21.13,0
N004738,S001,19.95,N005298,3823.7,N004766,S002,1536.5,20.82,0
N007808,S006,19.95,N007488,4306.2,N007474,S170,75.7,19.23,0
N008555,S012,19.94,N008125,4154.8,N008145,S104,63.1,20.16,0
N007299,S006,19.93,N007488,2380.7,N007474,S170,75.7,19.21,0
N006789,S022,19.92,N005842,3080.8,N005584,S134,583.7,21.09,0
N000740,S007,19.91,N001225,1863.0,N001502,S043,489.5,17.62,0
N000724,S007,19.9,N001225,1627.9,N001502,S043,489.5,17.6,0
N003591,S005,19.9,N002822,3420.7,N002836,S092,81.5,20.46,0
N007187,S014,19.9,N007524,2480.2,N007564,S006,102.0,21.41,0
N008272,S006,19.88,N007488,5474.4,N007474,S170,75.7,19.16,0
N003588,S005,19.85,N002822,3321.3,N002836,S092,81.5,20.41,0
N007198,S014,19.85,N007524,2394.9,N007564,S006,102.0,21.36,0
N007311,S006,19.83,N007488,2448.5,N007474,S170,75.7,19.11,0
N008243,S006,19.83,N007488,5385.0,N007474,S170,75.7,19.11,0
N000872,S007,19.81,N001225,1882.2,N001502,S043,489.5,17.52,0
N000913,S007,19.81,N001225,1167.3,N001502,S043,489.5,17.52,0
N006801,S022,19.81,N005842,3075.9,N005584,S134,583.7,20.97,0
N008883,S012,19.8,N008125,5008.7,N008145,S104,63.1,20.02,0
N004059,S005,19.79,N002822,4025.5,N002836,S092,81.5,20.35,0
N007695,S006,19.79,N007488,3893.8,N007474,S170,75.7,19.07,0
N000953,S016,19.78,N001505,1405.6,N001604,S040,282.5,18.41,0
N006093,S001,19.78,N005298,7137.0,N004766,S002,1536.5,20.65,0
N000756,S004,19.77,N001038,3456.0,N000999,S156,85.0,20.28,0
N007290,S006,19.77,N007488,2381.9,N007474,S170,75.7,19.05,0
N008185,S006,19.77,N007488,5215.4,N007474,S170,75.7,19.05,0
N007746,S006,19.76,N007488,4061.5,N007474,S170,75.7,19.04,0
N008422,S006,19.75,N008422,0.0,N008445,S013,83.3,13.99,0
N006127,S001,19.74,N005298,7293.4,N004766,S002,1536.5,20.61,0
N004583,S001,19.73,N005298,3455.9,N004766,S002,1536.5,20.6,0
N002077,S003,19.72,N003270,2464.4,N003298,S160,116.2,19.89,0
N000902,S016,19.71,N001062,617.4,N001118,S007,214.1,18.12,0
N007787,S006,19.7,N007488,4216.5,N007474,S170,75.7,18.98,0
N008218,S006,19.7,N007488,5296.7,N007474,S170,75.7,18.98,0
N000859,S016,19.68,N001505,1930.3,N001604,S040,282.5,18.32,0
N006795,S022,19.68,N005842,3038.9,N005584,S134,583.7,20.85,0
N000831,S007,19.64,N001225,1247.3,N001502,S043,489.5,17.35,0
N000882,S007,19.64,N001225,1090.9,N001502,S043,489.5,17.35,0
N007762,S018,19.64,N007641,2707.6,N007605,S143,183.7,20.06,0
N000929,S016,19.63,N001505,1472.1,N001604,S040,282.5,18.27,0
N004643,S001,19.63,N005298,3571.0,N004766,S002,1536.5,20.5,0
N000838,S007,19.61,N001225,1734.2,N001502,S043,489.5,17.32,0
N006717,S022,19.6,N005842,3498.6,N005584,S134,583.7,20.76,0
N007295,S006,19.59,N007488,2292.6,N007474,S170,75.7,18.87,0
N001055,S016,19.57,N001062,546.3,N001118,S007,214.1,17.97,0
N003663,S005,19.56,N002822,3592.1,N002836,S092,81.5,20.12,0
N004462,S001,19.56,N005298,4268.4,N004766,S002,1536.5,20.43,0
N004653,S001,19.56,N005298,3364.6,N004766,S002,1536.5,20.43,0
N008021,S006,19.56,N007488,4863.7,N007474,S170,75.7,18.84,0
N002242,S003,19.55,N003270,3130.6,N003298,S160,116.2,19.71,0
N007687,S006,19.55,N007488,3773.8,N007474,S170,75.7,18.83,0
N007231,S014,19.54,N007524,2032.0,N007564,S006,102.0,21.05,0
N001428,S004,19.53,N001038,3195.7,N000999,S156,85.0,20.04,0
N006835,S022,19.52,N005842,3185.5,N005584,S134,583.7,20.68,0
N000931,S016,19.5,N001505,1509.8,N001604,S040,282.5,18.13,0
N007662,S006,19.48,N007488,3684.7,N007474,S170,75.7,18.76,0
N008091,S006,19.48,N007488,4955.3,N007474,S170,75.7,18.76,0
N001195,S021,19.47,N001886,2194.9,N001826,S040,222.7,19.53,0
N003713,S005,19.47,N002822,3645.6,N002836,S092,81.5,20.03,0
N007986,S006,19.47,N007488,4697.4,N007474,S170,75.7,18.75,0
N000738,S007,19.46,N001225,1595.5,N001502,S043,489.5,17.17,0
N004626,S001,19.46,N005298,3367.0,N004766,S002,1536.5,20.33,0
N008384,S006,19.46,N008384,0.0,N008428,S013,169.2,14.56,0
N008874,S012,19.46,N008125,4922.8,N008145,S104,63.1,19.68,0
N003704,S005,19.45,N002822,3665.3,N002836,S092,81.5,20.01,0
N003640,S005,19.44,N002822,3667.1,N002836,S092,81.5,20.0,0
N004636,S001,19.44,N005298,3537.9,N004766,S002,1536.5,20.31,0
N000878,S007,19.42,N001225,1827.1,N001502,S043,489.5,17.13,0
N000765,S007,19.41,N001225,1506.3,N001502,S043,489.5,17.11,0
N000766,S007,19.41,N001225,1684.4,N001502,S043,489.5,17.11,0
N000739,S007,19.38,N001225,1773.6,N001502,S043,489.5,17.09,0
N000849,S007,19.37,N001225,1229.1,N001502,S043,489.5,17.08,0
N004258,S005,19.37,N002822,4299.9,N002836,S092,81.5,19.93,0
N008105,S006,19.37,N007488,4954.0,N007474,S170,75.7,18.65,0
N003647,S005,19.36,N002822,3648.2,N002836,S092,81.5,19.92,0
N004577,S001,19.33,N005298,3242.5,N004766,S002,1536.5,20.2,0
N007294,S014,19.33,N007524,2090.3,N007564,S006,102.0,20.84,0
N003532,S005,19.32,N002822,3235.3,N002836,S092,81.5,19.88,0
N006809,S022,19.32,N005842,3079.4,N005584,S134,583.7,20.48,0
N007129,S014,19.32,N007524,3029.0,N007564,S006,102.0,20.83,0
N007950,S006,19.32,N007488,4533.3,N007474,S170,75.7,18.6,0
N007852,S006,19.31,N007488,4331.9,N007474,S170,75.7,18.59,0
N008138,S006,19.3,N007488,5059.6,N007474,S170,75.7,18.58,0
N000876,S007,19.29,N001225,1255.7,N001502,S043,489.5,16.99,0
N004392,S001,19.29,N005298,4220.0,N004766,S002,1536.5,20.16,0
N008212,S006,19.29,N007488,5214.4,N007474,S170,75.7,18.57,0
N008863,S012,19.28,N008125,4837.2,N008145,S104,63.1,19.5,0
N008876,S012,19.28,N008125,4738.7,N008145,S104,63.1,19.5,0
N006841,S022,19.27,N005842,3282.7,N005584,S134,583.7,20.44,0
N007586,S018,19.27,N007641,2335.2,N007605,S143,183.7,19.69,0
N007742,S006,19.27,N007488,3966.9,N007474,S170,75.7,18.55,0
N000843,S007,19.26,N001225,1001.9,N001502,S043,489.5,16.97,0
N000958,S016,19.26,N001062,610.2,N001118,S007,214.1,17.66,0
N008331,S006,19.24,N008331,0.0,N008413,S013,253.2,15.17,0
N008647,S017,19.22,N008055,5058.3,N008094,S104,80.1,19.72,0
N007656,S006,19.21,N007488,3642.4,N007474,S170,75.7,18.49,0
N008077,S006,19.21,N007488,4871.1,N007474,S170,75.7,18.49,0
N007838,S006,19.18,N007488,4245.8,N007474,S170,75.7,18.46,0
X000101,S001,19.18,N005298,8438.7,N004766,S002,1536.5,20.05,0
N008067,S006,19.17,N007488,4866.5,N007474,S170,75.7,18.45,0
N008584,S017,19.17,N008055,5324.2,N008094,S104,80.1,19.67,0
N003126,S011,19.16,N002450,1090.4,N002307,S004,555.6,17.68,0
N003570,S005,19.16,N002822,3609.2,N002836,S092,81.5,19.72,0
N007921,S006,19.16,N007488,4420.7,N007474,S170,75.7,18.44,0
N000985,S016,19.14,N001505,1290.3,N001604,S040,282.5,17.77,0
N000855,S007,19.13,N001225,1161.1,N001502,S043,489.5,16.84,0
N007498,S006,19.13,N007488,3117.2,N007474,S170,75.7,18.41,0
N001029,S016,19.11,N001505,1405.8,N001604,S040,282.5,17.74,0
N004605,S001,19.11,N005298,3238.4,N004766,S002,1536.5,19.98,0
N001045,S016,19.1,N001505,1406.1,N001604,S040,282.5,17.73,0
N003575,S005,19.1,N002822,3589.4,N002836,S092,81.5,19.65,0
N002054,S003,19.09,N003270,2418.2,N003298,S160,116.2,19.25,0
N006672,S022,19.09,N005842,3670.5,N005584,S134,583.7,20.25,0
N005508,S001,19.07,N005298,6232.8,N004766,S002,1536.5,19.94,0
N006778,S022,19.07,N005842,2956.9,N005584,S134,583.7,20.23,0
N008818,S012,19.07,N008125,4379.4,N008145,S104,63.1,19.28,0
N001096,S016,19.06,N001505,1508.5,N001604,S040,282.5,17.7,0
N008166,S006,19.05,N007488,5049.9,N007474,S170,75.7,18.33,0
N000898,S007,19.04,N001225,1938.6,N001502,S043,489.5,16.75,0
N000824,S007,19.03,N001225,1324.5,N001502,S043,489.5,16.74,0
N005538,S001,19.02,N005298,6319.1,N004766,S002,1536.5,19.88,0
N007989,S006,19.02,N007488,4570.4,N007474,S170,75.7,18.3,0
N000852,S007,19.01,N001225,1202.3,N001502,S043,489.5,16.72,0
N006791,S022,19.01,N005842,3036.0,N005584,S134,583.7,20.18,0
N003593,S005,19.0,N002822,3515.2,N002836,S092,81.5,19.56,0
N001162,S021,18.99,N001886,2140.2,N001826,S040,222.7,19.04,0
N002063,S003,18.99,N003270,2326.2,N003298,S160,116.2,19.15,0
N004692,S001,18.98,N005298,3707.6,N004766,S002,1536.5,19.85,0
N007796,S018,18.98,N007641,2396.7,N007605,S143,183.7,19.4,0
N007320,S006,18.96,N007488,2342.8,N007474,S170,75.7,18.24,0
N000680,S004,18.95,N001038,4036.7,N000999,S156,85.0,19.46,0
N007682,S018,18.95,N007641,2266.7,N007605,S143,183.7,19.37,0
N008053,S006,18.95,N007488,4787.9,N007474,S170,75.7,18.23,0
N008563,S012,18.95,N008125,4024.3,N008145,S104,63.1,19.17,0
N008827,S012,18.95,N008125,4331.6,N008145,S104,63.1,19.17,0
N006120,S001,18.94,N005298,7248.9,N004766,S002,1536.5,19.81,0
N008911,S012,18.94,N008918,479.5,N009018,S027,563.1,16.49,0
N000817,S007,18.93,N001225,1800.2,N001502,S043,489.5,16.64,0
N004536,S001,18.93,N005298,3184.2,N004766,S002,1536.5,19.8,0
N006802,S022,18.92,N005842,3122.8,N005584,S134,583.7,20.08,0
N000802,S007,18.91,N001225,1423.4,N001502,S043,489.5,16.62,0
N006788,S022,18.91,N005842,2991.8,N005584,S134,583.7,20.07,0
N008142,S006,18.91,N007488,4959.6,N007474,S170,75.7,18.19,0
N008173,S006,18.91,N007488,5041.6,N007474,S170,75.7,18.19,0
N004396,S001,18.9,N005298,2916.5,N004766,S002,1536.5,19.77,0
N008044,S006,18.9,N007488,4779.8,N007474,S170,75.7,18.18,0
N008867,S012,18.9,N008125,4647.7,N008145,S104,63.1,19.12,0
N008206,S006,18.88,N007488,5129.1,N007474,S170,75.7,18.16,0
N008466,S012,18.88,N008125,3446.4,N008145,S104,63.1,19.1,0
N005517,S001,18.87,N005298,6309.7,N004766,S002,1536.5,19.73,0
N005492,S001,18.86,N005298,6177.4,N004766,S002,1536.5,19.73,0
N007901,S006,18.85,N007488,4333.6,N007474,S170,75.7,18.13,0
N000850,S007,18.84,N001225,893.6,N001502,S043,489.5,16.55,0
N007888,S006,18.81,N007488,4251.7,N007474,S170,75.7,18.09,0
N008753,S017,18.81,N008055,4532.0,N008094,S104,80.1,19.31,0
N000840,S007,18.8,N001225,1313.4,N001502,S043,489.5,16.51,0
N001051,S016,18.8,N001505,1492.5,N001604,S040,282.5,17.44,0
N000881,S016,18.78,N001062,578.3,N001118,S007,214.1,17.18,0
N003628,S005,18.78,N002822,3414.5,N002836,S092,81.5,19.34,0
N001226,S016,18.77,N001252,87.8,N001347,S021,197.7,15.77,0
N004514,S001,18.77,N005298,3093.5,N004766,S002,1536.5,19.64,0
N000874,S007,18.76,N001225,1365.5,N001502,S043,489.5,16.47,0
X000090,S014,18.76,N007524,2614.0,N007564,S006,102.0,20.27,0
N008838,S012,18.75,N008125,4384.5,N008145,S104,63.1,18.97,0
N003020,S011,18.74,N002450,871.4,N002307,S004,555.6,17.26,0
N003358,S005,18.74,N002822,2999.4,N002836,S092,81.5,19.3,0
N008578,S012,18.74,N008125,3985.6,N008145,S104,63.1,18.96,0
N008690,S017,18.74,N008055,4704.3,N008094,S104,80.1,19.24,0
N003574,S005,18.73,N002822,3314.4,N002836,S092,81.5,19.29,0
N008879,S012,18.73,N008125,5212.4,N008145,S104,63.1,18.95,0
N000893,S016,18.68,N001505,1574.9,N001604,S040,282.5,17.31,0
N004490,S001,18.65,N005298,3011.4,N004766,S002,1536.5,19.52,0
N008036,S006,18.63,N007488,4702.9,N007474,S170,75.7,17.91,0
N007326,S018,18.62,N007407,768.3,N007267,S019,857.0,18.49,0
N006786,S022,18.61,N005842,2959.8,N005584,S134,583.7,19.78,0
N008887,S012,18.61,N008918,363.9,N009018,S027,563.1,16.16,0
N000956,S007,18.6,N001225,1120.4,N001502,S043,489.5,16.31,0
N001183,S016,18.6,N001505,1595.4,N001604,S040,282.5,17.23,0
N007975,S006,18.6,N007488,4482.8,N007474,S170,75.7,17.88,0
X000113,S006,18.6,N007488,4345.7,N007474,S170,75.7,17.88,0
N004325,S001,18.59,N005298,4140.0,N004766,S002,1536.5,19.46,0
N000801,S007,18.58,N001225,1602.5,N001502,S043,489.5,16.29,0
N002286,S003,18.57,N003270,3055.9,N003298,S160,116.2,18.73,0
N003533,S005,18.56,N002822,3142.9,N002836,S092,81.5,19.12,0
N004575,S001,18.56,N005298,3136.9,N004766,S002,1536.5,19.43,0
N007627,S018,18.56,N007641,2064.5,N007605,S143,183.7,18.98,0
N003535,S005,18.55,N002822,3239.0,N002836,S092,81.5,19.11,0
N007962,S006,18.55,N007488,4404.7,N007474,S170,75.7,17.83,0
N000907,S007,18.54,N001225,1172.0,N001502,S043,489.5,16.25,0
N005154,S001,18.54,N005298,4568.8,N004766,S002,1536.5,19.41,0
N007862,S006,18.51,N007488,4163.1,N007474,S170,75.7,17.79,0
N005481,S001,18.49,N005298,6090.6,N004766,S002,1536.5,19.36,0
N007747,S018,18.49,N007641,2237.0,N007605,S143,183.7,18.92,0
N008014,S006,18.48,N007488,4613.0,N007474,S170,75.7,17.76,0
N001211,S016,18.45,N001505,1510.2,N001604,S040,282.5,17.09,0
N000793,S004,18.44,N001038,3301.2,N000999,S156,85.0,18.96,0
N007314,S006,18.44,N007488,2166.4,N007474,S170,75.7,17.72,0
N000969,S016,18.43,N001062,674.7,N001118,S007,214.1,16.84,0
N001482,S004,18.43,N001038,3062.6,N000999,S156,85.0,18.95,0
N007952,S018,18.43,N007952,0.0,N008262,S012,1117.3,17.58,0
N000971,S016,18.41,N000971,0.0,N000987,S007,105.2,12.29,0
N008736,S017,18.41,N008055,4557.8,N008094,S104,80.1,18.91,0
N002791,S011,18.39,N002791,0.0,N002443,S004,602.1,13.17,0
N003524,S005,18.39,N002822,3164.6,N002836,S092,81.5,18.95,0
N000867,S007,18.38,N001225,1647.9,N001502,S043,489.5,16.09,0
N001168,S021,18.38,N001886,2056.0,N001826,S040,222.7,18.44,0
N001005,S016,18.36,N001505,1281.3,N001604,S040,282.5,16.99,0
N001252,S016,18.35,N001252,0.0,N001347,S021,197.7,15.34,0
X000085,S017,18.35,N008055,5087.3,N008094,S104,80.1,18.85,0
N000807,S007,18.33,N001225,1404.5,N001502,S043,489.5,16.04,0
N007759,S018,18.33,N007641,2236.5,N007605,S143,183.7,18.75,0
N004446,S001,18.32,N005298,2850.2,N004766,S002,1536.5,19.19,0
N000983,S016,18.31,N001062,197.6,N001118,S007,214.1,16.72,0
N007813,S018,18.3,N007641,2577.6,N007605,S143,183.7,18.72,0
N008913,S012,18.3,N008125,5037.0,N008145,S104,63.1,18.52,0
N007752,S018,18.28,N007641,2214.3,N007605,S143,183.7,18.7,0
N007944,S006,18.25,N007488,4312.5,N007474,S170,75.7,17.53,0
N001494,S004,18.24,N001038,3034.7,N000999,S156,85.0,18.75,0
N006176,S001,18.22,N005298,6960.9,N004766,S002,1536.5,19.09,0
N001075,S016,18.2,N001505,1304.5,N001604,S040,282.5,16.83,0
N008612,S017,18.2,N008055,5291.5,N008094,S104,80.1,18.71,0
N007922,S018,18.19,N007641,2759.5,N007605,S143,183.7,18.61,0
N007882,S006,18.18,N007488,4110.5,N007474,S170,75.7,17.46,0
N007748,S018,18.13,N007641,2193.9,N007605,S143,183.7,18.55,0
N003513,S005,18.12,N002822,3184.3,N002836,S092,81.5,18.68,0
N000854,S007,18.11,N001225,845.2,N001502,S043,489.5,15.81,0
N005141,S001,18.11,N005298,3785.1,N004766,S002,1536.5,18.98,0
N000803,S004,18.1,N001038,3883.6,N000999,S156,85.0,18.62,0
N005116,S001,18.1,N005298,4765.6,N004766,S002,1536.5,18.97,0
N005414,S001,18.08,N005298,6087.1,N004766,S002,1536.5,18.94,0
N007324,S006,18.07,N007488,2194.7,N007474,S170,75.7,17.35,0
N000993,S016,18.06,N001062,317.6,N001118,S007,214.1,16.46,0
N000865,S007,18.04,N001225,1080.1,N001502,S043,489.5,15.75,0
N007728,S018,18.04,N007641,2107.1,N007605,S143,183.7,18.46,0
N008764,S017,18.03,N008055,4461.6,N008094,S104,80.1,18.54,0
N002159,S003,18.02,N003270,2199.7,N003298,S160,116.2,18.18,0
N002199,S003,18.02,N003270,2373.4,N003298,S160,116.2,18.18,0
N005056,S001,18.02,N005298,4953.0,N004766,S002,1536.5,18.89,0
N007724,S018,18.0,N007641,2183.0,N007605,S143,183.7,18.43,0
N000706,S004,17.98,N001038,3943.2,N000999,S156,85.0,18.49,0
N002156,S003,17.98,N003270,2291.8,N003298,S160,116.2,18.14,0
N007832,S006,17.96,N007488,3955.6,N007474,S170,75.7,17.24,0
N008892,S012,17.92,N008918,289.2,N009018,S027,563.1,15.47,0
N001392,S004,17.89,N001038,2996.0,N000999,S156,85.0,18.4,0
N006755,S022,17.88,N005842,2826.6,N005584,S134,583.7,19.05,0
N007726,S018,17.88,N007641,2278.2,N007605,S143,183.7,18.31,0
N005454,S001,17.85,N005298,6004.3,N004766,S002,1536.5,18.72,0
N000949,S007,17.82,N001225,1060.6,N001502,S043,489.5,15.52,0
N001131,S016,17.8,N001505,1362.6,N001604,S040,282.5,16.44,0
N007328,S006,17.8,N007488,2156.9,N007474,S170,75.7,17.08,0
N008919,S012,17.8,N008918,413.2,N009018,S027,563.1,15.35,0
N008005,S006,17.79,N007488,4798.1,N007474,S170,75.7,17.07,0
N001543,S004,17.78,N001038,2961.4,N000999,S156,85.0,18.3,0
N007368,S006,17.78,N007488,2334.8,N007474,S170,75.7,17.06,0
X000087,S001,17.78,N005298,7384.3,N004766,S002,1536.5,18.65,0
N007412,S006,17.77,N007488,2515.8,N007474,S170,75.7,17.05,0
N006192,S001,17.76,N005298,6876.8,N004766,S002,1536.5,18.63,0
N007582,S018,17.76,N007641,1859.1,N007605,S143,183.7,18.18,0
N001219,S021,17.74,N001886,1857.1,N001826,S040,222.7,17.8,0
N000891,S007,17.72,N001225,996.9,N001502,S043,489.5,15.43,0
N001016,S016,17.7,N001062,108.0,N001118,S007,214.1,16.11,0
N001588,S004,17.69,N001038,2894.0,N000999,S156,85.0,18.21,0
N003479,S005,17.68,N002822,3088.3,N002836,S092,81.5,18.24,0
N007276,S014,17.67,N007524,1777.0,N007564,S006,102.0,19.18,0
N007822,S018,17.67,N007641,2490.5,N007605,S143,183.7,18.09,0
N002944,S011,17.62,N002450,760.6,N002307,S004,555.6,16.14,0
N006744,S022,17.6,N005842,2779.7,N005584,S134,583.7,18.77,0
N002171,S003,17.58,N003270,2116.5,N003298,S160,116.2,17.74,0
N005962,S001,17.56,N005298,8870.9,N004766,S002,1536.5,18.43,0
N004436,S001,17.53,N005298,4346.0,N004766,S002,1536.5,18.4,0
N006190,S001,17.53,N005298,7073.6,N004766,S002,1536.5,18.4,0
N007825,S018,17.53,N007641,2501.6,N007605,S143,183.7,17.95,0
N007497,S014,17.52,N007524,2212.5,N007564,S006,102.0,19.03,0
N003478,S005,17.51,N002822,3021.1,N002836,S092,81.5,18.07,0
N007843,S018,17.51,N007641,2548.8,N007605,S143,183.7,17.93,0
N000829,S007,17.5,N001225,1560.8,N001502,S043,489.5,15.21,0
