PIPE_ID,CATCH,TIER,ROLE,DN_MM,LEN_M,SLOPE_PCT,Q_LOW_LS,V_LOW_MS,S_MARA_PCT,CONNECTED_2030,WHY
P09582,C05,secondary header,sub main,200,115.9,0.5,0.0,0.0,,0.0,no flow in 2030
P09583,C19,secondary main sewer,lateral,200,23.8,0.5,0.004,0.056,7.13,0.0,below Mara's slope
P09584,C19,secondary header,sub main,200,139.6,0.5,0.237,0.234,1.092,5.3,below Mara's slope
P09585,C19,secondary header,sub main,200,135.5,1.15,0.023,0.141,3.196,0.1,below Mara's slope
P09586,C300,secondary main sewer,lateral,200,79.5,2.45,0.0,0.0,,0.0,no flow in 2030
P09587,C64,secondary header,sub main,200,915.6,0.65,0.003,0.057,7.873,0.0,below Mara's slope
P09588,C19,secondary main sewer,lateral,200,81.5,0.5,0.141,0.198,1.389,2.1,below Mara's slope
P09590,C19,secondary header,sub main,200,80.5,0.5,0.299,0.253,0.983,7.6,below Mara's slope
P09592,C19,secondary main sewer,lateral,200,79.6,0.5,0.048,0.138,2.28,0.3,below Mara's slope
P09593,C19,secondary header,sub main,200,77.6,0.5,0.144,0.199,1.377,2.1,below Mara's slope
P09594,C19,secondary header,sub main,200,179.9,0.5,0.482,0.294,0.788,16.0,below Mara's slope
P09595,C19,secondary main sewer,lateral,200,61.8,0.5,0.107,0.181,1.575,1.3,below Mara's slope
P09596,C19,secondary main sewer,lateral,200,97.8,0.5,0.126,0.191,1.462,1.7,below Mara's slope
P09597,C19,secondary main sewer,lateral,200,37.3,0.5,0.035,0.123,2.644,0.1,below Mara's slope
P09598,C19,secondary main sewer,lateral,200,84.8,0.5,0.258,0.241,1.051,6.0,below Mara's slope
P09600,C19,secondary main sewer,lateral,200,19.2,0.5,0.069,0.155,1.935,0.6,below Mara's slope
P09601,C19,secondary header,sub main,200,157.5,0.5,0.197,0.221,1.191,3.6,below Mara's slope
P09602,C19,secondary header,sub main,200,249.7,0.55,0.043,0.136,2.41,0.0,below Mara's slope
P09603,C19,secondary header,sub main,200,155.6,0.5,0.598,0.315,0.714,22.0,below Mara's slope
P09604,C19,secondary main sewer,lateral,200,78.5,0.5,0.048,0.137,2.287,0.3,below Mara's slope
P09605,C19,secondary header,sub main,200,154.7,1.45,0.084,0.239,1.766,0.7,below Mara's slope
P09606,C19,secondary header,sub main,200,164.7,0.5,0.11,0.182,1.555,1.2,below Mara's slope
P09607,C19,secondary main sewer,lateral,200,81.8,0.5,0.077,0.161,1.839,0.6,below Mara's slope
P09608,C19,secondary header,sub main,200,59.8,0.5,0.602,0.316,0.711,22.0,below Mara's slope
P09609,C19,secondary main sewer,lateral,200,82.9,0.65,0.131,0.211,1.438,0.1,below Mara's slope
P09610,C19,secondary header,sub main,200,157.0,0.5,0.209,0.225,1.159,3.9,below Mara's slope
P09611,C19,secondary header,sub main,200,214.2,0.5,0.211,0.226,1.154,4.0,below Mara's slope
P09612,C19,secondary header,sub main,200,154.1,0.5,0.218,0.228,1.135,4.1,below Mara's slope
P09613,C101,secondary header,sub main,200,943.9,0.5,0.019,0.1,3.492,0.0,below Mara's slope
P09614,C19,secondary header,sub main,200,122.1,0.5,0.227,0.231,1.115,4.4,below Mara's slope
P09615,C19,secondary header,sub main,200,39.1,0.5,0.228,0.231,1.113,4.4,below Mara's slope
P09616,C19,secondary header,sub main,200,245.9,0.5,0.266,0.243,1.036,6.0,below Mara's slope
P09617,C19,secondary header,sub main,200,291.8,0.8,0.384,0.322,0.875,10.5,below Mara's slope
P09618,C19,secondary header,sub main,200,830.0,0.5,0.637,0.321,0.693,22.1,below Mara's slope
P09619,C19,secondary header,sub main,200,171.6,1.1,0.059,0.193,2.072,0.4,below Mara's slope
P09620,C19,secondary header,sub main,200,85.0,1.5,0.071,0.229,1.902,0.5,below Mara's slope
P09621,C19,secondary header,sub main,200,350.2,1.35,0.122,0.265,1.483,1.5,below Mara's slope
P09622,C19,secondary header,sub main,200,159.2,0.6,0.1,0.188,1.63,1.0,below Mara's slope
P09623,C19,secondary main sewer,lateral,200,145.9,1.05,0.064,0.195,2.004,0.4,below Mara's slope
P09624,C19,secondary header,sub main,200,162.7,1.25,0.141,0.271,1.387,1.9,below Mara's slope
P09625,C19,secondary main sewer,lateral,200,132.7,0.75,0.074,0.184,1.864,0.6,below Mara's slope
P09626,C19,secondary header,sub main,200,88.4,1.05,0.125,0.245,1.467,1.5,below Mara's slope
P09627,C19,secondary header,sub main,200,454.9,0.5,0.832,0.349,0.612,32.6,below Mara's slope
P09628,C19,secondary main sewer,lateral,200,164.1,1.45,0.063,0.217,2.015,0.4,below Mara's slope
P09631,C19,secondary header,sub main,200,83.8,0.5,0.172,0.211,1.268,2.5,below Mara's slope
P09632,C19,secondary main sewer,lateral,200,90.1,0.75,0.064,0.175,1.992,0.4,below Mara's slope
P09633,C19,secondary header,sub main,200,84.1,0.5,0.208,0.225,1.161,3.8,below Mara's slope
P09635,C19,secondary header,sub main,200,80.7,0.5,0.21,0.225,1.155,3.9,below Mara's slope
P09636,C19,secondary main sewer,lateral,200,86.7,0.5,0.065,0.152,1.991,0.4,below Mara's slope
P09637,C19,secondary header,sub main,200,170.4,0.55,0.193,0.227,1.201,3.1,below Mara's slope
P09638,C19,secondary header,sub main,200,85.0,0.5,0.211,0.226,1.154,3.6,below Mara's slope
P09639,C19,secondary header,sub main,200,419.7,0.5,0.832,0.349,0.612,32.6,below Mara's slope
P09640,C19,secondary header,sub main,200,23.5,0.5,0.251,0.239,1.064,5.0,below Mara's slope
P09642,C19,secondary header,sub main,200,278.8,0.55,0.292,0.259,0.993,6.5,below Mara's slope
P09643,C19,secondary header,sub main,200,196.5,0.55,1.043,0.388,0.552,44.1,below Mara's slope
P09644,C61,secondary header,sub main,200,1159.4,0.5,0.0,0.0,,0.0,no flow in 2030
P09645,C42,secondary main sewer,lateral,200,35.0,0.5,0.0,0.0,,0.0,no flow in 2030
P09646,C42,secondary main sewer,lateral,200,294.3,0.5,0.0,0.0,,0.0,no flow in 2030
P09647,C42,secondary main sewer,lateral,200,443.9,0.5,0.0,0.0,,0.0,no flow in 2030
P09648,C42,secondary main sewer,lateral,200,119.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09649,C42,secondary main sewer,lateral,200,142.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09650,C42,secondary main sewer,lateral,200,39.4,3.8,0.0,0.0,,0.0,no flow in 2030
P09651,C42,secondary main sewer,lateral,200,522.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09652,C42,secondary main sewer,lateral,200,181.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09653,C42,secondary main sewer,lateral,200,179.4,0.9,0.0,0.0,,0.0,no flow in 2030
P09654,C42,secondary header,sub main,200,1167.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09655,C42,secondary main sewer,lateral,200,802.3,0.5,0.0,0.0,,0.0,no flow in 2030
P09656,C41,secondary main sewer,lateral,200,74.7,1.7,0.0,0.0,,0.0,no flow in 2030
P09657,C41,secondary header,sub main,200,857.5,0.6,0.0,0.0,,0.0,no flow in 2030
P09658,C50,secondary header,sub main,200,1196.3,0.5,0.0,0.0,,0.0,no flow in 2030
P09659,C50,secondary header,sub main,200,279.6,0.5,0.02,0.102,3.381,0.0,below Mara's slope
P09660,C41,secondary header,sub main,200,389.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09661,C50,secondary header,sub main,200,220.4,2.35,0.01,0.132,4.715,0.0,below Mara's slope
P09662,C50,secondary header,sub main,200,309.7,0.5,0.023,0.106,3.211,0.1,below Mara's slope
P09663,C50,secondary header,sub main,200,333.3,0.5,0.01,0.079,4.715,0.0,below Mara's slope
P09664,C50,secondary header,sub main,200,193.9,0.5,0.014,0.09,4.008,0.0,below Mara's slope
P09665,C50,secondary header,sub main,200,84.5,0.5,0.015,0.09,3.961,0.0,below Mara's slope
P09666,C50,secondary header,sub main,200,218.5,0.5,0.02,0.102,3.381,0.0,below Mara's slope
P09667,C50,secondary header,sub main,200,205.0,2.4,0.02,0.173,3.381,0.0,below Mara's slope
P09668,C50,secondary header,sub main,200,972.7,0.5,0.027,0.113,2.957,0.1,below Mara's slope
P09669,C50,secondary header,sub main,200,254.4,0.5,0.0,0.0,,0.0,no flow in 2030
P09670,C50,secondary main sewer,lateral,200,79.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09671,C50,secondary main sewer,lateral,200,44.9,3.0,0.0,0.0,,0.0,no flow in 2030
P09672,C41,secondary header,sub main,200,3238.8,0.5,0.01,0.08,4.653,0.0,below Mara's slope
P09673,C41,secondary main sewer,lateral,200,90.0,1.1,0.0,0.0,,0.0,no flow in 2030
P09674,C43,secondary main sewer,branch,200,103.7,0.8,0.02,0.118,3.444,0.0,below Mara's slope
P09675,C43,secondary main sewer,branch,200,163.6,0.95,0.022,0.13,3.294,0.1,below Mara's slope
P09676,C43,secondary main sewer,branch,200,60.2,1.25,0.01,0.108,4.653,0.0,below Mara's slope
P09677,C43,secondary main sewer,branch,200,142.6,0.5,0.033,0.122,2.695,0.1,below Mara's slope
P09678,C43,secondary main sewer,branch,200,141.1,0.5,0.077,0.161,1.838,0.7,below Mara's slope
P09679,C43,secondary main sewer,branch,200,166.8,0.85,0.027,0.136,2.958,0.1,below Mara's slope
P09680,C43,secondary main sewer,branch,200,143.0,0.5,0.033,0.121,2.718,0.1,below Mara's slope
P09681,C72,secondary main sewer,branch,200,80.0,0.75,0.026,0.127,3.042,0.1,below Mara's slope
P09682,C110,secondary main sewer,branch,200,58.1,0.5,0.0,0.0,,0.0,no flow in 2030
P09683,C72,secondary main sewer,branch,200,42.4,1.0,0.021,0.129,3.375,0.1,below Mara's slope
P09684,C72,secondary main sewer,branch,200,135.7,0.5,0.034,0.122,2.673,0.1,below Mara's slope
P09685,C72,secondary main sewer,branch,200,240.1,0.5,0.048,0.137,2.285,0.3,below Mara's slope
P09686,C72,secondary main sewer,branch,200,241.8,0.5,0.044,0.134,2.365,0.2,below Mara's slope
P09687,C72,secondary main sewer,branch,200,126.7,1.3,0.029,0.16,2.858,0.1,below Mara's slope
P09688,C72,secondary main sewer,branch,200,102.2,0.5,0.026,0.111,3.03,0.1,below Mara's slope
P09689,C72,secondary main sewer,branch,200,103.1,0.5,0.073,0.159,1.878,0.7,below Mara's slope
P09690,C24,secondary main sewer,branch,200,139.7,0.55,0.0,0.0,,0.0,no flow in 2030
P09691,C24,secondary main sewer,branch,200,35.8,1.0,0.23,0.295,1.109,2.4,below Mara's slope
P09692,C179,secondary main sewer,branch,200,408.0,0.85,0.0,0.0,,0.0,no flow in 2030
P09693,C60,secondary main sewer,branch,200,62.6,0.5,0.088,0.169,1.727,0.6,below Mara's slope
P09694,C67,secondary main sewer,branch,200,73.4,0.7,0.021,0.115,3.365,0.1,below Mara's slope
P09695,C127,secondary main sewer,branch,200,48.9,0.8,0.012,0.099,4.339,0.0,below Mara's slope
P09696,C103,secondary main sewer,branch,200,422.2,0.55,0.222,0.237,1.125,3.1,below Mara's slope
P09697,C103,secondary main sewer,branch,200,16.1,0.5,0.106,0.18,1.586,0.0,below Mara's slope
P09698,C60,secondary main sewer,branch,200,118.9,0.5,0.106,0.18,1.586,0.0,below Mara's slope
P09699,C251,secondary main sewer,branch,200,54.8,0.95,0.001,0.043,12.545,0.0,below Mara's slope
P09700,C86,secondary main sewer,branch,200,165.2,1.1,0.023,0.14,3.179,0.1,below Mara's slope
P09703,C186,secondary main sewer,branch,200,71.2,1.1,0.045,0.175,2.359,0.1,below Mara's slope
P09704,C86,secondary main sewer,branch,200,449.7,1.1,0.155,0.268,1.328,2.6,below Mara's slope
P09705,C226,secondary main sewer,branch,200,434.5,0.85,0.069,0.186,1.935,0.6,below Mara's slope
P09706,C86,secondary main sewer,branch,200,71.5,0.7,0.025,0.123,3.08,0.1,below Mara's slope
P09707,C86,secondary main sewer,branch,200,90.8,0.7,0.07,0.175,1.92,0.6,below Mara's slope
P09708,C255,secondary main sewer,branch,200,93.8,1.05,0.131,0.249,1.436,1.2,below Mara's slope
P09709,C10,secondary main sewer,branch,200,586.9,0.5,0.083,0.166,1.771,0.5,below Mara's slope
P09710,C94,secondary main sewer,branch,200,183.1,0.5,0.221,0.229,1.129,2.9,below Mara's slope
P09711,C86,secondary main sewer,branch,200,205.4,0.5,0.007,0.071,5.385,0.0,below Mara's slope
P09712,C94,secondary main sewer,branch,200,70.5,0.5,0.174,0.212,1.261,2.0,below Mara's slope
P09713,C304,secondary main sewer,branch,200,61.5,0.5,0.096,0.174,1.66,0.7,below Mara's slope
P09714,C37,secondary main sewer,branch,200,93.9,1.6,0.103,0.265,1.602,1.3,below Mara's slope
P09715,C24,secondary main sewer,branch,200,216.0,0.65,0.138,0.215,1.401,1.4,below Mara's slope
P09716,C37,secondary main sewer,branch,200,65.8,0.8,0.0,0.0,,0.0,no flow in 2030
P09717,C94,secondary main sewer,branch,200,171.0,0.65,0.18,0.235,1.241,2.5,below Mara's slope
P09718,C37,secondary main sewer,branch,200,63.6,1.45,0.07,0.225,1.919,0.6,below Mara's slope
P09719,C167,secondary main sewer,branch,200,53.3,1.3,0.101,0.245,1.623,1.2,below Mara's slope
P09720,C227,secondary main sewer,branch,200,90.8,0.95,0.096,0.217,1.656,0.7,below Mara's slope
P09721,C167,secondary main sewer,branch,200,78.0,0.5,0.102,0.178,1.609,1.3,below Mara's slope
P09722,C227,secondary main sewer,branch,200,96.4,0.5,0.0,0.0,,0.0,no flow in 2030
P09723,C167,secondary main sewer,branch,200,227.8,0.5,0.176,0.213,1.254,1.9,below Mara's slope
P09724,C281,secondary main sewer,branch,200,172.5,0.5,0.0,0.0,,0.0,no flow in 2030
P09725,C37,secondary main sewer,branch,200,29.5,0.55,0.051,0.145,2.225,0.2,below Mara's slope
P09726,C37,secondary main sewer,branch,200,230.9,0.5,0.006,0.064,6.134,0.0,below Mara's slope
P09727,C37,secondary main sewer,branch,200,270.7,0.5,0.519,0.301,0.761,6.6,below Mara's slope
P09728,C37,secondary main sewer,branch,200,255.1,0.5,0.264,0.243,1.04,3.9,below Mara's slope
P09729,C37,secondary main sewer,branch,200,63.2,0.85,0.124,0.227,1.474,1.1,below Mara's slope
P09730,C23,secondary main sewer,branch,200,72.8,1.05,0.04,0.167,2.471,0.1,below Mara's slope
P09731,C162,secondary main sewer,branch,200,508.8,0.8,0.0,0.0,,0.0,no flow in 2030
P09733,C173,secondary main sewer,branch,200,229.4,1.4,0.0,0.0,,0.0,no flow in 2030
P09734,C23,secondary main sewer,branch,200,94.7,0.85,0.0,0.0,,0.0,no flow in 2030
P09735,C23,secondary main sewer,branch,200,80.3,0.95,0.045,0.167,2.361,0.2,below Mara's slope
P09736,C23,secondary main sewer,branch,200,58.8,0.6,0.04,0.137,2.489,0.1,below Mara's slope
P09737,C40,secondary main sewer,branch,200,318.4,0.5,0.051,0.14,2.227,0.2,below Mara's slope
P09738,C23,secondary main sewer,branch,200,28.3,3.45,0.017,0.181,3.716,0.0,below Mara's slope
P09739,C23,secondary main sewer,branch,200,78.6,0.95,0.046,0.169,2.329,0.2,below Mara's slope
P09740,C23,secondary main sewer,branch,200,26.8,1.75,0.0,0.0,,0.0,no flow in 2030
P09741,C23,secondary main sewer,branch,200,57.2,1.75,0.017,0.145,3.716,0.0,below Mara's slope
P09742,C23,secondary main sewer,branch,200,19.3,1.65,0.0,0.0,,0.0,no flow in 2030
P09743,C23,secondary main sewer,branch,200,66.3,0.5,0.037,0.126,2.581,0.1,below Mara's slope
P09744,C23,secondary main sewer,branch,200,161.7,0.5,0.046,0.135,2.337,0.2,below Mara's slope
P09745,C23,secondary main sewer,branch,200,65.1,1.25,0.017,0.13,3.682,0.0,below Mara's slope
P09746,C23,secondary main sewer,branch,200,99.7,0.65,0.116,0.203,1.518,1.2,below Mara's slope
P09747,C162,secondary main sewer,branch,200,89.8,0.9,0.0,0.0,,0.0,no flow in 2030
P09748,C91,secondary main sewer,branch,200,231.4,1.0,0.057,0.185,2.108,0.3,below Mara's slope
P09749,C183,secondary main sewer,branch,200,123.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09750,C10,secondary main sewer,branch,200,422.7,0.5,0.079,0.163,1.813,0.6,below Mara's slope
P09751,C91,secondary main sewer,branch,200,266.5,0.65,0.063,0.166,2.006,0.3,below Mara's slope
P09752,C49,secondary main sewer,branch,200,201.5,0.5,0.323,0.259,0.947,1.8,below Mara's slope
P09753,C224,secondary main sewer,branch,200,53.9,0.5,0.075,0.16,1.86,0.6,below Mara's slope
P09754,C91,secondary main sewer,branch,200,94.2,1.4,0.0,0.0,,0.0,no flow in 2030
P09755,C224,secondary main sewer,branch,200,222.6,0.5,0.078,0.162,1.823,0.7,below Mara's slope
P09756,C219,secondary main sewer,branch,200,54.7,0.95,0.136,0.243,1.413,0.1,below Mara's slope
P09757,C150,secondary main sewer,branch,200,923.9,0.5,0.0,0.0,,0.0,no flow in 2030
P09758,C51,secondary main sewer,branch,200,210.4,0.55,0.0,0.0,,0.0,no flow in 2030
P09759,C49,secondary main sewer,branch,200,210.9,0.85,0.304,0.305,0.974,4.9,below Mara's slope
P09760,C219,secondary main sewer,branch,200,160.5,0.5,0.113,0.184,1.539,1.3,below Mara's slope
P09761,C49,secondary main sewer,branch,200,24.7,1.25,0.0,0.0,,0.0,no flow in 2030
P09762,C49,secondary main sewer,branch,200,45.9,0.75,0.138,0.226,1.401,1.8,below Mara's slope
P09763,C49,secondary main sewer,branch,200,27.6,0.95,0.0,0.0,,0.0,no flow in 2030
P09764,C49,secondary main sewer,branch,200,155.8,0.5,0.144,0.199,1.377,1.9,below Mara's slope
P09765,C203,secondary main sewer,branch,200,555.9,0.5,0.0,0.0,,0.0,no flow in 2030
P09766,C10,secondary main sewer,branch,200,67.9,0.6,0.0,0.0,,0.0,no flow in 2030
P09767,C49,secondary main sewer,branch,200,66.0,0.5,0.181,0.215,1.238,2.4,below Mara's slope
P09768,C28,secondary main sewer,branch,200,124.5,0.5,0.0,0.0,,0.0,no flow in 2030
P09769,C89,secondary main sewer,branch,200,100.7,0.85,0.0,0.0,,0.0,no flow in 2030
P09770,C218,secondary main sewer,branch,200,481.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09771,C51,secondary main sewer,branch,200,530.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09772,C176,secondary main sewer,branch,200,278.2,0.6,0.08,0.174,1.801,0.7,below Mara's slope
P09773,C28,secondary main sewer,branch,200,143.2,0.65,0.102,0.194,1.615,1.0,below Mara's slope
P09774,C89,secondary main sewer,branch,200,49.1,1.2,0.0,0.0,,0.0,no flow in 2030
P09775,C10,secondary main sewer,branch,200,127.9,0.6,0.002,0.049,9.106,0.0,below Mara's slope
P09776,C264,secondary main sewer,branch,200,184.0,0.5,0.161,0.207,1.307,1.9,below Mara's slope
P09777,C160,secondary main sewer,branch,200,145.4,0.7,0.11,0.204,1.558,1.2,below Mara's slope
P09778,C201,secondary main sewer,branch,200,433.2,0.5,0.0,0.0,,0.0,no flow in 2030
P09779,C201,secondary main sewer,branch,200,125.0,0.5,0.0,0.0,,0.0,no flow in 2030
P09780,C28,secondary main sewer,branch,200,252.4,0.7,0.0,0.0,,0.0,no flow in 2030
P09781,C28,secondary main sewer,branch,200,49.3,0.5,0.138,0.196,1.401,1.8,below Mara's slope
P09782,C160,secondary main sewer,branch,200,106.1,0.55,0.114,0.19,1.532,1.3,below Mara's slope
P09783,C160,secondary main sewer,branch,200,152.0,0.5,0.08,0.164,1.801,0.7,below Mara's slope
P09784,C96,secondary main sewer,branch,200,73.8,0.75,0.29,0.288,0.996,1.2,below Mara's slope
P09785,C96,secondary main sewer,branch,200,45.8,1.2,0.11,0.245,1.558,1.2,below Mara's slope
P09786,C118,secondary main sewer,branch,200,411.0,0.5,0.0,0.0,,0.0,no flow in 2030
P09787,C118,secondary main sewer,branch,200,179.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09788,C123,secondary main sewer,branch,200,402.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09789,C28,secondary main sewer,branch,200,88.4,0.5,0.026,0.111,3.021,0.1,below Mara's slope
P09790,C96,secondary main sewer,branch,200,28.3,0.5,0.0,0.0,,0.0,no flow in 2030
P09791,C221,secondary main sewer,branch,200,153.7,0.5,0.0,0.0,,0.0,no flow in 2030
P09792,C81,secondary main sewer,branch,200,29.4,2.05,0.0,0.0,,0.0,no flow in 2030
P09793,C235,secondary main sewer,branch,200,72.4,0.5,0.0,0.0,,0.0,no flow in 2030
P09794,C28,secondary main sewer,branch,200,123.2,1.15,0.0,0.0,,0.0,no flow in 2030
P09795,C181,secondary main sewer,branch,200,191.1,0.65,0.105,0.196,1.588,0.7,below Mara's slope
P09796,C28,secondary main sewer,branch,200,151.0,0.5,0.0,0.0,,0.0,no flow in 2030
P09797,C28,secondary main sewer,branch,200,101.0,0.5,0.122,0.189,1.484,1.4,below Mara's slope
P09798,C245,secondary main sewer,branch,200,187.8,0.5,0.041,0.131,2.441,0.2,below Mara's slope
P09799,C06,secondary main sewer,branch,200,166.8,0.5,0.049,0.138,2.265,0.2,below Mara's slope
P09800,C138,secondary main sewer,branch,200,23.5,0.5,0.0,0.0,,0.0,no flow in 2030
P09801,C245,secondary main sewer,branch,200,77.9,0.5,0.113,0.184,1.541,1.3,below Mara's slope
P09802,C06,secondary main sewer,branch,200,128.8,0.5,0.083,0.166,1.77,0.7,below Mara's slope
P09803,C107,secondary main sewer,branch,200,1366.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09804,C107,secondary main sewer,branch,200,431.0,0.5,0.116,0.186,1.518,1.2,below Mara's slope
P09805,C168,secondary main sewer,branch,200,129.7,11.95,0.0,0.0,,0.0,no flow in 2030
P09806,C155,secondary main sewer,branch,200,281.9,0.5,0.055,0.144,2.15,0.3,below Mara's slope
P09807,C81,secondary main sewer,branch,200,329.3,0.5,0.0,0.0,,0.0,no flow in 2030
P09808,C92,secondary main sewer,branch,200,65.5,0.5,0.079,0.163,1.813,0.6,below Mara's slope
P09809,C116,secondary main sewer,branch,200,267.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09810,C138,secondary main sewer,branch,200,59.1,0.5,0.22,0.229,1.13,1.3,below Mara's slope
P09811,C146,secondary main sewer,branch,200,138.0,0.55,0.027,0.117,2.954,0.1,below Mara's slope
P09812,C208,secondary main sewer,branch,200,474.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09813,C208,secondary main sewer,branch,200,43.6,0.5,0.389,0.275,0.87,0.0,below Mara's slope
P09814,C92,secondary main sewer,branch,200,175.5,0.5,0.201,0.222,1.178,3.1,below Mara's slope
P09815,C116,secondary main sewer,branch,200,561.1,0.5,0.075,0.16,1.86,0.6,below Mara's slope
P09816,C92,secondary main sewer,branch,200,147.7,0.5,0.148,0.201,1.357,0.6,below Mara's slope
P09817,C293,secondary main sewer,branch,200,105.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09818,C06,secondary main sewer,branch,200,82.6,0.5,0.11,0.182,1.558,1.2,below Mara's slope
P09819,C92,secondary main sewer,branch,200,502.6,0.5,0.0,0.0,,0.0,no flow in 2030
P09820,C142,secondary main sewer,branch,200,56.2,1.55,0.043,0.194,2.402,0.2,below Mara's slope
P09821,C06,secondary main sewer,branch,200,12.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09822,C33,secondary main sewer,branch,200,214.2,0.75,0.013,0.099,4.213,0.0,below Mara's slope
P09823,C17,secondary main sewer,branch,200,75.3,0.55,0.0,0.0,,0.0,no flow in 2030
P09824,C142,secondary main sewer,branch,200,180.5,0.5,0.081,0.164,1.794,0.6,below Mara's slope
P09826,C114,secondary main sewer,branch,200,147.5,0.65,0.0,0.0,,0.0,no flow in 2030
P09827,C17,secondary main sewer,branch,200,152.1,0.5,0.159,0.206,1.312,2.2,below Mara's slope
P09828,C17,secondary main sewer,branch,200,100.0,0.5,0.053,0.142,2.188,0.3,below Mara's slope
P09829,C17,secondary main sewer,branch,200,78.2,0.5,0.043,0.133,2.394,0.2,below Mara's slope
P09830,C142,secondary main sewer,branch,200,47.7,0.5,0.032,0.119,2.764,0.1,below Mara's slope
P09831,C33,secondary main sewer,branch,200,65.0,0.65,0.01,0.087,4.638,0.0,below Mara's slope
P09832,C142,secondary main sewer,branch,200,42.8,1.45,0.079,0.234,1.817,0.7,below Mara's slope
P09833,C202,secondary main sewer,branch,200,67.0,0.5,0.01,0.08,4.653,0.0,below Mara's slope
P09834,C215,secondary main sewer,branch,200,300.7,0.7,0.088,0.19,1.723,0.8,below Mara's slope
P09835,C114,secondary main sewer,branch,200,118.8,0.8,0.049,0.162,2.266,0.2,below Mara's slope
P09836,C17,secondary main sewer,branch,200,69.3,0.5,0.052,0.141,2.209,0.2,below Mara's slope
P09837,C17,secondary main sewer,branch,200,67.2,0.6,0.078,0.173,1.826,0.6,below Mara's slope
P09838,C17,secondary main sewer,branch,200,18.7,1.15,0.02,0.135,3.388,0.0,below Mara's slope
P09839,C230,secondary main sewer,branch,200,208.1,0.5,0.211,0.226,1.152,3.6,below Mara's slope
P09840,C202,secondary main sewer,branch,200,134.8,0.65,0.013,0.096,4.128,0.0,below Mara's slope
P09841,C06,secondary main sewer,branch,200,154.8,0.5,0.0,0.0,,0.0,no flow in 2030
P09842,C17,secondary main sewer,branch,200,62.8,0.5,0.031,0.119,2.78,0.1,below Mara's slope
P09843,C205,secondary main sewer,branch,200,66.2,0.85,0.043,0.159,2.396,0.2,below Mara's slope
P09844,C230,secondary main sewer,branch,200,22.9,0.5,0.0,0.0,,0.0,no flow in 2030
P09845,C33,secondary main sewer,branch,200,171.6,1.2,0.014,0.12,4.011,0.0,below Mara's slope
P09846,C205,secondary main sewer,branch,200,55.3,0.55,0.0,0.0,,0.0,no flow in 2030
P09847,C109,secondary main sewer,branch,200,45.8,1.05,0.031,0.152,2.783,0.1,below Mara's slope
P09848,C109,secondary main sewer,branch,200,71.4,1.15,0.12,0.249,1.494,1.4,below Mara's slope
P09849,C06,secondary main sewer,branch,200,76.2,0.5,0.0,0.0,,0.0,no flow in 2030
P09850,C109,secondary main sewer,branch,200,84.8,0.55,0.118,0.192,1.509,1.3,below Mara's slope
P09851,C109,secondary main sewer,branch,200,59.5,0.5,0.045,0.135,2.342,0.2,below Mara's slope
P09852,C06,secondary main sewer,branch,200,55.5,0.5,0.038,0.127,2.542,0.1,below Mara's slope
P09853,C17,secondary main sewer,branch,200,70.3,0.8,0.021,0.121,3.331,0.0,below Mara's slope
P09854,C109,secondary main sewer,branch,200,105.3,0.5,0.061,0.149,2.046,0.3,below Mara's slope
P09855,C17,secondary main sewer,branch,200,52.7,0.5,0.04,0.13,2.476,0.2,below Mara's slope
P09856,C17,secondary main sewer,branch,200,58.1,1.4,0.047,0.193,2.311,0.2,below Mara's slope
P09857,C17,secondary main sewer,branch,200,232.3,0.6,0.082,0.175,1.787,0.6,below Mara's slope
P09858,C171,secondary main sewer,branch,200,119.1,0.5,0.033,0.121,2.708,0.1,below Mara's slope
P09859,C171,secondary main sewer,branch,200,18.2,3.2,0.0,0.0,,0.0,no flow in 2030
P09860,C17,secondary main sewer,branch,200,179.8,0.5,0.074,0.16,1.866,0.5,below Mara's slope
P09862,C171,secondary main sewer,branch,200,58.6,1.0,0.034,0.154,2.679,0.1,below Mara's slope
P09864,C06,secondary main sewer,branch,200,207.5,0.6,0.165,0.222,1.291,2.5,below Mara's slope
P09865,C147,secondary main sewer,branch,200,52.9,0.5,0.08,0.164,1.806,0.7,below Mara's slope
P09866,C06,secondary main sewer,branch,200,19.8,0.55,0.0,0.0,,0.0,no flow in 2030
P09867,C06,secondary main sewer,branch,200,155.7,0.5,0.054,0.143,2.166,0.3,below Mara's slope
