fid,Name,Classes,Build,SETTLE,AREA_M2,PROPS,POP,G_NDOM,G_GOV,G_SPEC,WORKERS,W_DOM,W_NDOM,W_GOV,W_SPEC,S_DOM,S_NDOM,S_GOV,S_SPEC,QADF,FUT_CAP,FUT_PROPS
15056,NULL,Agricultural,Future,AT TAYYIB,25.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15057,NULL,Agricultural,Future,AT TAYYIB,1600.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15058,NULL,Residential,Future,AT TAYYIB,737.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15059,NULL,Residential,Future,AT TAYYIB,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15060,Primary Account Tariff,Residential,EXisting,AT TAYYIB,780.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15061,NULL,Residential,Future,AT TAYYIB,827.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15062,NULL,Residential,Future,AT TAYYIB,827.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15063,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,780.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15064,NULL,Residential,Future,AT TAYYIB,797.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15065,Primary Account Tariff,Residential,EXisting,AL ARAQI,772.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15066,Additional Account Tariff,Residential,EXisting,AL ARAQI,772.5,2,10.64,0,0,0,0.0,1.745,0.0,0.0,0.0,1.4832,0.0,0.0,0.0,1.4832,0,0.0
15067,NULL,Residential,Future,AL ARAQI,772.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15068,Government,Agricultural,EXisting,AT TAYYIB,40.0,0,0.0,0,1,0,0.0,0.0,0.0,4.8452,0.0,0.0,0.0,2.6164,0.0,2.6164,0,0.0
15069,NULL,Agricultural,Future,AT TAYYIB,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15070,NULL,Residential-Commercial,Future,AT TAYYIB,42001.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15071,NULL,Residential,Future,AT TAYYIB,13902.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15072,NULL,Residential,Future,AT TAYYIB,905.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15073,CRT Seasonal,Commercial,EXisting,AT TAYYIB,487.1,5,26.6,9,0,0,0.0,4.3624,1.1854,0.0,0.0,3.708,0.6401,0.0,0.0,4.3481,0,0.0
15074,NULL,Commercial,Future,AT TAYYIB,480.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15075,NULL,Agricultural,Future,AT TAYYIB,2000.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15076,NULL,Residential,Future,AL QURAYN,758.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15077,NULL,Residential,Future,AL QURAYN,758.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15078,NULL,Residential,Future,AL QURAYN,691.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15079,NULL,Residential,Future,AL QURAYN,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15080,NULL,Residential,Future,AL QURAYN,786.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15081,NULL,Residential,Future,AL QURAYN,734.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15082,NULL,Residential,Future,AL QURAYN,690.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15083,NULL,Residential,Future,AL QURAYN,690.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15084,NULL,Residential,Future,AL QURAYN,691.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15085,NULL,Residential,Future,AL QURAYN,694.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15086,NULL,Residential,Future,AL QURAYN,694.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15087,NULL,Residential,Future,AL QURAYN,694.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15088,NULL,Residential,Future,AL QURAYN,675.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15089,Primary Account Tariff,Residential,EXisting,AT TAYYIB,750.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15090,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15091,NULL,Residential,Future,AT TAYYIB,726.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15092,NULL,Residential,Future,AT TAYYIB,709.8,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15093,NULL,Residential,Future,AT TAYYIB,722.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15094,NULL,Residential,Future,AT TAYYIB,722.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15095,NULL,Residential,Future,AT TAYYIB,722.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15096,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15097,NULL,Residential,Future,AT TAYYIB,43.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15098,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15099,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,767.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15100,NULL,Agricultural,Future,AL ARAQI,90.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15101,NULL,Residential,Future,AT TAYYIB,840.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15102,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15103,NULL,Residential,Future,AT TAYYIB,737.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15104,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15105,Primary Account Tariff,Residential,EXisting,AT TAYYIB,769.7,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15106,NULL,Residential,Future,AT TAYYIB,943.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15107,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15108,Primary Account Tariff,Residential,EXisting,AT TAYYIB,810.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15109,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15110,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15111,NULL,Residential,Future,AT TAYYIB,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15112,NULL,Residential,Future,AT TAYYIB,893.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15113,Primary Account Tariff,Residential,EXisting,AT TAYYIB,780.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15114,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15115,NULL,Agricultural,Future,AL ARAQI,16593.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15116,NULL,Agricultural,Future,AL ARAQI,101.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15117,NULL,Agricultural,Future,AL ARAQI,137.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15118,NULL,Agricultural,Future,AT TAYYIB,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15119,NULL,Agricultural,Future,AL ARAQI,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15120,NULL,Commercial,Future,AL ARAQI,200.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15121,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15122,Primary Account Tariff,Residential,EXisting,AT TAYYIB,780.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15123,NULL,Residential,Future,AT TAYYIB,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15124,Primary Account Tariff,Residential,EXisting,AT TAYYIB,810.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15125,Primary Account Tariff (with National Subsidy),Residential,EXisting,AT TAYYIB,810.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15126,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15127,NULL,Residential,Future,AT TAYYIB,810.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15128,NULL,Residential,Future,AT TAYYIB,797.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15129,Primary Account Tariff (with National Subsidy),Residential,EXisting,AL ARAQI,767.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15130,NULL,Residential,Future,AT TAYYIB,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15131,NULL,Residential,Future,AL ARAQI,767.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15132,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15133,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15134,NULL,Residential,Future,AT TAYYIB,908.6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15135,NULL,Residential,Future,AL ARAQI,827.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15136,Primary Account Tariff (with National Subsidy),Residential,EXisting,AL ARAQI,827.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15137,NULL,Residential,Future,AL ARAQI,772.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15138,NULL,Residential,Future,AL ARAQI,772.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15139,Primary Account Tariff,Residential,EXisting,AL ARAQI,790.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15140,Primary Account Tariff,Residential,EXisting,AL ARAQI,750.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15141,NULL,Residential,Future,AT TAYYIB,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15142,NULL,Residential,Future,AT TAYYIB,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15143,Primary Account Tariff,Residential,EXisting,AT TAYYIB,767.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15144,NULL,Residential,Future,AT TAYYIB,835.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15145,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15146,Primary Account Tariff,Residential,EXisting,AT TAYYIB,752.5,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15147,NULL,Residential,Future,AT TAYYIB,752.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15148,NULL,Residential,Future,AT TAYYIB,752.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15149,NULL,Residential,Future,AL ARAQI,989.8,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15150,Primary Account Tariff,Residential,EXisting,AL ARAQI,810.0,1,5.32,0,0,0,0.0,0.8725,0.0,0.0,0.0,0.7416,0.0,0.0,0.0,0.7416,0,0.0
15151,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15152,NULL,Residential,Future,AL ARAQI,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.493
15153,NULL,Agricultural,Future,AL ARAQI,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15154,NULL,Agricultural,Future,AT TAYYIB,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15155,NULL,Agricultural,Future,AL QURAYN,16001.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15156,NULL,Agricultural,Future,AL QURAYN,40.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
15157,NULL,Residential,Future,AT TAYYIB,961.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15158,NULL,Residential,Future,AL QURAYN,533.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15159,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15160,NULL,Residential,Future,AT TAYYIB,600.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15161,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15162,NULL,Residential,Future,AL QURAYN,912.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15163,NULL,Residential,Future,AL QURAYN,912.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15164,NULL,Residential,Future,AL QURAYN,912.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15165,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15166,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15167,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15168,NULL,Residential,Future,AL QURAYN,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15169,NULL,Residential,Future,AL QURAYN,899.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15170,NULL,Residential,Future,AL QURAYN,870.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15171,NULL,Residential,Future,AL QURAYN,710.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15172,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15173,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15174,NULL,Residential,Future,AL QURAYN,837.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15175,NULL,Residential,Future,AL QURAYN,1058.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15176,NULL,Residential,Future,AL QURAYN,723.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15177,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15178,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15179,NULL,Residential,Future,AT TAYYIB,697.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15180,NULL,Residential,Future,AT TAYYIB,697.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15181,NULL,Residential,Future,AT TAYYIB,699.8,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15182,NULL,Residential,Future,AT TAYYIB,697.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15183,NULL,Residential,Future,AL QURAYN,757.9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15184,NULL,Residential,Future,AL QURAYN,755.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15185,NULL,Residential,Future,AL QURAYN,690.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15186,NULL,Residential,Future,AL QURAYN,720.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15187,NULL,Residential,Future,AL QURAYN,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15188,NULL,Residential,Future,AL QURAYN,947.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15189,NULL,Residential,Future,AL QURAYN,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15190,NULL,Residential,Future,AL QURAYN,694.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15191,NULL,Residential,Future,AL QURAYN,672.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15192,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15193,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15194,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15195,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15196,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15197,NULL,Residential,Future,AL QURAYN,735.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15198,NULL,Residential,Future,AL QURAYN,805.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15199,NULL,Residential,Future,AL QURAYN,805.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15200,NULL,Residential,Future,AL QURAYN,645.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15201,NULL,Residential,Future,AL QURAYN,805.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15202,NULL,Residential,Future,AL QURAYN,709.6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15203,NULL,Residential,Future,AL QURAYN,661.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15204,NULL,Residential,Future,AL QURAYN,751.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15205,NULL,Residential,Future,AL QURAYN,737.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15206,NULL,Residential,Future,AL QURAYN,780.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15207,NULL,Residential,Future,AL QURAYN,782.7,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15208,NULL,Residential,Future,AL QURAYN,650.5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15209,NULL,Residential,Future,AL QURAYN,830.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15210,NULL,Residential,Future,AL QURAYN,776.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15211,NULL,Residential,Future,AL QURAYN,776.2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15212,NULL,Residential,Future,AL QURAYN,796.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15213,NULL,Residential,Future,AL QURAYN,703.6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.14
15214,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
15215,NULL,Residential,Future,AT TAYYIB,750.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.187
