fid,Name,SETTLE,Buiding_St,Classes,DERIVED,CLASS2,GREEN,VEGFRAC,HIGH,G_DOM,G_NDOM,G_GOV,G_SPEC,G_AGR
276,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.493,0,0,0,0,0,0
277,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.301,0,0,0,0,0,0
278,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.122,0,0,0,0,0,0
279,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.013,0,0,0,0,0,0
280,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.086,0,0,0,0,0,0
281,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.006,0,0,0,0,0,0
282,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
283,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.332,0,0,0,0,0,0
284,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.003,0,0,0,0,0,0
285,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
286,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.424,0,0,0,0,0,0
287,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.028,0,0,0,0,0,0
288,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.024,0,0,0,0,0,0
289,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.119,0,0,0,0,0,0
290,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
291,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.149,0,0,0,0,0,0
292,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.134,0,0,0,0,0,0
293,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
294,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
295,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
296,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.046,0,0,0,0,0,0
297,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.319,0,0,0,0,0,0
298,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.228,0,0,0,0,0,0
299,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.371,0,0,0,0,0,0
300,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.527,0,0,0,0,0,0
301,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.218,0,0,0,0,0,0
302,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.02,0,0,0,0,0,0
303,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
304,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
305,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.01,0,0,0,0,0,0
306,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.287,0,0,0,0,0,0
307,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.488,0,0,0,0,0,0
308,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.861,0,0,0,0,0,0
309,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.779,0,0,0,0,0,0
310,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.56,0,0,0,0,0,0
311,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
312,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
313,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
314,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
315,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.064,0,0,0,0,0,0
316,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.014,0,0,0,0,0,0
317,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.052,0,0,0,0,0,0
318,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.052,0,0,0,0,0,0
319,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.064,0,0,0,0,0,0
320,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.003,0,0,0,0,0,0
321,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.013,0,0,0,0,0,0
322,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
323,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
324,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
325,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
326,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
327,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.024,0,0,0,0,0,0
328,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.012,0,0,0,0,0,0
329,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.078,0,0,0,0,0,0
330,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
331,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
332,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.014,0,0,0,0,0,0
333,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.03,0,0,0,0,0,0
334,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.09,0,0,0,0,0,0
335,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
336,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
337,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
338,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
339,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
340,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
341,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
342,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.046,0,0,0,0,0,0
343,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.074,0,0,0,0,0,0
344,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.012,0,0,0,0,0,0
345,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.028,0,0,0,0,0,0
346,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
347,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.082,0,0,0,0,0,0
348,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
349,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
350,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
351,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.032,0,0,0,0,0,0
352,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
353,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
354,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
355,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.056,0,0,0,0,0,0
356,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.022,0,0,0,0,0,0
357,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
358,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
359,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.116,0,0,0,0,0,0
360,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.024,0,0,0,0,0,0
361,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.012,0,0,0,0,0,0
362,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
363,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.013,0,0,0,0,0,0
364,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.876,0,0,0,0,0,0
365,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.479,0,0,0,0,0,0
366,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.874,0,0,0,0,0,0
367,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.838,0,0,0,0,0,0
368,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.824,0,0,0,0,0,0
369,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.293,0,0,0,0,0,0
370,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.521,0,0,0,0,0,0
371,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.988,0,0,0,0,0,0
372,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.587,0,0,0,0,0,0
373,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.651,0,0,0,0,0,0
374,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.379,0,0,0,0,0,0
375,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.533,0,0,0,0,0,0
376,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.597,0,0,0,0,0,0
377,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.764,0,0,0,0,0,0
378,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.76,0,0,0,0,0,0
379,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.747,0,0,0,0,0,0
380,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.319,0,0,0,0,0,0
381,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.297,0,0,0,0,0,0
382,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.83,0,0,0,0,0,0
383,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.745,0,0,0,0,0,0
384,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.677,0,0,0,0,0,0
385,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.192,0,0,0,0,0,0
386,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.323,0,0,0,0,0,0
387,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.216,0,0,0,0,0,0
388,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.253,0,0,0,0,0,0
389,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.862,0,0,0,0,0,0
390,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.487,0,0,0,0,0,0
391,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.663,0,0,0,0,0,0
392,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.307,0,0,0,0,0,0
393,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.283,0,0,0,0,0,0
394,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.537,0,0,0,0,0,0
395,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.785,0,0,0,0,0,0
396,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.918,0,0,0,0,0,0
397,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.624,0,0,0,0,0,0
398,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.108,0,0,0,0,0,0
399,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.482,0,0,0,0,0,0
400,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.351,0,0,0,0,0,0
401,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.679,0,0,0,0,0,0
402,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.442,0,0,0,0,0,0
403,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.787,0,0,0,0,0,0
404,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.361,0,0,0,0,0,0
405,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.097,0,0,0,0,0,0
406,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.274,0,0,0,0,0,0
407,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.006,0,0,0,0,0,0
408,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.066,0,0,0,0,0,0
409,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
410,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.004,0,0,0,0,0,0
411,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
412,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.008,0,0,0,0,0,0
413,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.2,0,0,0,0,0,0
414,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.118,0,0,0,0,0,0
415,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.11,0,0,0,0,0,0
416,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.148,0,0,0,0,0,0
417,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.034,0,0,0,0,0,0
418,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.327,0,0,0,0,0,0
419,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.2,0,0,0,0,0,0
420,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.124,0,0,0,0,0,0
421,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.13,0,0,0,0,0,0
422,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.138,0,0,0,0,0,0
423,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.098,0,0,0,0,0,0
424,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.124,0,0,0,0,0,0
425,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
426,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
427,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.174,0,0,0,0,0,0
428,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.094,0,0,0,0,0,0
429,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.194,0,0,0,0,0,0
430,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.152,0,0,0,0,0,0
431,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.094,0,0,0,0,0,0
432,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.12,0,0,0,0,0,0
433,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.018,0,0,0,0,0,0
434,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
435,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
436,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
437,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
438,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.044,0,0,0,0,0,0
439,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
440,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
441,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.074,0,0,0,0,0,0
442,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.04,0,0,0,0,0,0
443,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.016,0,0,0,0,0,0
444,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.052,0,0,0,0,0,0
445,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.054,0,0,0,0,0,0
446,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
447,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.044,0,0,0,0,0,0
448,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.126,0,0,0,0,0,0
449,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
450,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.555,0,0,0,0,0,0
451,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.338,0,0,0,0,0,0
452,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.087,0,0,0,0,0,0
453,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.545,0,0,0,0,0,0
454,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.009,0,0,0,0,0,0
455,,AT TAYYIB,Future,Agricultural,Unmetered,Unmetered,0,0.291,0,0,0,0,0,0
456,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
457,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.05,0,0,0,0,0,0
458,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.004,0,0,0,0,0,0
459,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
460,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
461,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.018,0,0,0,0,0,0
462,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
463,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.392,0,0,0,0,0,0
464,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.052,0,0,0,0,0,0
465,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.203,0,0,0,0,0,0
466,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.294,0,0,0,0,0,0
467,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
468,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.235,0,0,0,0,0,0
469,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.114,0,0,0,0,0,0
470,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.065,0,0,0,0,0,0
471,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.525,0,0,0,0,0,0
472,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.278,0,0,0,0,0,0
473,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.251,0,0,0,0,0,0
474,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.237,0,0,0,0,0,0
475,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.74,0,0,0,0,0,0
476,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.027,0,0,0,0,0,0
477,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.359,0,0,0,0,0,0
478,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
479,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.23,0,0,0,0,0,0
480,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.74,0,0,0,0,0,0
481,,WADI AL MANKAS,Future,Agricultural,Unmetered,Agricultural,1,0.908,0,0,0,0,0,0
482,,WADI AL MANKAS,Future,Agricultural,Unmetered,Unmetered,0,0.74,0,0,0,0,0,0
483,,WADI AL MANKAS,Future,Residential,Unmetered,Agricultural,1,0.92,0,0,0,0,0,0
484,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.842,0,0,0,0,0,0
485,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.706,0,0,0,0,0,0
486,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.83,0,0,0,0,0,0
487,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.549,0,0,0,0,0,0
488,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.786,0,0,0,0,0,0
489,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.709,0,0,0,0,0,0
490,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.963,0,0,0,0,0,0
491,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.889,0,0,0,0,0,0
492,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.822,0,0,0,0,0,0
493,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.822,0,0,0,0,0,0
494,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.789,0,0,0,0,0,0
495,,WADI AL MANKAS,Future,Residential,Unmetered,Agricultural,1,0.819,0,0,0,0,0,0
496,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.74,0,0,0,0,0,0
497,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.629,0,0,0,0,0,0
498,,WADI AL MANKAS,Future,Residential,Unmetered,Unmetered,0,0.565,0,0,0,0,0,0
499,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.414,0,0,0,0,0,0
500,,AL ARAQI,Future,Residential,Unmetered,Unmetered,0,0.483,0,0,0,0,0,0
501,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.388,0,0,0,0,0,0
502,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.318,0,0,0,0,0,0
503,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.273,0,0,0,0,0,0
504,,AL JIBAYYAH,Future,Residential,Unmetered,Unmetered,0,0.596,0,0,0,0,0,0
505,,AT TAYYIB,Future,Residential,Unmetered,Agricultural,1,0.729,0,0,0,0,0,0
506,Additional Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Agricultural,1,0.768,0,1,0,0,0,0
507,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.472,0,0,0,0,0,0
508,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.933,0,0,0,0,0,0
509,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.663,0,0,0,0,0,0
510,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.97,0,0,0,0,0,0
511,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.505,0,0,0,0,0,0
512,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.887,0,0,0,0,0,0
513,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
514,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
515,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.997,0,0,0,0,0,0
516,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.987,0,0,0,0,0,0
517,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.994,0,0,0,0,0,0
518,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
519,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
520,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
521,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
522,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.997,0,0,0,0,0,0
523,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
524,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
525,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
526,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
527,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
528,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
529,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
530,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.995,0,0,0,0,0,0
531,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.671,0,1,0,0,0,0
532,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.967,0,0,0,0,0,0
533,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
534,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.984,0,0,0,0,0,0
535,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.886,0,0,0,0,0,0
536,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
537,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.998,0,0,0,0,0,0
538,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.998,0,0,0,0,0,0
539,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
540,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.963,0,0,0,0,0,0
541,Primary Account Tariff (with National Subsidy),AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.925,0,1,0,0,0,0
542,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
543,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
544,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
545,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,0.992,0,0,0,0,0,0
546,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
547,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
548,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
549,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
550,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.97,0,0,0,0,0,0
551,,AL QURAYN,Future,Residential,Unmetered,Unmetered,0,0.782,0,0,0,0,0,0
552,Primary Account Tariff,AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.668,0,1,0,0,0,0
553,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
554,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
555,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
556,,AT TAYYIB,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
557,Primary Account Tariff (with National Subsidy),AT TAYYIB,EXisting,Residential,Residential,Residential,0,0.591,0,1,0,0,0,0
