fid,Name,SETTLE,Buiding_St,Classes,DERIVED,CLASS2,GREEN,VEGFRAC,HIGH,G_DOM,G_NDOM,G_GOV,G_SPEC,G_AGR
33370,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.303,0,0,0,0,0,0
33371,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,0.187,0,0,0,0,0,0
33372,Commercial,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Residential,0,0.357,0,10,2,0,0,0
33373,Commercial,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Commercial,0,0.329,0,1,7,0,0,0
33374,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.63,0,1,0,0,0,0
33375,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.266,0,0,0,0,0,0
33376,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.227,0,0,0,0,0,0
33377,,IBRI,Future,Residential,Unmetered,Agricultural,1,0.915,0,0,0,0,0,0
33378,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.908,0,1,0,0,0,0
33379,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.903,0,0,0,0,0,0
33380,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.571,0,3,0,0,0,0
33381,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.323,0,1,0,0,0,0
33382,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.324,0,0,0,0,0,0
33383,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.16,0,1,0,0,0,0
33384,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.554,0,1,0,0,0,0
33385,Commercial,IBRI,EXisting,Residential,Commercial,Commercial,0,0.544,0,0,4,1,0,0
33386,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.736,0,0,0,0,0,0
33387,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.454,0,0,0,0,0,0
33388,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.379,0,0,0,0,0,0
33389,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.598,1,18,0,0,0,0
33390,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.598,0,0,0,0,0,0
33391,,AL JAHLI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.702,0,0,0,0,0,0
33392,,AL JAHLI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.239,0,0,0,0,0,0
33393,,AL JAHLI,Future,Residential-Commercial,Unmetered,Agricultural,1,0.877,0,0,0,0,0,0
33394,,AL JAHLI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.286,0,0,0,0,0,0
33395,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.763,0,4,0,0,0,0
33396,,IBRI,Future,Residential,Unmetered,Agricultural,1,0.939,0,0,0,0,0,0
33397,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.476,0,1,0,0,0,0
33398,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.823,0,0,0,0,0,0
33399,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.08,0,2,0,0,0,0
33400,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.777,0,2,0,0,0,0
33401,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.941,0,1,0,0,0,0
33402,Commercial,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Residential-Commercial,0,0.824,0,7,4,0,0,0
33403,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.655,0,0,0,0,0,0
33404,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.545,0,1,0,0,0,0
33405,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.581,0,1,0,0,0,0
33406,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.686,0,0,0,0,0,0
33407,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.573,0,0,0,0,0,0
33408,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.795,0,1,0,0,0,0
33409,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.169,0,0,0,0,0,0
33410,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.723,0,0,0,0,0,0
33411,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.69,0,0,0,0,0,0
33412,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.851,0,1,0,0,0,0
33413,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.14,0,0,0,0,0,0
33414,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.673,0,1,0,0,0,0
33415,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.213,0,0,0,0,0,0
33416,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.428,0,0,0,0,0,0
33417,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.039,0,1,0,0,0,0
33418,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.715,0,1,0,0,0,0
33419,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.074,0,0,0,0,0,0
33420,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.072,0,0,0,0,0,0
33421,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.712,0,1,0,0,0,0
33422,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.69,0,1,0,0,0,0
33423,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.441,0,0,0,0,0,0
33424,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.108,0,0,0,0,0,0
33425,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.131,0,0,0,0,0,0
33426,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.383,0,0,0,0,0,0
33427,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.413,0,0,0,0,0,0
33428,,IBRI,Future,Residential,Unmetered,Agricultural,1,0.951,0,0,0,0,0,0
33429,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.259,0,0,0,0,0,0
33430,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.474,0,0,0,0,0,0
33431,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.607,0,1,0,0,0,0
33432,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.443,0,1,0,0,0,0
33433,,IBRI,Future,Residential,Unmetered,Agricultural,1,0.918,0,0,0,0,0,0
33434,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.274,0,0,0,0,0,0
33435,Commercial,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Residential-Commercial,0,0.621,1,36,27,0,0,0
33436,,IBRI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.507,0,0,0,0,0,0
33437,Commercial,IBRI,EXisting,Residential,Residential-Commercial,Residential-Commercial,0,0.086,0,2,4,1,0,0
33438,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.496,0,1,0,0,0,0
33439,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.76,0,1,0,0,0,0
33440,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.18,0,0,0,0,0,0
33441,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.621,0,0,0,0,0,0
33442,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.634,0,1,0,0,0,0
33443,Agricultural,IBRI,EXisting,Residential,Residential,Agricultural,1,0.906,0,2,0,0,0,1
33444,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.596,0,2,0,0,0,0
33445,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.578,0,6,0,1,0,1
33446,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.301,0,0,0,0,0,0
33447,,IBRI,Future,Agricultural,Unmetered,Unmetered,0,0.104,0,0,0,0,0,0
33448,,AL JAHLI,Future,Agricultural,Unmetered,Unmetered,0,0.146,0,0,0,0,0,0
33449,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.243,0,1,0,0,0,0
33450,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.385,0,1,0,0,0,0
33451,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.765,0,1,0,0,0,0
33452,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.504,0,0,0,0,0,0
33453,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.327,0,2,0,0,0,0
33454,,IBRI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.996,0,0,0,0,0,0
33455,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.213,0,1,0,0,0,0
33456,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.213,0,1,0,0,0,0
33457,Commercial,IBRI,EXisting,Residential,Residential-Commercial,Commercial,0,0.101,0,1,2,0,0,0
33458,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.367,0,1,0,0,0,0
33459,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.539,0,4,0,0,0,0
33460,,IBRI,Future,Residential,Unmetered,Unmetered,0,-1.0,0,0,0,0,0,0
33461,Primary Account Tariff,AL AKHEEDAR,EXisting,Residential,Residential,Residential,0,0.48,0,1,0,0,0,0
33462,Additional Account Tariff,IBRI,EXisting,Residential,Residential-Commercial,Residential,0,0.595,0,3,1,0,0,0
33463,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.769,0,0,0,0,0,0
33464,Additional Account Tariff,IBRI,EXisting,Residential-Commercial,Residential,Residential,0,0.421,0,2,0,0,0,0
33465,Primary Account Tariff,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Commercial,0,,0,2,7,0,0,0
33466,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.547,0,0,0,0,0,0
33467,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.542,0,1,0,0,0,0
33468,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.209,0,0,0,0,0,0
33469,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.37,0,1,0,0,0,0
33470,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.026,0,0,0,0,0,0
33471,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.193,0,0,0,0,0,0
33472,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.833,0,1,0,0,0,0
33473,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.9,0,0,0,0,0,0
33474,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.377,0,1,0,0,0,0
33475,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.539,0,1,0,0,0,0
33476,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
33477,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.014,0,0,0,0,0,0
33478,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.759,0,0,0,0,0,0
33479,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.751,0,0,0,0,0,0
33480,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.175,0,0,0,0,0,0
33481,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.34,0,0,0,0,0,0
33482,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.801,0,1,0,0,0,0
33483,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.01,0,0,0,0,0,0
33484,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.243,0,0,0,0,0,0
33485,,IBRI,Future,Agricultural,Unmetered,Unmetered,0,0.043,0,0,0,0,0,0
33486,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.027,0,0,0,0,0,0
33487,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.088,0,0,0,0,0,0
33488,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.026,0,0,0,0,0,0
33489,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.002,0,0,0,0,0,0
33490,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.436,0,0,0,0,0,0
33491,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.239,0,0,0,0,0,0
33492,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.004,0,0,0,0,0,0
33493,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.684,0,1,0,0,0,0
33494,,IBRI,Future,Agricultural,Unmetered,Unmetered,0,0.438,0,0,0,0,0,0
33495,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.134,0,0,0,0,0,0
33496,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.703,0,1,0,0,0,0
33497,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.092,0,0,0,0,0,0
33498,,IBRI,Future,Commercial,Unmetered,Unmetered,0,0.0,0,0,0,0,0,0
33499,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.639,0,0,0,0,0,0
33500,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.753,0,0,0,0,0,0
33501,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.654,0,0,0,0,0,0
33502,Commercial,IBRI,EXisting,Residential,Residential-Commercial,Residential,0,0.569,0,3,1,0,0,0
33503,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.292,0,1,0,0,0,0
33504,Primary Account Tariff,HIJAR,EXisting,Residential,Residential,Residential,0,0.747,0,2,0,0,0,0
33505,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.563,0,1,0,0,0,0
33506,,IBRI,Future,Residential,Unmetered,Agricultural,1,0.88,0,0,0,0,0,0
33507,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.441,0,0,0,0,0,0
33508,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.402,0,1,0,0,0,0
33509,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.436,0,0,0,0,0,0
33510,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.597,0,1,0,0,0,0
33511,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Agricultural,1,0.82,0,1,0,0,0,0
33512,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.544,0,0,0,0,0,0
33513,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.813,0,1,0,0,0,0
33514,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.751,0,1,0,0,0,0
33515,,IBRI,Future,Agricultural,Unmetered,Unmetered,0,0.333,0,0,0,0,0,0
33516,Commercial,IBRI,EXisting,Residential-Commercial,Commercial,Commercial,0,0.215,0,0,7,0,0,0
33517,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.543,0,2,0,0,0,0
33518,Primary Account Tariff,IBRI,EXisting,Residential,Government,Government,0,0.506,0,1,0,1,0,0
33519,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.25,0,0,0,0,0,0
33520,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.269,0,1,0,0,0,0
33521,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.86,0,1,0,0,0,0
33522,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.578,0,0,0,0,0,0
33523,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.714,0,1,0,0,0,0
33524,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.657,0,1,0,0,0,0
33525,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.8,0,1,0,0,0,0
33526,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.696,0,2,0,0,0,0
33527,CRT Seasonal,AL JAHLI,EXisting,Residential,Commercial,Agricultural,1,0.58,0,0,2,0,0,0
33528,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.427,0,0,0,0,0,0
33529,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.409,0,0,0,0,0,0
33530,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.592,0,0,0,0,0,0
33531,Commercial,IBRI,EXisting,Residential-Commercial,Residential-Commercial,Commercial,0,0.589,0,1,9,0,0,0
33532,Commercial,IBRI,EXisting,Residential-Commercial,Commercial,Commercial,0,0.852,0,0,13,0,0,0
33533,Primary Account Tariff (with National Subsidy),AL JAHLI,EXisting,Residential,Residential,Residential,0,0.419,0,2,0,0,0,0
33534,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,0.898,0,0,0,0,0,0
33535,Primary Account Tariff,AL JAHLI,EXisting,Residential,Residential,Residential,0,0.712,0,1,0,0,0,0
33536,Additional Account Tariff,AL JAHLI,EXisting,Residential,Residential,Residential,0,0.595,0,5,0,0,0,0
33537,Additional Account Tariff,AL JAHLI,EXisting,Residential,Residential,Residential,0,0.482,0,4,0,0,0,0
33538,Government,AL JAHLI,EXisting,Residential,Government,Government,0,0.867,0,0,0,1,0,0
33539,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,0.686,0,0,0,0,0,0
33540,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,0.823,0,0,0,0,0,0
33541,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
33542,Commercial,AL JAHLI,EXisting,Residential,Residential-Commercial,Residential,0,0.568,0,10,5,0,0,0
33543,,AL JAHLI,Future,Residential,Unmetered,Unmetered,0,0.963,0,0,0,0,0,0
33544,Commercial,AL JAHLI,EXisting,Residential,Residential-Commercial,Residential-Commercial,0,0.412,0,10,6,0,0,0
33545,Additional Account Tariff,AL JAHLI,EXisting,Residential,Residential,Residential,0,0.793,0,2,0,0,0,0
33546,,AL QALI,Future,Residential,Unmetered,Unmetered,0,0.324,0,0,0,0,0,0
33547,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.347,0,0,0,0,0,0
33548,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.276,0,1,0,0,0,0
33549,Government,AL JAHLI,EXisting,Residential,Government,Government,0,0.318,0,0,0,1,0,0
33550,Government,IBRI,EXisting,Residential-Commercial,Government,Government,0,0.758,0,0,0,2,0,0
33551,Primary Account Tariff,IBRI,EXisting,Residential-Commercial,Residential,Residential,0,0.849,0,1,0,0,0,0
33552,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.435,0,1,0,0,0,0
33553,,IBRI,Future,Residential-Commercial,Unmetered,Agricultural,1,0.932,0,0,0,0,0,0
33554,,IBRI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.586,0,0,0,0,0,0
33555,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.792,0,1,0,0,0,0
33556,Primary Account Tariff,IBRI,EXisting,Residential-Commercial,Residential,Residential,0,0.697,0,1,0,0,0,0
33557,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.186,0,1,0,0,0,0
33558,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.289,0,1,0,0,0,0
33559,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.637,0,1,0,0,0,0
33560,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.065,0,1,0,0,0,0
33561,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.638,0,1,0,0,0,0
33562,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.647,0,0,0,0,0,0
33563,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.558,0,1,0,0,0,0
33564,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.391,0,1,0,0,0,0
33565,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.293,0,1,0,0,0,0
33566,Primary Account Tariff,HIJAR,EXisting,Residential,Residential,Residential,0,0.478,0,7,0,0,0,0
33567,Primary Account Tariff,HIJAR,EXisting,Residential,Residential,Residential,0,0.352,0,1,0,0,0,0
33568,Primary Account Tariff,HIJAR,EXisting,Residential,Residential,Residential,0,0.662,0,1,0,0,0,0
33569,Primary Account Tariff (with National Subsidy),HIJAR,EXisting,Residential,Residential,Residential,0,0.859,0,1,0,0,0,0
33570,,HIJAR,Future,Residential,Unmetered,Unmetered,0,0.437,0,0,0,0,0,0
33571,,HIJAR,Future,Residential,Unmetered,Unmetered,0,0.497,0,0,0,0,0,0
33572,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.949,0,0,0,0,0,0
33573,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.454,0,1,0,0,0,0
33574,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.327,0,0,0,0,0,0
33575,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.085,0,0,0,0,0,0
33576,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.106,0,0,0,0,0,0
33577,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.205,0,0,0,0,0,0
33578,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.088,0,0,0,0,0,0
33579,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.118,0,0,0,0,0,0
33580,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.647,0,1,0,0,0,0
33581,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.423,0,0,0,0,0,0
33582,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.603,0,0,0,0,0,0
33583,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.074,0,1,0,0,0,0
33584,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.442,0,1,0,0,0,0
33585,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.633,0,0,0,0,0,0
33586,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.527,0,1,0,0,0,0
33587,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.331,0,2,0,0,0,0
33588,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.644,0,0,0,0,0,0
33589,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.3,0,1,0,0,0,0
33590,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.469,0,1,0,0,0,0
33591,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.706,0,2,0,0,0,0
33592,Commercial,IBRI,EXisting,Residential,Government,Residential-Commercial,0,0.406,0,0,1,1,0,0
33593,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.577,0,0,0,0,0,0
33594,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.228,0,1,0,0,0,0
33595,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.498,0,1,0,0,0,0
33596,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.301,0,1,0,0,0,0
33597,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.58,0,1,0,0,0,0
33598,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.766,0,1,0,0,0,0
33599,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.24,0,0,0,0,0,0
33600,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.08,0,0,0,0,0,0
33601,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.021,0,0,0,0,0,0
33602,,SAYH AL MASARRAT,Future,Residential,Unmetered,Agricultural,1,0.646,0,0,0,0,0,0
33603,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.19,0,1,0,0,0,0
33604,,IBRI,Future,Residential-Commercial,Unmetered,Unmetered,0,0.605,0,0,0,0,0,0
33605,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.388,0,1,0,0,0,0
33606,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.429,0,1,0,0,0,0
33607,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.851,0,0,0,0,0,0
33608,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.909,0,0,0,0,0,0
33609,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.601,0,2,0,0,0,0
33610,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.389,0,0,0,0,0,0
33611,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.194,0,1,0,0,0,0
33612,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.851,0,0,0,0,0,0
33613,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.708,0,0,0,0,0,0
33614,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.574,0,0,0,0,0,0
33615,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.693,0,1,0,0,0,0
33616,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.683,0,0,0,0,0,0
33617,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.411,0,1,0,0,0,0
33618,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.976,0,0,0,0,0,0
33619,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.673,0,1,0,0,0,0
33620,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.748,0,1,0,0,0,0
33621,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.634,0,1,0,0,0,0
33622,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.845,0,1,0,0,0,0
33623,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.843,0,1,0,0,0,0
33624,Additional Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.633,0,2,0,0,0,0
33625,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.954,0,0,0,0,0,0
33626,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,1.0,0,1,0,0,0,0
33627,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.579,0,1,0,0,0,0
33628,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.607,0,0,0,0,0,0
33629,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.412,0,1,0,0,0,0
33630,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.687,0,0,0,0,0,0
33631,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.683,0,0,0,0,0,0
33632,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.545,0,1,0,0,0,0
33633,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.934,0,0,0,0,0,0
33634,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.931,0,0,0,0,0,0
33635,,IBRI,Future,Commercial,Unmetered,Unmetered,0,0.992,0,0,0,0,0,0
33636,,IBRI,Future,Commercial,Unmetered,Unmetered,0,1.0,0,0,0,0,0,0
33637,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.832,0,1,0,0,0,0
33638,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.808,0,1,0,0,0,0
33639,Primary Account Tariff,IBRI,EXisting,Residential,Residential,Residential,0,0.673,0,1,0,0,0,0
33640,,IBRI,Future,Residential,Unmetered,Unmetered,0,0.97,0,0,0,0,0,0
33641,Primary Account Tariff (with National Subsidy),IBRI,EXisting,Residential,Residential,Residential,0,0.796,0,1,0,0,0,0
