NODE,X,Y,GROUND,DEPTH_M,LIFT_M,PLOTS_UP,QADF_M3D,QPK_LS,P_KW,EXC_M,EXC_REACHES,STATUS,MAXDEPTH_NOPS,GROUND_RECOV_M,GROUND_FULL_M,DM_M2,DIG_B1,DIG_B15,DIG_B2,PS_CAPEX,PS_OPEX_YR,PS_KWH_YR,PS_LCC,PS_LCC_NOSTAFF,ELIMINABLE,WIN_STAFFED_B1.0,WIN_STAFFED_B1.5,WIN_STAFFED_B2.0,WIN_UNSTAFFED_B1.0,WIN_UNSTAFFED_B1.5,WIN_UNSTAFFED_B2.0
19200,461165.2284213789,2580876.6586021204,444.79,12.855,11.255,487,526.73,17.459,1.928,22.6,1,REBREACH,13.15,,,254.4,9158.0,11602.0,15601.0,44729.0,12584.0,9071.0,222087.0,52960.0,0,1,1,1,1,1,1
38183,459625.25857953273,2576058.5057201153,433.0,20.399,18.799,17,25.9,1.069,0.197,13.4,1,REBREACH,20.4,,,250.6,9023.0,13487.0,22071.0,13273.0,12134.0,745.0,184294.0,15167.0,0,1,1,1,1,1,1
8153,447378.2474409329,2568612.346625646,346.99,12.352,10.752,442,401.86,13.763,1.452,22.9,1,REBREACH,12.35,,,244.9,8815.0,10880.0,14239.0,38456.0,12478.0,6612.0,214325.0,45198.0,0,1,1,1,1,1,1
44699,464812.4571317438,2577545.9054499175,449.95,12.423,10.823,2,1.13,0.047,0.05,21.8,1,REBREACH,13.28,,,235.6,8483.0,10808.0,14560.0,6388.0,12058.0,19.0,176331.0,7204.0,0,1,1,1,1,1,1
13059,436986.4263669366,2574590.074959985,329.7,15.922,14.322,55,158.44,6.073,0.853,17.0,1,REBREACH,15.92,,,233.8,8415.0,11623.0,17177.0,28972.0,12330.0,3472.0,202753.0,33626.0,0,1,1,1,1,1,1
36392,458534.0789479716,2576930.9684238117,415.01,12.156,10.556,6,3.84,0.158,0.05,22.0,1,REBREACH,12.43,,,232.4,8368.0,10380.0,13623.0,6388.0,12059.0,62.0,176343.0,7216.0,0,1,1,1,1,1,1
13333,445185.448450168,2560531.93617055,331.41,12.488,10.888,215,269.31,9.681,1.034,20.0,1,REBREACH,12.74,,,217.4,7827.0,9799.0,13000.0,32096.0,12379.0,4487.0,206560.0,37432.0,0,1,1,1,1,1,1
8074,446217.4484053258,2561904.771746563,335.54,16.414,14.814,436,649.4,20.986,3.05,13.8,1,REBREACH,16.41,,,200.1,7205.0,10003.0,14925.0,57118.0,12808.0,14720.0,237639.0,68512.0,0,1,1,1,1,1,1
22558,452518.8851147564,2573446.242084207,385.02,12.278,10.678,51,121.81,4.82,0.505,24.4,1,REBREACH,12.59,,,191.9,6910.0,9081.0,12588.0,21905.0,12237.0,1990.0,194372.0,25245.0,0,1,1,1,1,1,1
40357,461303.36908901687,2579787.994336181,436.23,12.293,10.693,113,140.32,5.458,0.573,17.0,1,REBREACH,13.61,,,182.1,6556.0,8442.0,11481.0,23424.0,12257.0,2296.0,196169.0,27042.0,0,1,1,1,1,1,1
45125,465400.56428438507,2577698.922443801,440.72,12.082,10.482,267,289.49,10.316,1.061,21.0,1,REBREACH,12.53,,,173.2,6236.0,8147.0,11197.0,32536.0,12386.0,4643.0,207099.0,37972.0,0,1,1,1,1,1,1
21181,438687.04888327885,2572584.769182605,331.41,41.241,39.641,0,3.66,0.151,0.059,4.0,1,REBREACH,41.41,,,158.9,5720.0,11498.0,26530.0,6968.0,12067.0,222.0,177042.0,7914.0,0,1,1,1,1,1,1
22045,469018.7765691151,2575316.822039194,457.25,13.02,11.42,2191,2166.23,60.508,6.779,13.5,1,REBREACH,13.29,,,154.5,5562.0,7073.0,9555.0,87421.0,13544.0,37853.0,278308.0,109180.0,0,1,1,1,1,1,1
12831,439939.8629606436,2571240.328892404,342.76,13.219,11.619,428,471.09,15.827,1.804,7.1,1,REBREACH,13.22,,,82.3,2963.0,3754.0,5065.0,43177.0,12556.0,8376.0,220142.0,51014.0,0,1,1,1,1,1,1
250,443890.8908945918,2563134.702588491,327.35,14.213,12.613,341,382.58,13.181,1.631,7.7,1,REBREACH,14.21,,,74.2,2671.0,3689.0,5400.0,40918.0,12516.0,7384.0,217317.0,48190.0,0,1,1,1,1,1,1
18833,466216.7075163554,2567732.5757258805,408.61,20.178,18.578,241,223.76,8.226,1.499,4.0,1,REBREACH,20.21,,,64.0,2302.0,3618.0,6134.0,39122.0,12479.0,6361.0,215005.0,45878.0,0,1,1,1,1,1,1
19866,444132.3444262463,2559310.3686597054,325.35,17.008,15.408,11,8.77,0.362,0.055,4.0,1,REBREACH,17.02,,,57.0,2054.0,2955.0,4552.0,6705.0,12064.0,207.0,176741.0,7614.0,0,1,1,1,1,1,1
18834,462730.677615478,2568758.709124268,395.19,18.79,17.19,45,42.83,1.768,0.298,4.0,1,REBREACH,18.81,,,55.8,2009.0,3094.0,5125.0,16546.0,12171.0,1126.0,188089.0,18962.0,0,1,1,1,1,1,1
22431,452015.4278632364,2570483.9271256644,440.36,15.042,13.442,1,0.15,0.006,0.05,4.0,1,REBREACH,15.17,,,53.8,1936.0,2585.0,3704.0,6388.0,12058.0,3.0,176327.0,7200.0,0,1,1,1,1,1,1
411,450900.2232346474,2564205.024755632,343.79,12.769,11.169,226,241.01,8.781,0.962,4.5,1,REBREACH,12.77,,,50.2,1806.0,2259.0,3002.0,30886.0,12360.0,4119.0,205093.0,35965.0,0,1,1,1,1,1,1
36655,459176.0525366814,2576467.458519578,415.74,13.112,11.512,36,14.94,0.617,0.07,4.3,1,REBREACH,13.16,,,49.5,1782.0,2256.0,3038.0,7623.0,12074.0,263.0,177791.0,8664.0,0,1,1,1,1,1,1
24061,458993.3610601658,2578315.9003044236,423.76,12.302,10.702,2215,2403.41,66.295,6.96,4.0,1,REBREACH,12.34,,,42.7,1537.0,1901.0,2492.0,88661.0,13585.0,39358.0,280128.0,111001.0,0,1,1,1,1,1,1
19858,445704.4783106312,2559066.3523706817,317.54,12.043,10.443,20,76.68,3.166,0.324,4.0,1,REBREACH,12.05,,,41.7,1502.0,1840.0,2386.0,17305.0,12180.0,1225.0,188972.0,19845.0,0,1,1,1,1,1,1
22202,451163.3058831467,2565043.607204991,349.88,12.344,10.744,24,14.71,0.608,0.064,4.0,1,REBREACH,12.35,,,37.2,1338.0,1726.0,2337.0,7288.0,12070.0,242.0,177408.0,8281.0,0,1,1,1,1,1,1
18796,470912.4939580461,2563830.681525493,423.59,14.497,12.897,56,59.91,2.474,0.313,4.0,1,REBREACH,14.64,,,35.0,1261.0,1759.0,2620.0,16978.0,12176.0,1182.0,188592.0,19464.0,0,1,1,1,1,1,1
1192,441396.3196289039,2565674.449971329,321.89,14.84,13.24,0,1.36,0.056,0.05,2.7,1,REBREACH,14.85,,,25.2,907.0,1277.0,1919.0,6388.0,12058.0,28.0,176334.0,7206.0,0,1,1,1,1,1,1
21515,464339.7528538432,2567016.562794637,400.35,12.332,10.732,161,160.72,6.15,0.647,2.5,1,REBREACH,12.35,,,24.8,894.0,1140.0,1529.0,25010.0,12278.0,2639.0,198053.0,28926.0,0,1,1,1,1,1,1
8977,451486.7819191717,2566610.443544333,352.95,12.519,10.919,624,605.92,19.746,2.115,2.8,1,REBREACH,12.56,,,24.7,889.0,1166.0,1607.0,46997.0,12625.0,10124.0,224939.0,55812.0,0,1,1,1,1,1,1
54381,464128.34787251236,2566834.09186933,398.81,12.509,10.909,65,42.45,1.753,0.188,2.4,1,REBREACH,12.56,,,24.6,886.0,1127.0,1511.0,12924.0,12130.0,709.0,183891.0,14764.0,0,1,1,1,1,1,1
21999,469461.8111956008,2575010.31310039,461.99,12.198,10.598,72,49.01,2.024,0.21,3.1,1,REBREACH,12.21,,,16.9,609.0,755.0,992.0,13739.0,12140.0,795.0,184833.0,15706.0,0,1,1,1,1,1,1
