zone,pkg,tier,pipes,chambers,len_m,median_pipe_m,props_direct,internal_junctions,head_chambers,outlets,simple_path,hull_ha,long_side_m,short_side_m,elongation,props_at_outlet,len_at_outlet_m,pipes_at_outlet,ds_zone,ds_tier,mh_lo,mh_hi,mh_span,has_levels,dia_max,mh_contiguous,chain_to_main
5A-1-B91,5A-1,lateral,10,10,297.0,29.7,99,1,2,1,0,0.735,224.4,57.7,3.89,99,297.0,10,5A-1-B87,lateral,1.0,8.0,8.0,0,,0,24
5A-1-B92,5A-1,lateral,1,1,7.8,7.8,0,0,1,1,1,0.0,,,,135,948.4,35,5A-1-B94,lateral,,,,0,,0,23
5A-1-B92.A,5A-1,lateral,2,2,42.8,21.4,0,0,1,1,1,0.0,42.8,0.0,,129,862.6,31,5A-1-B92,lateral,1.0,1.0,1.0,0,,0,24
5A-1-B92.B,5A-1,lateral,3,3,75.1,25.6,37,0,2,2,0,0.262,115.5,41.3,2.8,36,49.5,2,5A-1-B92.A,lateral,1.0,3.0,3.0,0,,1,25
5A-1-B93,5A-1,lateral,3,3,78.0,25.8,6,0,1,1,1,0.0,78.0,0.1,,6,78.0,3,5A-1-B92,lateral,1.0,2.0,2.0,0,,0,24
5A-1-B94,5A-1,lateral,4,4,144.9,39.9,9,1,2,1,0,0.217,104.1,41.7,2.5,147,1160.0,42,5A-1-B96,lateral,1.0,2.0,2.0,0,,0,22
5A-1-B95,5A-1,lateral,3,3,66.7,22.8,3,1,2,1,0,0.054,34.7,30.7,1.13,3,66.7,3,5A-1-B94,lateral,1.0,1.0,1.0,0,,0,23
5A-1-B96,5A-1,lateral,2,2,54.9,27.4,0,0,1,1,1,0.005,54.7,1.9,28.49,260,1710.0,64,5A-1-B102,lateral,1.0,1.0,1.0,0,,0,21
5A-1-B97,5A-1,lateral,4,4,120.3,29.5,5,0,1,1,1,0.008,120.3,1.1,112.93,113,495.1,20,5A-1-B96,lateral,1.0,2.0,2.0,0,,0,22
5A-1-B98,5A-1,lateral,6,6,117.3,20.7,7,1,2,1,0,0.128,69.5,26.2,2.66,68,230.3,10,5A-1-B97,lateral,1.0,4.0,4.0,0,,0,23
5A-1-B99,5A-1,lateral,1,1,39.1,39.1,3,0,1,1,1,0.0,,,,39,88.6,3,5A-1-B98,lateral,,,,0,,0,24
5A-2-19,5A-2,lateral,4,4,98.3,28.0,3,0,1,1,1,0.001,98.3,0.1,,3,98.3,4,5A-2-20,lateral,133.0,136.0,4.0,1,160.0,1,4
5A-2-20,5A-2,lateral,8,8,232.2,29.9,3,0,1,1,1,0.562,180.1,59.6,3.02,6,330.5,12,5A-2-22,lateral,126.0,137.0,12.0,1,160.0,0,3
5A-2-21,5A-2,lateral,9,9,264.6,30.4,4,0,1,1,1,0.402,169.6,34.9,4.86,4,264.6,9,5A-2-22,lateral,111.0,119.0,9.0,1,160.0,1,3
5A-2-22,5A-2,lateral,15,15,389.3,28.0,2,0,1,1,1,1.541,291.9,104.8,2.78,12,984.4,36,5A-2-24,lateral,102.0,125.0,24.0,1,160.0,0,2
5A-2-23,5A-2,lateral,7,7,197.5,30.0,6,0,1,1,1,0.0,197.5,0.0,,6,197.5,7,5A-2-24,lateral,138.0,144.0,7.0,1,160.0,1,2
5A-2-24,5A-2,lateral,14,14,379.0,29.8,2,0,1,1,1,0.894,339.3,43.3,7.83,22,1927.4,70,5A-2-TM,trunk_main,80.0,149.0,70.0,1,160.0,0,1
5A-2-25,5A-2,lateral,13,13,366.5,30.0,2,0,1,1,1,1.048,345.0,58.0,5.95,2,366.5,13,5A-2-24,lateral,82.0,94.0,13.0,1,160.0,1,2
5A-2-30,5A-2,lateral,7,6,227.7,32.5,11,0,1,2,1,0.351,191.2,36.5,5.24,6,191.2,6,5A-2-SM.1,sub_main,235.0,267.0,33.0,1,160.0,0,1
5A-2-31,5A-2,lateral,13,13,332.9,25.7,4,0,1,1,1,1.164,203.9,99.2,2.06,4,332.9,13,5A-2-SM.1,sub_main,238.0,259.0,22.0,1,160.0,0,1
5A-2-32,5A-2,lateral,6,6,176.7,30.0,8,0,1,1,1,0.011,176.6,1.3,138.0,8,176.7,6,5A-2-SM.1,sub_main,249.0,260.0,12.0,1,160.0,0,1
5A-2-33,5A-2,lateral,4,4,138.4,35.0,4,0,1,1,1,0.009,138.4,1.1,123.2,26,821.0,25,5A-2-SM.1,sub_main,268.0,271.0,4.0,1,160.0,1,1
5A-2-35,5A-2,lateral,5,5,166.1,34.7,5,0,1,1,1,0.287,121.9,34.0,3.59,22,682.6,21,5A-2-33,lateral,296.0,301.0,6.0,1,160.0,0,2
5A-2-36,5A-2,lateral,5,5,163.2,32.2,8,0,1,1,1,0.001,163.2,0.1,,8,163.2,5,5A-2-35,lateral,291.0,295.0,5.0,1,160.0,1,3
5A-2-37,5A-2,lateral,7,7,205.1,31.1,6,0,1,1,1,0.51,146.2,52.1,2.81,6,205.1,7,5A-2-SM.1,sub_main,312.0,318.0,7.0,1,160.0,1,1
5A-2-38,5A-2,lateral,11,11,353.3,27.9,9,0,1,1,1,1.094,238.3,75.9,3.14,9,353.3,11,5A-2-35,lateral,304.0,321.0,18.0,1,160.0,0,3
5A-2-40,5A-2,lateral,5,5,148.5,30.5,9,0,1,1,1,0.005,148.5,0.6,,12,219.5,7,5A-2-SM.1,sub_main,284.0,288.0,5.0,1,160.0,1,1
5A-2-41,5A-2,lateral,2,2,71.0,35.5,3,0,1,1,1,0.001,71.0,0.3,,3,71.0,2,5A-2-40,lateral,282.0,283.0,2.0,1,160.0,1,2
5A-2-43,5A-2,lateral,7,7,200.5,26.0,10,0,1,1,1,0.401,162.0,40.7,3.98,10,200.5,7,5A-2-44,lateral,323.0,329.0,7.0,1,160.0,1,2
5A-2-44,5A-2,lateral,8,8,225.2,31.2,3,0,1,1,1,0.495,203.7,47.8,4.26,20,676.2,24,5A-2-TM,trunk_main,328.0,337.0,10.0,1,160.0,0,1
5A-2-45,5A-2,lateral,2,2,59.9,30.0,0,0,1,1,1,0.003,59.9,0.9,,0,59.9,2,5A-2-46,lateral,376.0,377.0,2.0,1,160.0,1,3
5A-2-46,5A-2,lateral,4,4,120.8,27.8,3,0,1,1,1,0.17,90.1,37.6,2.39,7,250.5,9,5A-2-44,lateral,329.0,332.0,4.0,1,160.0,1,2
5A-2-47,5A-2,lateral,3,3,69.8,25.8,4,0,1,1,1,0.007,69.7,1.7,41.62,4,69.8,3,5A-2-46,lateral,378.0,380.0,3.0,1,160.0,1,3
5A-2-48,5A-2,lateral,8,8,190.8,21.4,5,0,1,1,1,0.297,161.0,34.5,4.67,7,240.2,10,5A-2-89,lateral,364.0,371.0,8.0,1,160.0,1,4
5A-2-49,5A-2,lateral,9,9,250.7,29.6,5,0,1,1,1,0.591,198.9,57.7,3.45,30,1011.3,41,5A-2-50,lateral,353.0,381.0,29.0,1,160.0,0,2
5A-2-50,5A-2,lateral,9,9,223.0,26.8,9,0,1,1,1,0.342,189.5,35.6,5.33,39,1234.2,50,5A-2-SM.2,sub_main,382.0,390.0,9.0,1,160.0,1,1
5A-2-51,5A-2,lateral,4,4,100.8,25.6,0,0,1,1,1,0.0,100.8,0.0,,0,100.8,4,5A-2-SM.2,sub_main,516.0,519.0,4.0,1,160.0,1,1
5A-2-52,5A-2,lateral,4,4,104.9,25.1,8,0,1,1,1,0.002,104.9,0.5,,8,104.9,4,5A-2-SM.2,sub_main,512.0,515.0,4.0,1,160.0,1,1
5A-2-53,5A-2,lateral,8,8,248.3,30.0,15,0,1,1,1,0.563,210.4,33.5,6.28,15,248.3,8,5A-2-54,lateral,399.0,406.0,8.0,1,160.0,1,2
5A-2-54,5A-2,lateral,14,14,402.2,30.0,8,0,1,1,1,1.057,352.6,37.6,9.37,30,777.3,27,5A-2-SM.3,sub_main,407.0,511.0,105.0,1,160.0,0,1
5A-2-55,5A-2,lateral,2,2,49.5,24.7,2,0,1,1,1,0.0,49.5,0.2,,2,49.5,2,5A-2-54,lateral,412.0,413.0,2.0,1,160.0,1,2
5A-2-56,5A-2,lateral,3,3,77.3,26.6,5,0,1,1,1,0.002,77.3,0.5,,5,77.3,3,5A-2-54,lateral,416.0,418.0,3.0,1,160.0,1,2
5A-2-57,5A-2,lateral,3,3,71.3,23.4,0,0,1,1,1,0.002,71.3,0.6,,0,71.3,3,5A-2-58,lateral,428.0,430.0,3.0,1,160.0,1,2
5A-2-58,5A-2,lateral,7,7,186.2,24.1,9,0,1,1,1,0.31,149.7,39.3,3.81,9,257.5,10,5A-2-SM.3,sub_main,431.0,520.0,90.0,1,160.0,0,1
5A-2-59,5A-2,lateral,8,8,265.4,33.9,10,0,1,1,1,0.16,245.1,10.9,22.51,10,265.4,8,5A-2-SM.4,sub_main,481.0,488.0,8.0,1,160.0,1,1
5A-2-60,5A-2,lateral,10,10,291.9,28.8,3,0,1,1,1,0.58,250.1,45.4,5.51,3,291.9,10,5A-2-SM.4,sub_main,463.0,480.0,18.0,1,160.0,0,1
5A-2-61,5A-2,lateral,8,8,243.8,30.0,17,0,1,1,1,0.368,212.6,34.5,6.16,17,243.8,8,5A-2-SM.4,sub_main,471.0,478.0,8.0,1,160.0,1,1
5A-2-62,5A-2,lateral,5,5,99.4,18.7,9,0,1,1,1,0.119,72.5,32.8,2.21,9,99.4,5,5A-2-64,lateral,684.0,688.0,5.0,1,160.0,1,3
5A-2-63,5A-2,lateral,27,27,916.4,35.0,8,0,1,1,1,9.419,743.3,253.4,2.93,58,2049.2,69,5A-2-SM.3,sub_main,560.0,586.0,27.0,1,160.0,1,1
5A-2-64,5A-2,lateral,24,24,642.1,28.8,28,0,1,1,1,2.77,404.7,107.0,3.78,50,1132.8,42,5A-2-63,lateral,587.0,700.0,114.0,1,160.0,0,2
5A-2-65,5A-2,lateral,8,8,231.4,28.3,9,0,1,1,1,0.657,161.5,51.3,3.15,11,360.7,12,5A-2-64,lateral,640.0,679.0,40.0,1,160.0,0,3
5A-2-66,5A-2,lateral,3,3,96.2,32.1,2,0,1,1,1,0.001,96.2,0.1,,2,96.2,3,5A-2-65,lateral,680.0,682.0,3.0,1,160.0,1,4
5A-2-67,5A-2,lateral,1,1,33.1,33.1,0,0,1,1,1,0.0,,,,0,33.1,1,5A-2-65,lateral,647.0,647.0,1.0,1,160.0,1,4
5A-2-68,5A-2,lateral,1,1,30.5,30.5,2,0,1,1,1,0.0,,,,2,30.5,1,5A-2-64,lateral,630.0,630.0,1.0,1,160.0,1,3
5A-2-69,5A-2,lateral,3,3,86.7,30.0,0,0,1,1,1,0.002,86.7,0.5,,0,86.7,3,5A-2-70,lateral,604.0,606.0,3.0,1,160.0,1,2
5A-2-70,5A-2,lateral,18,18,565.1,30.0,29,0,1,1,1,2.381,445.0,94.4,4.72,120,2351.2,73,5A-2-SM.3,sub_main,596.0,701.0,106.0,1,160.0,0,1
5A-2-71,5A-2,lateral,2,2,49.6,24.8,4,0,1,1,1,0.001,49.6,0.2,,4,49.6,2,5A-2-70,lateral,602.0,603.0,2.0,1,160.0,1,2
5A-2-72,5A-2,lateral,17,17,500.0,30.0,11,0,1,1,1,2.13,414.9,92.4,4.49,81,1546.9,46,5A-2-70,lateral,523.0,629.0,107.0,1,160.0,0,2
5A-2-73,5A-2,lateral,13,13,486.9,35.2,31,0,1,1,1,2.594,375.5,82.4,4.56,70,1046.9,29,5A-2-72,lateral,530.0,559.0,30.0,1,160.0,0,3
5A-2-74,5A-2,lateral,2,2,77.5,38.8,2,0,1,1,1,0.001,77.5,0.3,,2,77.5,2,5A-2-73,lateral,533.0,534.0,2.0,1,160.0,1,4
5A-2-75,5A-2,lateral,2,2,77.9,38.9,3,0,1,1,1,0.0,77.9,0.0,,3,77.9,2,5A-2-73,lateral,535.0,536.0,2.0,1,160.0,1,4
5A-2-76,5A-2,lateral,9,9,283.5,30.6,12,0,1,1,1,0.909,207.2,55.1,3.76,14,323.6,10,5A-2-73,lateral,539.0,548.0,10.0,1,160.0,0,4
5A-2-77,5A-2,lateral,1,1,40.1,40.1,2,0,1,1,1,0.0,,,,2,40.1,1,5A-2-76,lateral,538.0,538.0,1.0,1,160.0,1,5
5A-2-78,5A-2,lateral,2,2,81.0,40.5,20,0,1,1,1,0.0,81.0,0.1,,20,81.0,2,5A-2-73,lateral,555.0,556.0,2.0,1,160.0,1,4
5A-2-79,5A-2,lateral,10,10,264.6,26.7,14,0,1,1,1,0.594,215.4,54.6,3.95,14,264.6,10,5A-2-SM.5,sub_main,719.0,729.0,11.0,1,160.0,0,1
5A-2-80,5A-2,lateral,11,11,336.3,30.0,10,0,1,1,1,1.558,241.8,110.4,2.19,16,659.6,22,5A-2-SM.5,sub_main,854.0,864.0,11.0,1,160.0,1,1
5A-2-81,5A-2,lateral,4,4,140.8,37.7,3,0,1,1,1,0.213,122.1,34.8,3.51,3,140.8,4,5A-2-80,lateral,865.0,896.0,32.0,1,160.0,0,2
5A-2-82,5A-2,lateral,7,7,182.5,24.8,3,0,1,1,1,0.333,140.1,43.2,3.24,3,182.5,7,5A-2-80,lateral,867.0,893.0,27.0,1,160.0,0,2
5A-2-83,5A-2,lateral,20,20,562.1,28.1,21,0,1,1,1,2.613,432.3,75.6,5.72,26,934.6,33,5A-2-SM.5,sub_main,732.0,775.0,44.0,1,160.0,0,1
5A-2-84,5A-2,lateral,11,11,325.5,28.6,2,0,1,1,1,0.042,325.4,2.3,143.55,2,325.5,11,5A-2-83,lateral,745.0,755.0,11.0,1,160.0,1,2
5A-2-85,5A-2,lateral,2,2,46.9,23.5,3,0,1,1,1,0.001,46.9,0.2,,3,46.9,2,5A-2-83,lateral,768.0,769.0,2.0,1,160.0,1,2
5A-2-86,5A-2,lateral,7,7,174.6,24.6,6,0,1,1,1,0.033,174.4,3.4,51.71,11,239.1,9,5A-2-SM.1,sub_main,227.0,233.0,7.0,1,160.0,1,1
5A-2-87,5A-2,lateral,1,1,28.0,28.0,0,0,1,1,1,0.0,,,,5,64.5,2,5A-2-86,lateral,234.0,234.0,1.0,1,160.0,1,2
5A-2-88,5A-2,lateral,2,2,49.5,24.7,2,0,1,1,1,0.001,49.5,0.3,,2,49.5,2,5A-2-48,lateral,372.0,373.0,2.0,1,160.0,1,5
5A-2-89,5A-2,lateral,14,14,316.4,22.7,4,0,1,1,1,1.182,171.5,108.7,1.58,25,760.6,32,5A-2-49,lateral,333.0,375.0,43.0,1,160.0,0,3
5A-2-90,5A-2,lateral,4,4,102.9,26.4,6,0,1,1,1,0.003,102.9,0.6,,6,102.9,4,5A-2-70,lateral,592.0,595.0,4.0,1,160.0,1,2
5A-2-91,5A-2,lateral,8,8,203.9,23.5,14,0,1,1,1,0.482,157.4,36.8,4.28,14,203.9,8,5A-2-89,lateral,340.0,347.0,8.0,1,160.0,1,4
5A-2-SM.1,5A-2,sub_main,28,28,929.4,33.1,5,0,1,1,1,7.233,758.1,146.7,5.17,78,3114.9,101,5A-2-TM,trunk_main,215.0,281.0,67.0,1,160.0,0,0
5A-2-SM.2,5A-2,sub_main,8,8,231.0,29.7,6,0,1,1,1,0.005,231.0,0.4,,53,1671.0,66,5A-2-TM,trunk_main,391.0,398.0,8.0,1,160.0,1,0
5A-2-SM.3,5A-2,sub_main,29,29,938.5,30.0,17,0,1,1,1,0.106,938.5,1.7,550.45,234,6373.7,208,5A-2-TM,trunk_main,419.0,459.0,41.0,1,160.0,0,0
5A-2-SM.4,5A-2,sub_main,17,17,435.8,24.5,11,0,1,1,1,2.228,354.1,107.2,3.3,41,1237.0,43,5A-2-TM,trunk_main,461.0,503.0,43.0,1,160.0,0,0
5A-2-SM.5,5A-2,sub_main,30,30,890.6,25.3,17,0,1,1,1,0.386,890.3,6.2,142.54,73,2749.3,95,5A-2-TM,trunk_main,702.0,848.0,147.0,1,160.0,0,0
5A-2-TM,5A-2,trunk_main,72,72,2264.4,30.0,21,0,1,1,1,35.592,2111.9,248.0,8.52,780,23468.6,805,5A-4-TM,trunk_main,79.0,6032.0,5954.0,1,200.0,0,0
5A-3-1,5A-3,lateral,5,5,154.4,30.7,34,0,1,1,1,0.155,142.1,18.6,7.64,34,154.4,5,5A-3-TM,trunk_main,5000.0,5004.0,5.0,1,160.0,1,1
5A-3-10,5A-3,lateral,2,2,63.2,31.6,2,0,1,1,1,0.002,63.2,0.5,,2,63.2,2,5A-3-TM,trunk_main,5036.0,5037.0,2.0,1,160.0,1,1
5A-3-11,5A-3,lateral,3,3,81.8,28.4,18,0,1,1,1,0.073,66.6,22.0,3.02,18,81.8,3,5A-3-12,lateral,46.0,48.0,3.0,1,160.0,1,3
5A-3-12,5A-3,lateral,11,11,311.7,28.9,18,0,1,1,1,0.847,235.6,58.1,4.05,45,475.1,17,5A-3-17,lateral,32.0,45.0,14.0,1,160.0,0,2
5A-3-13,5A-3,lateral,3,3,81.7,25.2,9,0,1,1,1,0.01,81.6,2.4,34.49,9,81.7,3,5A-3-12,lateral,36.0,38.0,3.0,1,160.0,1,3
5A-3-14,5A-3,lateral,2,2,56.8,28.4,10,0,1,1,1,0.0,56.8,0.1,,10,56.8,2,5A-3-16,lateral,51.0,52.0,2.0,1,160.0,1,3
5A-3-15,5A-3,lateral,1,1,31.9,31.9,3,0,1,1,1,0.0,,,,3,31.9,1,5A-3-16,lateral,64.0,64.0,1.0,1,160.0,1,3
5A-3-16,5A-3,lateral,12,12,356.7,31.3,12,0,1,1,1,0.921,121.8,87.5,1.39,29,495.1,17,5A-3-17,lateral,49.0,66.0,18.0,1,160.0,0,2
5A-3-17,5A-3,lateral,10,10,243.7,29.9,15,0,1,1,1,0.066,243.3,4.6,52.77,94,1282.5,47,5A-3-TM,trunk_main,18.0,31.0,14.0,1,160.0,0,1
5A-3-18,5A-3,lateral,3,3,68.5,21.5,5,0,1,1,1,0.05,52.4,16.8,3.13,5,68.5,3,5A-3-17,lateral,26.0,29.0,4.0,1,160.0,0,2
5A-3-2,5A-3,lateral,2,2,49.7,24.9,1,0,1,1,1,0.015,47.7,6.4,7.49,1,49.7,2,5A-3-TM,trunk_main,5007.0,5008.0,2.0,1,160.0,1,1
5A-3-26,5A-3,lateral,1,1,27.2,27.2,4,0,1,1,1,0.0,,,,4,27.2,1,5A-3-16,lateral,54.0,54.0,1.0,1,160.0,1,3
5A-3-27,5A-3,lateral,1,1,22.5,22.5,0,0,1,1,1,0.0,,,,0,22.5,1,5A-3-16,lateral,56.0,56.0,1.0,1,160.0,1,3
5A-3-3,5A-3,lateral,3,3,76.5,31.5,0,0,1,1,1,0.027,73.7,7.3,10.14,6,142.8,5,5A-3-TM,trunk_main,5014.0,5018.0,5.0,1,160.0,0,1
5A-3-4,5A-3,lateral,2,2,66.3,33.2,6,0,1,1,1,0.012,65.3,3.8,17.18,6,66.3,2,5A-3-3,lateral,5015.0,5016.0,2.0,1,160.0,1,2
5A-3-5,5A-3,lateral,6,6,135.2,20.9,11,0,1,1,1,0.055,134.3,7.0,19.31,11,135.2,6,5A-3-TM,trunk_main,5021.0,5026.0,6.0,1,160.0,1,1
5A-3-6,5A-3,lateral,8,8,185.2,23.0,2,0,1,1,1,0.293,156.1,30.6,5.1,11,310.9,12,5A-3-TM,trunk_main,5038.0,5045.0,8.0,1,160.0,1,1
5A-3-7,5A-3,lateral,4,4,125.7,31.2,9,0,1,1,1,0.183,84.2,37.2,2.26,9,125.7,4,5A-3-6,lateral,1.0,5047.0,5047.0,1,160.0,0,2
5A-3-8,5A-3,lateral,2,2,41.8,20.9,5,0,1,1,1,0.0,41.8,0.1,,5,41.8,2,5A-3-9,lateral,4.0,5.0,2.0,1,160.0,1,2
5A-3-9,5A-3,lateral,7,7,198.9,29.5,25,0,1,1,1,0.089,197.0,7.6,25.9,30,240.6,9,5A-3-TM,trunk_main,6.0,12.0,7.0,1,160.0,1,1
5A-3-TM,5A-3,trunk_main,38,38,1075.4,30.0,49,0,1,1,1,11.09,924.9,213.3,4.34,238,3454.8,126,5A-2-TM,trunk_main,13.0,5052.0,5040.0,1,200.0,0,0
5A-4-100,5A-4,lateral,8,8,205.2,24.7,10,0,1,1,1,0.445,131.1,54.7,2.4,20,309.0,12,5A-4-99,lateral,952.0,5133.0,4182.0,1,160.0,0,2
5A-4-101,5A-4,lateral,2,2,43.6,21.8,4,0,1,1,1,0.0,43.6,0.0,,4,43.6,2,5A-4-100,lateral,956.0,957.0,2.0,1,160.0,1,3
5A-4-102,5A-4,lateral,2,2,60.2,30.1,6,0,1,1,1,0.007,60.0,2.4,24.75,6,60.2,2,5A-4-100,lateral,958.0,959.0,2.0,1,160.0,1,3
5A-4-103,5A-4,lateral,16,16,417.3,25.1,22,0,1,1,1,1.77,240.8,117.8,2.04,81,1151.1,47,5A-4-SM.6,sub_main,963.0,5131.0,4169.0,1,160.0,0,1
5A-4-104,5A-4,lateral,7,7,175.0,27.5,17,0,1,1,1,0.359,135.8,52.5,2.59,17,175.0,7,5A-4-103,lateral,982.0,998.0,17.0,1,160.0,0,2
5A-4-105,5A-4,lateral,5,5,127.7,25.9,11,0,1,1,1,0.17,89.6,38.0,2.36,11,127.7,5,5A-4-103,lateral,972.0,976.0,5.0,1,160.0,1,2
5A-4-106,5A-4,lateral,7,7,153.7,22.4,8,0,1,1,1,0.242,132.8,35.7,3.72,8,153.7,7,5A-4-103,lateral,5124.0,5130.0,7.0,1,160.0,1,2
5A-4-107,5A-4,lateral,12,12,277.4,23.3,23,0,1,1,1,0.635,96.5,89.8,1.07,23,277.4,12,5A-4-103,lateral,5112.0,5123.0,12.0,1,160.0,1,2
5A-4-108,5A-4,lateral,6,6,148.0,25.7,11,0,1,1,1,0.025,147.8,2.8,53.72,16,317.5,13,5A-4-SM.6,sub_main,1015.0,5062.0,4048.0,1,160.0,0,1
5A-4-110,5A-4,lateral,3,3,71.5,24.1,5,0,1,1,1,0.003,71.5,0.9,,5,71.5,3,5A-4-108,lateral,1023.0,5064.0,4042.0,1,160.0,0,2
5A-4-111,5A-4,lateral,4,4,98.0,22.8,0,0,1,1,1,0.103,75.1,27.2,2.76,0,98.0,4,5A-4-108,lateral,1012.0,1016.0,5.0,1,160.0,0,2
5A-4-112,5A-4,lateral,6,6,128.9,21.7,11,0,1,1,1,0.001,128.9,0.1,,11,128.9,6,5A-4-SM.6,sub_main,1006.0,1011.0,6.0,1,160.0,1,1
5A-4-113,5A-4,lateral,5,5,126.3,24.5,19,0,1,1,1,0.0,126.3,0.1,,19,126.3,5,5A-4-SM.6,sub_main,1001.0,1005.0,5.0,1,160.0,1,1
5A-4-92,5A-4,lateral,20,20,623.2,33.9,97,0,1,1,1,2.568,528.7,61.8,8.56,136,1320.5,43,5A-4-SM.6,sub_main,934.0,5081.0,4148.0,1,160.0,0,1
5A-4-93,5A-4,lateral,3,3,92.0,32.4,5,0,1,1,1,0.013,91.9,2.8,33.07,5,92.0,3,5A-4-92,lateral,5083.0,5085.0,3.0,1,160.0,1,2
5A-4-94,5A-4,lateral,4,4,123.8,33.0,12,0,1,1,1,0.002,123.8,0.3,,12,123.8,4,5A-4-95,lateral,5086.0,5089.0,4.0,1,160.0,1,3
5A-4-95,5A-4,lateral,3,3,102.1,27.3,11,0,1,1,1,0.018,101.5,3.3,30.73,23,225.9,7,5A-4-92,lateral,5090.0,5092.0,3.0,1,160.0,1,2
5A-4-96,5A-4,lateral,4,4,119.9,30.6,4,0,1,1,1,0.032,119.3,5.4,22.29,4,119.9,4,5A-4-92,lateral,5108.0,5111.0,4.0,1,160.0,1,2
5A-4-97,5A-4,lateral,9,9,259.5,29.9,7,0,1,1,1,0.454,226.0,28.0,8.07,7,259.5,9,5A-4-92,lateral,5093.0,5101.0,9.0,1,160.0,1,2
5A-4-98,5A-4,lateral,4,4,142.2,35.8,8,0,1,1,1,0.004,142.2,0.6,,8,142.2,4,5A-4-SM.6,sub_main,938.0,941.0,4.0,1,160.0,1,1
5A-4-99,5A-4,lateral,12,12,318.8,26.6,15,0,1,1,1,0.658,284.4,35.9,7.92,35,627.7,24,5A-4-SM.6,sub_main,946.0,5107.0,4162.0,1,160.0,0,1
5A-4-SM.6,5A-4,sub_main,21,21,546.6,26.5,39,0,1,1,1,3.205,377.2,168.6,2.24,345,4360.9,163,5A-4-SM,sub_main,918.0,5061.0,4144.0,1,160.0,0,0
5A-4-TM,5A-4,trunk_main,20,20,677.6,33.4,16,0,1,1,1,1.412,671.7,30.8,21.83,796,24146.2,825,5A-4-SM,sub_main,899.0,6033.0,5135.0,1,200.0,0,0
5A-5-10,5A-5,lateral,6,6,196.2,32.7,31,0,1,1,1,0.007,196.2,0.6,,31,196.2,6,5A-5-SM.1,sub_main,1470.0,1475.0,6.0,1,160.0,1,1
5A-5-100,5A-5,lateral,5,5,157.5,29.7,5,0,1,1,1,0.289,115.7,49.3,2.35,5,157.5,5,5A-5-101,lateral,2046.0,2051.0,6.0,1,160.0,0,3
5A-5-101,5A-5,lateral,13,13,402.6,29.5,31,0,1,1,1,0.359,397.5,18.1,22.0,36,560.1,18,5A-5-99,lateral,2033.0,2045.0,13.0,1,160.0,1,2
5A-5-102,5A-5,lateral,1,1,28.6,28.6,2,0,1,1,1,0.0,,,,2,28.6,1,5A-5-103,lateral,1957.0,1957.0,1.0,1,160.0,1,2
5A-5-103,5A-5,lateral,14,14,390.8,29.4,17,0,1,1,1,1.83,278.9,113.6,2.46,31,687.3,24,5A-5-SM.2,sub_main,1938.0,1958.0,21.0,1,160.0,0,1
5A-5-104,5A-5,lateral,1,1,30.8,30.8,0,0,1,1,1,0.0,,,,0,30.8,1,5A-5-103,lateral,1949.0,1949.0,1.0,1,160.0,1,2
5A-5-105,5A-5,lateral,7,7,210.4,26.5,10,0,1,1,1,0.245,187.0,25.6,7.3,12,237.1,8,5A-5-103,lateral,2353.0,2359.0,7.0,1,160.0,1,2
5A-5-106,5A-5,lateral,1,1,26.7,26.7,2,0,1,1,1,0.0,,,,2,26.7,1,5A-5-105,lateral,2352.0,2352.0,1.0,1,160.0,1,3
5A-5-107,5A-5,lateral,6,6,201.0,32.1,10,0,1,1,1,0.266,172.8,30.8,5.61,10,201.0,6,5A-5-112,lateral,1924.0,1929.0,6.0,1,160.0,1,2
5A-5-108,5A-5,lateral,7,7,186.8,28.2,11,0,1,1,1,0.148,170.2,17.4,9.79,14,202.1,8,5A-5-112,lateral,1916.0,1923.0,8.0,1,160.0,0,2
5A-5-109,5A-5,lateral,1,1,15.3,15.3,3,0,1,1,1,0.0,,,,3,15.3,1,5A-5-108,lateral,1921.0,1921.0,1.0,1,160.0,1,3
5A-5-11,5A-5,lateral,8,8,276.1,32.1,6,0,1,1,1,0.951,197.7,96.2,2.06,6,276.1,8,5A-5-13,lateral,1476.0,1483.0,8.0,1,160.0,1,2
5A-5-110,5A-5,lateral,1,1,20.1,20.1,3,0,1,1,1,0.0,,,,3,20.1,1,5A-5-111,lateral,2350.0,2350.0,1.0,1,160.0,1,3
5A-5-111,5A-5,lateral,6,6,188.5,36.5,15,0,1,1,1,0.162,171.0,18.6,9.21,18,208.5,7,5A-5-112,lateral,2345.0,2351.0,7.0,1,160.0,0,2
5A-5-112,5A-5,lateral,8,8,227.1,28.2,11,0,1,1,1,0.006,227.1,0.4,,53,838.7,29,5A-5-SM.2,sub_main,1912.0,2379.0,468.0,1,160.0,0,1
5A-5-113,5A-5,lateral,8,8,253.3,30.4,23,0,1,1,1,0.007,253.3,0.6,,23,253.3,8,5A-5-SM.2,sub_main,1901.0,1908.0,8.0,1,160.0,1,1
5A-5-114,5A-5,lateral,7,7,260.0,38.6,32,0,1,1,1,0.832,186.3,88.9,2.1,32,374.6,10,5A-5-SM.2,sub_main,1781.0,1788.0,8.0,1,160.0,0,1
