BR_ID,KM,PLOTS,PROPS,POP,Q_M3D,M_PER_PRP,M_PER_M3D,N_LIFT,LIFT_M,OUT_X,OUT_Y,OUT_Z,ROUTE_KM,VILLAGE
1753,0.09,0,0.0,0,0.0,90401509806.3,90401509806.3,0,0.0,447523.0,2558400.4,316.5,101.46,-
1158,0.09,5,2.0,11,1.483,44.8,60.5,0,0.0,450721.9,2565146.4,342.8,68.66,-
1262,0.09,2,1.5,8,1.08,61.9,83.4,0,0.0,466122.2,2576636.7,445.3,75.69,-
35,0.09,2,1.0,5,0.742,89.8,121.1,0,0.0,448011.0,2567331.4,348.7,8.46,-
482,0.09,0,0.0,0,0.0,89773877117.0,89773877117.0,0,0.0,447596.5,2573001.7,377.0,31.85,-
897,0.09,6,7.3,39,5.399,12.3,16.6,0,0.0,453818.1,2575269.8,395.1,55.57,-
136,0.089,0,0.0,0,0.0,88824772074.9,88824772074.9,1,11.1,450411.7,2567585.5,354.7,16.77,-
1781,0.089,3,2.9,15,2.16,30.7,41.4,0,0.0,465438.6,2566316.3,399.3,112.5,-
1330,0.088,3,1.5,8,1.08,60.3,81.3,0,0.0,466340.3,2566333.1,402.7,71.72,-
176,0.088,2,2.5,13,1.821,36.0,48.6,0,0.0,450846.3,2567487.5,355.2,18.77,-
1769,0.087,2,1.0,5,0.742,87.3,117.7,0,0.0,470877.0,2564478.1,420.4,102.76,-
284,0.087,4,2.5,13,1.821,35.5,47.9,0,0.0,448757.3,2569035.7,354.4,20.32,-
1672,0.087,2,1.5,8,1.08,59.8,80.6,0,0.0,473848.7,2574849.0,489.3,93.65,-
1714,0.087,7,4.4,23,3.239,19.9,26.8,0,0.0,474072.4,2571804.5,495.3,90.77,BAT
1711,0.087,0,0.0,0,0.0,86977008456.3,86977008456.3,0,0.0,459912.6,2576719.3,418.5,96.64,-
1415,0.087,2,1.0,5,0.742,86.7,116.9,0,0.0,470037.6,2564762.7,419.1,78.17,-
486,0.086,0,0.0,0,0.0,85805975338.4,85805975338.4,0,0.0,447598.5,2572986.7,376.8,31.83,-
1192,0.086,2,1.0,5,0.742,86.0,116.0,0,0.0,459916.6,2577479.3,421.1,74.43,-
180,0.086,1,0.0,0,0.0,86107243943.3,86107243943.3,0,0.0,450440.1,2567806.0,357.5,19.14,-
470,0.085,2,1.5,8,1.08,58.2,78.4,0,0.0,449640.0,2572241.2,371.1,31.33,AL SELAMI
1376,0.085,1,1.5,8,1.08,58.1,78.4,0,0.0,462552.3,2578386.4,427.7,77.58,AL DIREZ
145,0.084,8,23.6,8,13.573,3.6,6.2,0,0.0,447667.2,2570137.4,369.6,16.98,-
622,0.084,2,1.5,8,1.08,57.9,78.0,0,0.0,437232.2,2564620.1,308.0,37.31,ALSHARYAH
1372,0.084,1,0.0,0,0.0,83595498273.4,83595498273.4,0,0.0,451560.7,2565174.3,350.6,77.45,-
1258,0.084,4,0.0,0,0.0,83997901797.0,83997901797.0,0,0.0,458162.6,2577163.0,414.4,75.58,HAI AL-MAMOORAH (P.A.)
1616,0.084,1,0.0,0,0.0,84165057195.8,84165057195.8,0,0.0,474461.2,2574713.4,495.2,89.89,AL WAHRAH
767,0.084,0,0.0,0,0.0,83650034776.6,83650034776.6,0,0.0,452589.0,2573376.7,385.2,49.22,-
881,0.083,0,0.0,0,0.0,82890671204.0,82890671204.0,0,0.0,451237.2,2574548.7,384.7,55.57,-
1024,0.083,2,0.0,0,0.0,83071157473.7,83071157473.7,0,0.0,466190.3,2566265.1,402.7,66.18,-
65,0.083,6,6.0,32,4.45,13.9,18.7,0,0.0,443702.0,2560784.9,316.5,12.03,-
149,0.082,6,5.8,31,4.319,14.0,18.9,0,0.0,443494.1,2566162.7,328.0,17.04,-
858,0.082,0,0.0,0,0.0,81605031863.9,81605031863.9,0,0.0,453069.5,2575799.1,395.6,54.57,-
707,0.082,1,0.0,0,0.0,82055077478.6,82055077478.6,0,0.0,458814.2,2571008.7,381.6,44.66,-
1390,0.082,1,1.5,8,1.08,56.2,75.8,0,0.0,465811.2,2578327.4,440.5,77.82,-
94,0.082,1,1.0,5,0.742,82.3,111.0,0,0.0,444336.9,2559870.7,322.2,14.59,-
1168,0.082,2,4.5,18,3.127,18.4,26.2,0,0.0,460888.8,2578947.8,428.2,73.93,-
643,0.082,3,3.9,21,2.901,20.9,28.2,0,0.0,453294.4,2572463.1,380.8,39.97,AL TAYYEB (P.A.)
24,0.081,11,6.5,34,4.788,12.5,16.9,0,0.0,448879.4,2564342.6,338.7,7.81,AL DUBAYSHI
130,0.081,0,0.0,0,0.0,80895995067.4,80895995067.4,0,0.0,450342.3,2567481.8,354.2,16.73,-
1188,0.081,1,1.5,8,1.08,55.3,74.6,0,0.0,461029.3,2578743.1,426.2,74.33,-
1182,0.081,2,1.5,8,1.08,55.4,74.7,0,0.0,459121.1,2577145.0,417.2,74.26,AL DIREZ
1442,0.081,2,2.9,15,2.16,27.8,37.5,0,0.0,465117.6,2578163.9,438.2,78.71,-
948,0.08,2,2.9,15,2.16,27.4,36.9,0,0.0,454888.4,2574628.0,393.5,60.15,-
546,0.08,1,1.5,8,1.08,55.2,74.4,0,0.0,450107.2,2569979.8,360.5,29.01,-
779,0.08,0,0.0,0,0.0,79884123106.4,79884123106.4,0,0.0,458283.8,2571339.3,379.0,50.69,-
36,0.079,1,1.5,8,1.08,54.4,73.4,0,0.0,448437.9,2566158.4,348.7,8.9,-
651,0.079,0,0.0,0,0.0,79454657538.6,79454657538.6,0,0.0,459190.6,2568553.9,381.5,41.05,-
229,0.079,0,0.0,0,0.0,78510441983.0,78510441983.0,0,0.0,451286.6,2568110.5,372.8,20.07,-
1310,0.079,1,1.0,5,0.742,78.7,106.1,0,0.0,459715.3,2576404.5,417.6,76.38,AL DIREZ
432,0.079,0,0.0,0,0.0,79079216731.3,79079216731.3,0,0.0,449428.1,2572294.0,371.1,30.59,-
722,0.079,3,2.9,15,2.16,27.2,36.6,0,0.0,453509.5,2573480.7,385.0,47.26,-
662,0.079,1,3.0,16,2.225,26.4,35.5,0,0.0,452945.7,2573376.9,383.4,41.46,-
1741,0.078,0,0.0,0,0.0,77542383347.2,77542383347.2,0,0.0,471442.3,2564601.8,423.6,94.65,-
1041,0.078,0,0.0,0,0.0,77723570849.1,77723570849.1,0,0.0,453522.7,2565384.8,358.7,67.46,-
825,0.078,2,0.0,0,0.0,77537261737.5,77537261737.5,0,0.0,452858.2,2574830.9,391.9,53.47,-
1005,0.078,1,4.4,0,2.499,17.5,31.1,0,0.0,453706.7,2577975.4,403.2,63.56,-
865,0.078,1,0.0,0,0.0,78213719412.7,78213719412.7,0,0.0,453715.8,2575584.2,395.2,54.84,-
132,0.077,1,0.0,0,0.0,76722048449.2,76722048449.2,0,0.0,447182.0,2568819.9,346.0,16.82,-
670,0.077,1,0.0,0,0.0,76933755039.3,76933755039.3,0,0.0,458282.8,2568834.9,377.5,42.44,AL TAYYEB (P.A)-C
1440,0.077,5,7.3,39,5.399,10.6,14.3,0,0.0,465039.6,2578118.9,438.5,78.53,-
1169,0.077,4,14.4,23,8.875,5.4,8.7,0,0.0,460716.1,2578668.1,427.0,73.94,AL DIREZ
725,0.077,5,7.3,39,5.399,10.6,14.3,0,0.0,461820.9,2571368.7,394.1,47.34,AL TAYYEB (P.A.)
719,0.076,3,0.0,0,0.0,75870522002.8,75870522002.8,0,0.0,460458.1,2571292.9,385.9,47.08,AL TAYYEB (P.A.)
1111,0.076,1,1.5,8,1.08,52.3,70.5,0,0.0,459650.4,2577703.1,421.6,72.32,-
415,0.076,6,8.8,39,10.495,8.6,7.2,0,0.0,448347.4,2573280.9,380.1,30.23,-
58,0.076,0,0.0,0,0.0,75805604428.0,75805604428.0,0,0.0,446381.5,2567594.2,341.1,10.9,-
1439,0.075,7,6.4,34,4.723,11.8,15.9,0,0.0,467989.4,2575597.2,451.9,77.93,-
1218,0.075,2,1.0,5,0.742,74.9,101.0,0,0.0,460844.6,2578098.3,425.0,74.89,-
1069,0.075,1,1.5,8,1.08,51.2,69.0,0,0.0,462903.6,2576044.6,430.0,70.99,-
1777,0.075,4,4.0,21,2.966,18.7,25.2,0,0.0,446667.7,2558586.3,319.6,113.43,-
872,0.075,5,5.8,31,4.319,12.8,17.3,0,0.0,462106.7,2567981.1,390.4,55.18,-
1561,0.075,3,1.5,8,1.08,51.8,69.8,0,0.0,451095.2,2563377.8,346.6,85.8,SULAIF AL (P.A.)-C
1684,0.075,9,1.5,8,1.08,51.2,69.0,0,0.0,474070.9,2572200.8,492.0,94.96,BAT
945,0.075,5,3.9,21,2.901,19.1,25.7,0,0.0,455073.3,2575293.3,396.5,59.92,-
1317,0.074,3,1.5,8,1.08,51.1,68.9,0,0.0,459184.1,2576446.0,415.9,76.52,AL DIREZ
1281,0.074,0,0.0,0,0.0,73904171349.9,73904171349.9,0,0.0,466347.2,2576649.7,446.4,75.86,-
1772,0.074,2,2.5,13,1.821,30.1,40.6,1,12.8,469478.1,2564248.0,417.1,104.55,-
1373,0.073,0,0.0,0,0.0,72863953244.0,72863953244.0,0,0.0,465773.0,2577748.8,441.5,77.47,-
1598,0.073,3,3.9,21,2.901,18.8,25.3,0,0.0,472665.3,2573943.2,480.3,88.93,BAT (P.A.)
390,0.073,0,0.0,0,0.0,72652246321.4,72652246321.4,0,0.0,450083.2,2569846.2,359.3,24.63,-
1321,0.073,2,2.5,13,1.821,29.7,40.1,0,0.0,459642.3,2576394.5,417.4,76.55,AL DIREZ
1750,0.073,4,2.9,15,2.16,25.1,33.8,0,0.0,475853.0,2575022.5,508.2,100.3,BAT (P.A.)
1210,0.073,0,0.0,0,0.0,73247914049.3,73247914049.3,0,0.0,459580.1,2577285.0,418.7,74.92,-
526,0.073,0,0.0,0,0.0,72571551103.8,72571551103.8,0,0.0,445275.2,2572440.9,390.4,33.01,-
519,0.073,2,2.9,15,2.16,24.9,33.6,0,0.0,445191.2,2572422.9,391.4,33.05,ALRAYBAH (P.A)
177,0.073,4,16.3,31,10.199,4.5,7.1,0,0.0,450521.2,2568190.9,360.1,18.01,AL MURTAFA
1365,0.073,2,3.9,15,2.723,18.7,26.9,0,0.0,465558.9,2566150.1,399.5,77.37,-
584,0.073,3,2.9,15,2.16,24.9,33.6,0,0.0,447629.0,2570941.1,374.2,35.84,-
740,0.073,1,0.0,0,0.0,73336006465.2,73336006465.2,0,0.0,457331.7,2568041.2,371.8,48.5,-
1352,0.072,6,1.0,5,0.742,71.7,96.7,0,0.0,461228.4,2577607.1,423.6,77.12,AL DIREZ
514,0.072,1,1.5,8,1.08,49.2,66.3,0,0.0,448845.3,2573793.1,383.1,32.92,-
1827,0.072,2,1.5,8,1.08,49.8,67.1,0,0.0,468234.1,2575262.8,451.8,176.95,-
1742,0.072,3,4.4,23,3.239,16.5,22.3,0,0.0,476519.0,2575337.5,515.4,100.03,BAT (P.A.)
973,0.072,1,1.5,8,1.08,49.5,66.8,0,0.0,453595.2,2574710.9,392.7,61.52,-
1460,0.072,1,1.5,8,1.08,49.2,66.4,0,0.0,464802.6,2577980.9,437.6,79.27,-
1448,0.071,6,8.7,46,6.479,8.1,11.0,0,0.0,463771.3,2578870.9,431.4,78.95,-
167,0.071,7,7.8,36,5.624,9.1,12.7,0,0.0,450188.1,2567674.9,352.8,18.57,-
164,0.071,5,26.4,50,16.528,2.7,4.3,0,0.0,450492.2,2567581.4,355.0,17.1,-
998,0.071,2,2.9,15,2.16,24.5,33.1,0,0.0,453811.7,2578428.4,411.7,63.15,-
1596,0.071,0,0.0,0,0.0,70967089692.5,70967089692.5,0,0.0,472766.3,2573927.2,480.3,88.83,-
44,0.071,0,0.0,0,0.0,71189812373.8,71189812373.8,0,0.0,447021.2,2567528.2,343.8,9.61,-
1095,0.071,2,1.5,8,1.08,48.8,65.8,0,0.0,457216.7,2577156.3,411.5,72.01,-
1723,0.071,0,0.0,0,0.0,71046529241.2,71046529241.2,0,0.0,462535.3,2579592.4,429.7,97.7,-
720,0.071,0,0.0,0,0.0,71103460882.0,71103460882.0,0,0.0,460429.3,2571323.0,386.6,47.13,-
1717,0.07,1,1.5,8,1.08,48.2,65.0,0,0.0,475038.2,2575813.0,501.3,97.27,-
1017,0.07,1,1.5,8,1.08,48.3,65.2,0,0.0,453024.7,2577830.4,403.6,64.88,-
397,0.07,2,2.9,15,2.16,23.9,32.2,0,0.0,448591.7,2572131.2,370.9,29.78,-
298,0.07,4,4.0,21,2.966,17.5,23.6,0,0.0,448794.6,2570993.0,367.7,26.54,IBRI  ALRAYBHA
1681,0.07,0,0.0,0,0.0,70031159452.7,70031159452.7,0,0.0,474255.2,2575587.0,491.6,94.73,-
271,0.07,0,0.0,0,0.0,70399711848.3,70399711848.3,0,0.0,444415.3,2569417.1,347.1,24.48,-
1412,0.07,4,4.4,23,3.239,16.0,21.6,0,0.0,464125.3,2578553.9,435.6,77.93,-
869,0.069,3,5.9,8,3.579,11.8,19.4,0,0.0,462162.7,2568049.1,390.9,54.93,-
1035,0.069,0,0.0,0,0.0,68610091751.2,68610091751.2,0,0.0,453533.7,2565041.8,359.4,67.31,-
875,0.069,7,8.8,23,5.738,7.9,12.1,0,0.0,452119.1,2576004.8,391.2,55.3,-
1214,0.069,1,1.5,8,1.08,47.4,63.9,0,0.0,461228.8,2576134.1,427.7,74.53,AL DIREZ
787,0.069,7,1.5,8,1.08,47.6,64.2,0,0.0,454523.4,2566634.0,362.3,51.47,-
1510,0.068,1,1.5,8,1.08,46.9,63.3,0,0.0,461550.4,2580158.0,446.4,81.8,-
1484,0.068,3,3.5,13,2.385,19.7,28.5,0,0.0,467013.7,2565125.0,407.1,80.16,SWAIDA ALMA
820,0.068,0,0.0,0,0.0,67959515136.8,67959515136.8,0,0.0,456267.2,2568167.3,371.4,53.2,-
944,0.068,3,8.5,8,7.792,8.1,8.8,0,0.0,451369.2,2566225.2,347.7,54.92,-
1377,0.068,1,0.0,0,0.0,68430236395.3,68430236395.3,0,0.0,460453.8,2576301.5,419.9,77.63,AL DIREZ
88,0.068,1,1.5,0,5.096,44.6,13.4,0,0.0,447810.7,2568197.5,348.1,14.21,-
997,0.068,0,0.0,0,0.0,68180072661.6,68180072661.6,0,0.0,453829.7,2578408.4,410.8,63.12,-
30,0.068,1,1.0,5,0.742,67.8,91.5,0,0.0,445223.1,2560526.5,331.5,8.69,-
406,0.067,2,2.9,15,2.16,22.8,30.8,0,0.0,447146.1,2570895.2,385.1,30.05,-
1746,0.067,0,0.0,0,0.0,67382181458.7,67382181458.7,0,0.0,476630.0,2575368.5,516.5,100.36,-
170,0.067,5,14.4,60,10.121,4.7,6.6,0,0.0,450535.4,2567884.8,357.3,17.53,-
1756,0.067,0,0.0,0,0.0,67254658785.8,67254658785.8,0,0.0,473487.8,2562074.6,436.9,102.27,-
889,0.067,4,2.0,11,1.483,33.6,45.3,0,0.0,453247.4,2574756.3,391.9,55.76,-
1457,0.067,0,0.0,0,0.0,67298818925.9,67298818925.9,0,0.0,465642.2,2578084.3,441.3,79.15,-
625,0.067,0,0.0,0,0.0,66540235159.4,66540235159.4,0,0.0,449623.2,2573986.3,380.9,37.65,-
1347,0.067,2,2.0,11,1.483,33.7,45.5,0,0.0,462349.3,2578242.4,427.0,77.02,-
1335,0.067,1,2.0,11,1.483,33.3,45.0,0,0.0,459622.6,2576838.3,417.7,76.84,-
1171,0.066,4,6.9,8,6.909,9.6,9.6,0,0.0,460933.4,2578673.7,426.3,73.89,AL DIREZ
1013,0.066,1,4.4,0,2.499,14.8,26.2,0,0.0,453577.1,2577934.5,403.5,64.44,-
833,0.066,5,3.5,18,2.563,19.1,25.8,0,0.0,452943.4,2575234.9,393.4,53.54,-
560,0.066,0,0.0,0,0.0,65566704974.5,65566704974.5,0,0.0,447416.0,2571044.1,375.5,34.7,-
64,0.066,0,0.0,0,0.0,65828933128.5,65828933128.5,0,0.0,443852.2,2560668.9,317.1,11.62,-
1826,0.065,2,2.5,13,1.821,26.5,35.7,0,0.0,474512.4,2562015.0,440.8,177.62,-
1339,0.065,0,0.0,0,0.0,64729879659.6,64729879659.6,0,0.0,460624.8,2576137.5,420.7,76.84,-
647,0.065,2,2.9,15,2.16,22.5,30.3,0,0.0,459098.2,2568137.2,380.9,40.71,-
565,0.065,1,0.0,0,0.0,64959339730.1,64959339730.1,0,0.0,447502.0,2571011.1,375.2,35.2,-
1284,0.065,13,9.9,53,7.351,6.6,8.9,0,0.0,451352.5,2566152.0,348.8,70.57,-
1701,0.065,0,0.0,0,0.0,65188934069.5,65188934069.5,0,0.0,474128.7,2572719.3,490.0,96.19,-
1382,0.065,1,0.0,0,0.0,65295728407.1,65295728407.1,0,0.0,458633.1,2576437.0,414.1,77.71,AL DIREZ
663,0.065,2,2.9,15,2.16,22.4,30.2,0,0.0,458440.5,2569751.7,377.7,41.66,-
1498,0.064,0,0.0,0,0.0,64404712559.2,64404712559.2,0,0.0,461377.4,2579962.0,443.3,80.96,-
739,0.064,6,8.3,44,6.141,7.7,10.4,0,0.0,454458.2,2575111.4,395.5,48.42,-
1724,0.064,6,8.7,46,6.479,7.3,9.8,0,0.0,476366.0,2575228.5,513.8,97.66,BAT (P.A.)
576,0.064,1,0.0,0,0.0,64347078878.1,64347078878.1,0,0.0,449082.9,2572772.6,374.1,35.67,-
1481,0.064,0,0.0,0,0.0,63524046132.1,63524046132.1,0,0.0,462130.4,2581329.0,446.5,79.98,-
905,0.064,1,1.0,5,0.742,64.0,86.3,0,0.0,453292.4,2576291.2,396.2,57.06,-
1197,0.064,1,1.5,8,1.08,43.6,58.8,0,0.0,460959.0,2578766.7,426.4,74.44,-
213,0.064,5,2.9,15,2.16,22.1,29.8,0,0.0,450645.6,2565574.1,347.1,19.94,-
1453,0.063,1,1.5,8,1.08,43.6,58.8,0,0.0,465780.2,2577999.3,441.4,79.07,-
821,0.063,2,1.5,8,1.08,43.0,58.0,0,0.0,452623.5,2574459.3,388.3,53.22,-
172,0.063,0,0.0,0,0.0,63475108457.0,63475108457.0,0,0.0,450966.5,2567231.5,353.1,18.75,-
1213,0.063,1,0.0,0,0.0,62868793483.7,62868793483.7,0,0.0,464073.7,2577582.4,435.4,74.98,AL DARIZ (P.A.)-C
1008,0.063,3,4.4,23,3.239,14.4,19.4,0,0.0,453239.7,2577981.4,406.2,63.86,-
626,0.063,1,1.5,8,1.08,43.2,58.3,0,0.0,449809.9,2572625.6,373.0,37.65,-
59,0.063,3,6.5,8,3.897,9.8,16.2,0,0.0,448920.2,2567810.3,352.0,10.77,-
1737,0.062,0,0.0,0,0.0,62483048482.2,62483048482.2,0,0.0,476191.0,2575093.5,510.2,99.09,-
1320,0.062,0,0.0,0,0.0,61897322803.7,61897322803.7,0,0.0,465541.6,2577450.9,441.6,76.53,-
1692,0.062,1,0.0,0,0.0,61829362960.0,61829362960.0,0,0.0,474254.7,2572637.3,490.9,95.54,-
706,0.062,4,5.8,31,4.319,10.6,14.3,0,0.0,461504.5,2569547.5,394.0,44.62,AL TAYYEB (P.A.)
697,0.062,6,8.7,46,6.479,7.1,9.6,0,0.0,460363.4,2570338.9,387.7,43.63,AL TAYYEB (P.A.)
1743,0.062,0,0.0,0,0.0,62497506933.8,62497506933.8,0,0.0,473297.7,2574398.0,483.3,95.09,-
1417,0.062,0,0.0,0,0.0,61856787581.4,61856787581.4,0,0.0,470021.7,2564835.7,425.1,78.23,-
103,0.062,1,2.5,8,1.643,25.4,37.9,0,0.0,447074.3,2567602.1,344.1,15.54,-
954,0.061,3,4.4,23,3.239,13.9,18.7,0,0.0,453915.7,2577846.4,402.1,60.84,-
479,0.061,1,1.5,8,1.08,41.8,56.4,0,0.0,447327.4,2572867.0,377.6,31.63,-
1153,0.061,1,0.0,0,0.0,61062565549.9,61062565549.9,0,0.0,465575.7,2567304.4,403.3,73.71,-
1135,0.061,2,2.5,8,1.643,25.0,37.3,0,0.0,460688.2,2578499.2,426.4,73.05,-
757,0.06,0,0.0,0,0.0,60101133930.0,60101133930.0,0,0.0,459304.3,2567543.6,378.3,49.63,-
770,0.06,2,1.5,8,1.08,41.2,55.5,0,0.0,456535.6,2567229.3,368.8,50.01,-
254,0.059,0,0.0,0,0.0,58971581399.3,58971581399.3,0,0.0,450264.7,2570095.8,362.1,22.93,-
333,0.059,0,0.0,0,0.0,58918532446.7,58918532446.7,0,0.0,447858.9,2571398.7,371.8,28.05,-
564,0.058,0,0.0,0,0.0,57830601435.3,57830601435.3,0,0.0,453989.7,2568930.8,365.2,35.17,-
870,0.058,0,0.0,0,0.0,58150441275.6,58150441275.6,0,0.0,451351.0,2566223.8,347.2,49.9,-
1497,0.058,7,7.3,39,5.399,7.9,10.7,0,0.0,453783.6,2565691.9,358.0,81.06,SHALASHELL
635,0.058,0,0.0,0,0.0,58288023587.8,58288023587.8,1,13.2,454320.1,2571423.1,376.9,38.63,-
1351,0.058,4,4.4,23,3.239,13.3,17.9,0,0.0,451593.5,2565796.8,351.6,76.61,-
358,0.057,4,3.9,21,2.901,14.7,19.8,0,0.0,450281.0,2566066.0,345.6,23.9,AL SULAIF
674,0.057,0,0.0,0,0.0,57495138057.0,57495138057.0,0,0.0,452415.7,2566585.7,353.6,37.9,-
1478,0.057,0,0.0,0,0.0,56668360291.5,56668360291.5,0,0.0,451434.7,2564730.8,350.5,79.7,-
1585,0.057,0,0.0,0,0.0,57003297693.0,57003297693.0,0,0.0,471751.0,2574601.5,478.2,87.49,-
50,0.056,3,3.0,16,2.225,18.8,25.4,0,0.0,445420.1,2560364.3,328.4,10.17,-
729,0.056,4,5.8,31,4.319,9.7,13.0,0,0.0,457383.2,2568408.6,378.0,47.86,-
119,0.056,1,0.0,0,0.0,55973510876.7,55973510876.7,0,0.0,443479.3,2568188.3,335.1,16.43,-
1149,0.056,2,2.5,13,1.821,22.7,30.6,0,0.0,458950.8,2579571.6,427.0,73.56,AL DIREZ
45,0.056,0,0.0,0,0.0,56366066723.8,56366066723.8,0,0.0,447078.4,2567496.1,344.0,9.7,-
1203,0.055,3,0.0,0,0.0,54611436647.4,54611436647.4,0,0.0,460187.8,2577543.0,422.5,74.6,-
383,0.055,2,1.5,8,1.08,37.9,51.2,0,0.0,448032.6,2571495.0,370.9,29.42,-
386,0.055,0,0.0,0,0.0,54628095323.3,54628095323.3,0,0.0,450575.8,2567791.7,352.9,24.47,-
601,0.055,1,0.0,0,0.0,55162036818.8,55162036818.8,0,0.0,451179.9,2575238.1,387.5,36.6,-
528,0.055,7,8.3,44,6.141,6.6,9.0,0,0.0,453199.2,2567193.3,357.7,33.32,-
375,0.054,0,0.0,0,0.0,53814969373.7,53814969373.7,0,0.0,441890.0,2570318.0,346.5,29.31,-
1485,0.054,2,2.9,15,2.16,18.5,24.9,0,0.0,451464.3,2565198.2,353.7,79.28,-
791,0.054,0,0.0,0,0.0,53574508541.9,53574508541.9,1,11.8,452208.0,2572978.7,380.8,51.84,-
141,0.054,2,8.3,15,5.222,6.4,10.3,0,0.0,450366.0,2567470.1,353.7,16.94,-
1396,0.053,0,0.0,0,0.0,52718252516.7,52718252516.7,1,11.9,459613.3,2576064.5,432.7,76.84,-
1152,0.053,3,1.0,5,0.742,53.1,71.7,0,0.0,464369.2,2576573.3,437.5,73.58,AL DIREZ
1581,0.053,0,0.0,0,0.0,52504843443.5,52504843443.5,0,0.0,471656.0,2574571.5,475.0,87.38,-
126,0.053,2,1.5,8,1.08,36.1,48.7,0,0.0,447070.4,2568769.5,345.5,16.63,-
1499,0.053,5,2.5,13,1.821,21.6,29.2,0,0.0,461438.3,2578364.4,425.5,81.17,-
1420,0.053,5,2.5,13,1.821,21.7,29.3,0,0.0,470306.1,2564586.2,418.8,78.24,-
1504,0.053,1,1.5,8,1.08,36.2,48.8,0,0.0,451138.1,2564103.2,345.5,81.68,-
768,0.053,1,1.5,8,1.08,36.7,49.5,0,0.0,456573.6,2567193.3,369.2,49.95,-
823,0.053,3,1.5,8,1.08,36.4,49.1,0,0.0,452821.7,2574906.1,391.3,53.33,-
1048,0.052,0,0.0,0,0.0,51747164079.5,51747164079.5,0,0.0,453386.7,2565304.8,358.4,67.9,-
992,0.052,3,14.4,23,8.875,3.6,5.9,0,0.0,453225.3,2574238.2,388.6,61.87,-
1683,0.052,8,0.0,0,0.0,52427780059.0,52427780059.0,0,0.0,474042.8,2572186.7,491.6,94.93,BAT
1524,0.052,4,2.9,15,2.16,17.7,23.9,0,0.0,450740.1,2564672.0,345.1,83.42,-
794,0.051,2,2.9,15,2.16,17.5,23.5,0,0.0,456704.2,2568395.3,373.0,51.83,-
247,0.051,1,1.5,8,1.08,35.2,47.5,0,0.0,450061.0,2568964.8,364.1,20.84,-
1601,0.051,3,5.0,27,3.708,10.2,13.7,0,0.0,473588.7,2572182.6,494.9,89.26,BAT
221,0.051,2,2.5,13,1.821,20.9,28.2,0,0.0,450120.8,2568475.7,357.9,20.64,-
46,0.051,0,0.0,0,0.0,51025282063.5,51025282063.5,0,0.0,447079.7,2567439.3,344.0,9.76,-
694,0.05,0,0.0,0,0.0,49985857816.3,49985857816.3,0,0.0,455314.7,2572940.2,384.4,43.52,-
518,0.05,0,0.0,0,0.0,50083714640.1,50083714640.1,0,0.0,436999.3,2574578.9,329.5,32.94,-
971,0.05,0,0.0,0,0.0,49555741585.4,49555741585.4,0,0.0,453599.2,2574344.3,389.8,61.71,-
962,0.05,0,0.0,0,0.0,50405058064.9,50405058064.9,0,0.0,452725.1,2573287.4,381.5,56.32,-
1515,0.05,2,0.0,0,0.0,50431942777.0,50431942777.0,0,0.0,451438.2,2563537.1,352.6,82.44,SULAIF AL (P.A.)-C
248,0.05,1,1.5,8,1.08,34.3,46.2,0,0.0,450044.1,2568965.4,363.2,21.22,AL MURTAFA
696,0.049,1,2.0,5,4.073,24.5,12.1,0,0.0,455317.6,2572937.5,384.4,43.54,-
62,0.049,6,8.7,46,6.479,5.6,7.5,0,0.0,445903.3,2566637.1,338.6,11.19,-
1112,0.049,2,2.0,11,1.483,24.4,32.9,0,0.0,459695.0,2577681.0,422.1,72.36,-
347,0.049,2,4.4,0,2.499,11.0,19.5,0,0.0,447909.6,2571302.0,371.4,28.46,-
1216,0.049,1,0.0,0,0.0,48600411520.9,48600411520.9,0,0.0,464930.3,2576089.6,437.6,75.03,AL DIREZ
120,0.049,1,1.5,8,1.08,34.0,45.8,0,0.0,448269.3,2569638.7,362.5,16.5,-
242,0.049,7,8.3,44,6.141,6.0,8.1,0,0.0,451336.6,2569628.6,368.9,21.48,AL MURTAFA (P.A.)-B
1083,0.049,3,9.9,15,8.872,4.9,5.5,0,0.0,459178.0,2578365.1,424.2,71.62,-
655,0.049,3,6.5,29,4.61,7.5,10.6,0,0.0,452538.2,2572525.0,379.4,41.08,-
1081,0.048,7,10.2,54,7.558,4.7,6.3,0,0.0,459226.4,2578394.3,424.1,71.56,-
1356,0.048,2,3.9,15,2.723,12.2,17.5,0,0.0,453622.3,2574186.1,388.4,77.24,-
890,0.048,5,6.8,36,5.061,7.0,9.4,0,0.0,462393.7,2567336.8,387.9,56.34,-
1631,0.048,1,0.0,0,0.0,47506913165.8,47506913165.8,0,0.0,474351.9,2571922.1,493.6,90.6,BAT
1303,0.048,1,0.0,0,0.0,48147601259.3,48147601259.3,0,0.0,461450.1,2577265.3,423.9,76.16,AL DIREZ
182,0.048,3,2.0,11,1.483,23.9,32.3,0,0.0,445254.0,2569070.5,345.3,19.4,HAJAR
481,0.048,0,0.0,0,0.0,48280846911.4,48280846911.4,0,0.0,452513.8,2566693.2,354.9,31.81,-
1106,0.048,5,2.5,13,1.821,19.4,26.1,0,0.0,462295.2,2575924.7,427.4,72.26,AL DIREZ
508,0.048,1,17.0,64,14.484,2.8,3.3,0,0.0,450981.3,2572202.4,374.2,32.63,AL SELAMI
