MH_LABEL,LOADTYPE,BASEFLOW,PATTERN
MH-0512,Sanitary Pattern Load,0.0297,Fixed
MH-0486,Sanitary Pattern Load,0.0099,Fixed
MH-0497,Sanitary Pattern Load,0.0099,Fixed
MH-0559,Sanitary Pattern Load,0.0099,Fixed
MH-0530,Sanitary Pattern Load,0.0099,Fixed
MH-0956,Sanitary Pattern Load,0.0793,Fixed
MH-0609,Sanitary Pattern Load,0.0099,Fixed
MH-1000,Sanitary Pattern Load,0.0099,Fixed
MH-0656,Sanitary Pattern Load,0.0297,Fixed
MH-1009,Sanitary Pattern Load,0.0198,Fixed
MH-1029,Sanitary Pattern Load,0.0595,Fixed
MH-1098,Sanitary Pattern Load,0.0099,Fixed
MH-1061,Sanitary Pattern Load,0.0397,Fixed
MH-0579,Sanitary Pattern Load,0.0099,Fixed
MH-0607,Sanitary Pattern Load,0.0198,Fixed
MH-0587,Sanitary Pattern Load,0.0099,Fixed
MH-0642,Sanitary Pattern Load,0.0297,Fixed
MH-1055,Sanitary Pattern Load,0.0595,Fixed
MH-1023,Sanitary Pattern Load,0.0198,Fixed
MH-1037,Sanitary Pattern Load,0.0099,Fixed
MH-1008,Sanitary Pattern Load,0.0099,Fixed
MH-0721,Sanitary Pattern Load,0.0496,Fixed
MH-0659,Sanitary Pattern Load,0.0198,Fixed
MH-0756,Sanitary Pattern Load,0.0198,Fixed
MH-0790,Sanitary Pattern Load,0.0297,Fixed
MH-0799,Sanitary Pattern Load,0.0595,Fixed
MH-0960,Sanitary Pattern Load,0.0099,Fixed
MH-0996,Sanitary Pattern Load,0.0099,Fixed
MH-0981,Sanitary Pattern Load,0.0099,Fixed
MH-0923,Sanitary Pattern Load,0.0198,Fixed
MH-0968,Sanitary Pattern Load,0.0595,Fixed
MH-1043,Sanitary Pattern Load,0.0198,Fixed
MH-0987,Sanitary Pattern Load,0.0297,Fixed
MH-0947,Sanitary Pattern Load,0.0198,Fixed
MH-0877,Sanitary Pattern Load,0.0099,Fixed
MH-0916,Sanitary Pattern Load,0.0099,Fixed
MH-0879,Sanitary Pattern Load,0.0198,Fixed
MH-0887,Sanitary Pattern Load,0.0099,Fixed
MH-0945,Sanitary Pattern Load,0.0099,Fixed
MH-0682,Sanitary Pattern Load,0.0397,Fixed
MH-1002,Sanitary Pattern Load,0.0198,Fixed
MH-0723,Sanitary Pattern Load,0.0297,Fixed
MH-0751,Sanitary Pattern Load,0.0099,Fixed
MH-0750,Sanitary Pattern Load,0.0198,Fixed
MH-0771,Sanitary Pattern Load,0.0099,Fixed
MH-0823,Sanitary Pattern Load,0.0496,Fixed
MH-0709,Sanitary Pattern Load,0.0099,Fixed
MH-0935,Sanitary Pattern Load,0.0694,Fixed
MH-0797,Sanitary Pattern Load,0.0892,Fixed
MH-0728,Sanitary Pattern Load,0.0397,Fixed
MH-0752,Sanitary Pattern Load,0.0397,Fixed
MH-0778,Sanitary Pattern Load,0.0397,Fixed
MH-0720,Sanitary Pattern Load,0.0099,Fixed
MH-0743,Sanitary Pattern Load,0.0099,Fixed
MH-0688,Sanitary Pattern Load,0.0297,Fixed
MH-0914,Sanitary Pattern Load,0.0099,Fixed
MH-0637,Sanitary Pattern Load,0.0099,Fixed
MH-0836,Sanitary Pattern Load,0.0099,Fixed
MH-0845,Sanitary Pattern Load,0.0099,Fixed
MH-0789,Sanitary Pattern Load,0.0198,Fixed
MH-0676,Sanitary Pattern Load,0.0099,Fixed
MH-0842,Sanitary Pattern Load,0.0297,Fixed
MH-0857,Sanitary Pattern Load,0.0099,Fixed
MH-0890,Sanitary Pattern Load,0.0099,Fixed
MH-0874,Sanitary Pattern Load,0.0198,Fixed
MH-0825,Sanitary Pattern Load,0.0099,Fixed
MH-0558,Sanitary Pattern Load,0.0496,Fixed
MH-0606,Sanitary Pattern Load,0.0198,Fixed
MH-0634,Sanitary Pattern Load,0.0595,Fixed
MH-0666,Sanitary Pattern Load,0.0397,Fixed
MH-0575,Sanitary Pattern Load,0.0099,Fixed
MH-0511,Sanitary Pattern Load,0.0198,Fixed
MH-0817,Sanitary Pattern Load,0.0297,Fixed
MH-0596,Sanitary Pattern Load,0.0099,Fixed
MH-0719,Sanitary Pattern Load,0.0198,Fixed
MH-0544,Sanitary Pattern Load,0.0099,Fixed
MH-0658,Sanitary Pattern Load,0.0099,Fixed
MH-0617,Sanitary Pattern Load,0.0397,Fixed
MH-0594,Sanitary Pattern Load,0.0496,Fixed
MH-0555,Sanitary Pattern Load,0.0397,Fixed
MH-0516,Sanitary Pattern Load,0.0099,Fixed
MH-0687,Sanitary Pattern Load,0.0198,Fixed
MH-0616,Sanitary Pattern Load,0.0198,Fixed
MH-0638,Sanitary Pattern Load,0.0198,Fixed
MH-0595,Sanitary Pattern Load,0.0397,Fixed
MH-0620,Sanitary Pattern Load,0.0198,Fixed
MH-0567,Sanitary Pattern Load,0.0198,Fixed
MH-0526,Sanitary Pattern Load,0.0297,Fixed
MH-0502,Sanitary Pattern Load,0.0198,Fixed
MH-0517,Sanitary Pattern Load,0.0099,Fixed
MH-0537,Sanitary Pattern Load,0.0099,Fixed
MH-0490,Sanitary Pattern Load,0.0297,Fixed
MH-0495,Sanitary Pattern Load,0.0198,Fixed
MH-0515,Sanitary Pattern Load,0.0496,Fixed
MH-0466,Sanitary Pattern Load,0.0099,Fixed
MH-0529,Sanitary Pattern Load,0.0099,Fixed
MH-0540,Sanitary Pattern Load,0.0297,Fixed
MH-0482,Sanitary Pattern Load,0.0694,Fixed
MH-0494,Sanitary Pattern Load,0.0297,Fixed
MH-0527,Sanitary Pattern Load,0.0198,Fixed
MH-0453,Sanitary Pattern Load,0.0397,Fixed
MH-0487,Sanitary Pattern Load,0.0198,Fixed
MH-0513,Sanitary Pattern Load,0.0496,Fixed
MH-0431,Sanitary Pattern Load,0.0198,Fixed
MH-0428,Sanitary Pattern Load,0.0397,Fixed
MH-0463,Sanitary Pattern Load,0.0099,Fixed
MH-0435,Sanitary Pattern Load,0.0198,Fixed
MH-0423,Sanitary Pattern Load,0.0793,Fixed
MH-0409,Sanitary Pattern Load,0.0496,Fixed
MH-0359,Sanitary Pattern Load,0.0397,Fixed
MH-0361,Sanitary Pattern Load,0.0496,Fixed
MH-0424,Sanitary Pattern Load,0.0297,Fixed
MH-0378,Sanitary Pattern Load,0.0099,Fixed
MH-0441,Sanitary Pattern Load,0.0198,Fixed
MH-0398,Sanitary Pattern Load,0.0099,Fixed
MH-0408,Sanitary Pattern Load,0.0198,Fixed
MH-0404,Sanitary Pattern Load,0.0099,Fixed
MH-0377,Sanitary Pattern Load,0.0694,Fixed
MH-0388,Sanitary Pattern Load,0.0397,Fixed
MH-0358,Sanitary Pattern Load,0.0297,Fixed
MH-0330,Sanitary Pattern Load,0.0297,Fixed
MH-0328,Sanitary Pattern Load,0.0099,Fixed
MH-0303,Sanitary Pattern Load,0.0198,Fixed
MH-0181,Sanitary Pattern Load,0.0099,Fixed
MH-0269,Sanitary Pattern Load,0.0397,Fixed
MH-0206,Sanitary Pattern Load,0.0198,Fixed
MH-0281,Sanitary Pattern Load,0.0099,Fixed
MH-0296,Sanitary Pattern Load,0.0198,Fixed
MH-0242,Sanitary Pattern Load,0.0297,Fixed
MH-0248,Sanitary Pattern Load,0.0198,Fixed
MH-0291,Sanitary Pattern Load,0.0099,Fixed
MH-0228,Sanitary Pattern Load,0.0099,Fixed
MH-0271,Sanitary Pattern Load,0.0397,Fixed
MH-0289,Sanitary Pattern Load,0.0099,Fixed
MH-0259,Sanitary Pattern Load,0.0198,Fixed
MH-0274,Sanitary Pattern Load,0.0099,Fixed
MH-0109,Sanitary Pattern Load,0.0198,Fixed
MH-0200,Sanitary Pattern Load,0.0198,Fixed
MH-0229,Sanitary Pattern Load,0.0198,Fixed
MH-0213,Sanitary Pattern Load,0.0198,Fixed
MH-0574,Sanitary Pattern Load,0.0297,Fixed
MH-0366,Sanitary Pattern Load,0.0297,Fixed
MH-0350,Sanitary Pattern Load,0.0099,Fixed
MH-0294,Sanitary Pattern Load,0.0793,Fixed
MH-0277,Sanitary Pattern Load,0.0198,Fixed
MH-0089,Sanitary Pattern Load,0.0595,Fixed
MH-0230,Sanitary Pattern Load,0.0397,Fixed
MH-0244,Sanitary Pattern Load,0.0198,Fixed
MH-0211,Sanitary Pattern Load,0.0198,Fixed
MH-0266,Sanitary Pattern Load,0.0198,Fixed
MH-0176,Sanitary Pattern Load,0.0397,Fixed
MH-0325,Sanitary Pattern Load,0.0099,Fixed
MH-0276,Sanitary Pattern Load,0.0297,Fixed
MH-0147,Sanitary Pattern Load,0.0198,Fixed
MH-0060,Sanitary Pattern Load,0.0991,Fixed
MH-0021,Sanitary Pattern Load,0.0099,Fixed
MH-0019,Sanitary Pattern Load,0.0198,Fixed
MH-0018,Sanitary Pattern Load,0.0595,Fixed
MH-0008,Sanitary Pattern Load,0.0297,Fixed
MH-0183,Sanitary Pattern Load,0.0099,Fixed
MH-0125,Sanitary Pattern Load,0.0099,Fixed
MH-0240,Sanitary Pattern Load,0.0198,Fixed
MH-0134,Sanitary Pattern Load,0.0198,Fixed
MH-0155,Sanitary Pattern Load,0.0297,Fixed
MH-0258,Sanitary Pattern Load,0.0099,Fixed
MH-0153,Sanitary Pattern Load,0.0099,Fixed
MH-0166,Sanitary Pattern Load,0.0099,Fixed
MH-0157,Sanitary Pattern Load,0.0099,Fixed
MH-0075,Sanitary Pattern Load,0.0397,Fixed
MH-0073,Sanitary Pattern Load,0.0297,Fixed
MH-0058,Sanitary Pattern Load,0.0198,Fixed
MH-0096,Sanitary Pattern Load,0.0496,Fixed
MH-0077,Sanitary Pattern Load,0.0595,Fixed
MH-0054,Sanitary Pattern Load,0.0496,Fixed
MH-0044,Sanitary Pattern Load,0.0595,Fixed
MH-0043,Sanitary Pattern Load,0.0397,Fixed
MH-0003,Sanitary Pattern Load,0.0297,Fixed
MH-1762,Sanitary Pattern Load,0.0397,Fixed
MH-1757,Sanitary Pattern Load,0.0892,Fixed
MH-1805,Sanitary Pattern Load,0.0297,Fixed
MH-1819,Sanitary Pattern Load,0.0297,Fixed
MH-1815,Sanitary Pattern Load,0.0297,Fixed
MH-1885,Sanitary Pattern Load,0.0198,Fixed
MH-1900,Sanitary Pattern Load,0.0694,Fixed
MH-1875,Sanitary Pattern Load,0.0297,Fixed
MH-1911,Sanitary Pattern Load,0.0397,Fixed
MH-1908,Sanitary Pattern Load,0.0496,Fixed
MH-1874,Sanitary Pattern Load,0.0099,Fixed
MH-1886,Sanitary Pattern Load,0.0198,Fixed
MH-1920,Sanitary Pattern Load,0.0595,Fixed
MH-1924,Sanitary Pattern Load,0.0099,Fixed
MH-1922,Sanitary Pattern Load,0.0397,Fixed
MH-1876,Sanitary Pattern Load,0.0595,Fixed
MH-1915,Sanitary Pattern Load,0.0198,Fixed
MH-1921,Sanitary Pattern Load,0.0198,Fixed
MH-1919,Sanitary Pattern Load,0.0099,Fixed
MH-1918,Sanitary Pattern Load,0.0099,Fixed
MH-1827,Sanitary Pattern Load,0.109,Fixed
MH-1846,Sanitary Pattern Load,0.0198,Fixed
MH-1850,Sanitary Pattern Load,0.0297,Fixed
MH-1864,Sanitary Pattern Load,0.0198,Fixed
MH-1902,Sanitary Pattern Load,0.0099,Fixed
MH-1904,Sanitary Pattern Load,0.0099,Fixed
MH-1860,Sanitary Pattern Load,0.0496,Fixed
MH-1901,Sanitary Pattern Load,0.0198,Fixed
MH-1865,Sanitary Pattern Load,0.0297,Fixed
MH-1894,Sanitary Pattern Load,0.0198,Fixed
MH-1856,Sanitary Pattern Load,0.0297,Fixed
MH-1890,Sanitary Pattern Load,0.0099,Fixed
MH-1889,Sanitary Pattern Load,0.0099,Fixed
MH-1879,Sanitary Pattern Load,0.0198,Fixed
MH-1847,Sanitary Pattern Load,0.0099,Fixed
MH-1834,Sanitary Pattern Load,0.0099,Fixed
MH-1861,Sanitary Pattern Load,0.0099,Fixed
MH-1871,Sanitary Pattern Load,0.0397,Fixed
MH-1818,Sanitary Pattern Load,0.0496,Fixed
MH-1854,Sanitary Pattern Load,0.0198,Fixed
MH-1820,Sanitary Pattern Load,0.0198,Fixed
MH-1853,Sanitary Pattern Load,0.0496,Fixed
MH-1795,Sanitary Pattern Load,0.0099,Fixed
MH-1829,Sanitary Pattern Load,0.0397,Fixed
MH-1753,Sanitary Pattern Load,0.0099,Fixed
MH-1769,Sanitary Pattern Load,0.0198,Fixed
MH-1760,Sanitary Pattern Load,0.0397,Fixed
MH-1751,Sanitary Pattern Load,0.0099,Fixed
MH-1747,Sanitary Pattern Load,0.0198,Fixed
MH-1743,Sanitary Pattern Load,0.0694,Fixed
MH-1176,Sanitary Pattern Load,0.0198,Fixed
MH-1309,Sanitary Pattern Load,0.0496,Fixed
MH-1627,Sanitary Pattern Load,0.0397,Fixed
MH-1577,Sanitary Pattern Load,0.0397,Fixed
MH-1611,Sanitary Pattern Load,0.0198,Fixed
MH-1559,Sanitary Pattern Load,0.0099,Fixed
MH-1625,Sanitary Pattern Load,0.0297,Fixed
MH-1595,Sanitary Pattern Load,0.0198,Fixed
MH-1602,Sanitary Pattern Load,0.0099,Fixed
MH-1586,Sanitary Pattern Load,0.0099,Fixed
MH-1571,Sanitary Pattern Load,0.0595,Fixed
MH-1478,Sanitary Pattern Load,0.0099,Fixed
MH-1433,Sanitary Pattern Load,0.0793,Fixed
MH-1464,Sanitary Pattern Load,0.0595,Fixed
MH-1374,Sanitary Pattern Load,0.0198,Fixed
MH-1394,Sanitary Pattern Load,0.0595,Fixed
MH-1346,Sanitary Pattern Load,0.0397,Fixed
MH-1389,Sanitary Pattern Load,0.0397,Fixed
MH-1193,Sanitary Pattern Load,0.0297,Fixed
MH-1151,Sanitary Pattern Load,0.0595,Fixed
MH-1068,Sanitary Pattern Load,0.0694,Fixed
MH-1014,Sanitary Pattern Load,0.0397,Fixed
MH-0980,Sanitary Pattern Load,0.0099,Fixed
MH-0994,Sanitary Pattern Load,0.0099,Fixed
MH-1056,Sanitary Pattern Load,0.0892,Fixed
