LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-1486,200,5.0,0.12,0.19,0.059,,,,,
P-1487,200,10.423,0.08,0.213,0.041,,,,,
P-1488,200,8.854,0.17,0.254,0.058,,,,,
P-1489,200,14.735,0.21,0.326,0.057,,,,,
P-1490,200,16.796,0.13,0.287,0.044,,,,,
P-1491,200,16.661,0.17,0.315,0.051,,,,,
P-1492,200,5.0,0.37,0.272,0.097,,,,,
P-1493,200,40.537,0.04,0.265,0.022,,,,,
P-1494,200,22.268,0.04,0.217,0.026,,,,,
P-1495,200,5.0,0.13,0.19,0.059,,,,,
P-1496,200,14.207,0.0,0.035,0.005,,,,,
P-1497,200,13.17,0.0,0.015,0.003,,,,,
P-1498,200,24.133,0.13,0.325,0.041,,,,,
P-1499,200,7.969,0.04,0.154,0.032,,,,,
P-1500,200,37.042,0.04,0.257,0.023,,,,,
P-1501,200,31.285,0.04,0.243,0.024,,,,,
P-1502,200,28.857,0.13,0.345,0.039,,,,,
P-1503,200,5.0,0.21,0.225,0.074,,,,,
P-1504,200,5.0,0.33,0.262,0.092,,,,,
P-1505,200,5.0,0.08,0.166,0.049,,,,,
P-1506,200,8.496,0.0,0.029,0.005,,,,,
P-1507,200,11.292,0.08,0.22,0.041,,,,,
P-1508,200,25.338,0.04,0.227,0.025,,,,,
P-1509,200,27.46,0.08,0.297,0.033,,,,,
P-1510,200,18.15,0.0,0.03,0.004,,,,,
P-1511,200,5.0,0.17,0.209,0.067,,,,,
P-1512,200,12.239,0.37,0.37,0.078,,,,,
P-1513,200,221.596,0.0,0.023,0.001,,,,,
P-1514,200,14.306,0.13,0.272,0.046,,,,,
P-1515,200,5.0,0.29,0.251,0.086,,,,,
P-1516,200,8.532,0.33,0.315,0.081,,,,,
P-1517,200,30.998,0.33,0.49,0.06,,,,,
P-1518,200,392.046,0.0,0.022,0.001,,,,,
P-1519,200,71.47,0.08,0.407,0.027,,,,,
P-1520,200,36.32,0.08,0.325,0.031,,,,,
P-1521,200,29.382,0.33,0.481,0.061,,,,,
P-1522,200,5.0,0.54,0.305,0.115,,,,,
P-1523,200,27.125,0.0,0.016,0.002,,,,,
P-1524,200,10.759,0.08,0.216,0.041,,,,,
P-1525,200,5.0,0.25,0.239,0.08,,,,,
P-1526,200,43.923,0.29,0.528,0.052,,,,,
P-1527,200,5.0,0.46,0.29,0.106,,,,,
P-1528,200,13.036,0.0,0.013,0.003,,,,,
P-1529,200,5.0,0.29,0.251,0.086,,,,,
P-1530,200,5.0,0.08,0.166,0.049,,,,,
P-1531,200,19.242,0.0,0.018,0.003,,,,,
P-1532,200,10.367,0.21,0.289,0.062,,,,,
P-1533,200,5.0,0.46,0.29,0.106,,,,,
P-1534,200,24.591,0.04,0.224,0.025,,,,,
P-1535,200,18.138,0.0,0.013,0.002,,,,,
P-1536,200,14.484,0.04,0.188,0.028,,,,,
P-1537,200,10.097,0.04,0.166,0.031,,,,,
P-1538,200,7.186,0.08,0.188,0.045,,,,,
P-1539,200,6.173,0.13,0.205,0.056,,,,,
P-1540,200,16.937,0.04,0.198,0.027,,,,,
P-1541,200,6.871,0.12,0.212,0.054,,,,,
P-1542,200,5.749,0.0,0.031,0.007,,,,,
P-1543,200,10.515,0.0,0.049,0.008,,,,,
P-1544,200,5.0,0.0,0.023,0.006,,,,,
P-1545,200,5.0,0.0,0.026,0.006,,,,,
P-1546,200,8.597,0.0,0.032,0.006,,,,,
P-1547,200,11.481,0.0,0.047,0.007,,,,,
P-1548,200,23.096,0.08,0.279,0.034,,,,,
P-1549,200,27.19,0.08,0.295,0.033,,,,,
P-1550,200,10.211,0.0,0.008,0.002,,,,,
P-1551,200,14.495,0.17,0.301,0.052,,,,,
P-1552,200,13.233,0.13,0.265,0.047,,,,,
P-1553,200,7.741,0.08,0.193,0.044,,,,,
P-1554,200,5.0,0.04,0.131,0.036,,,,,
P-1555,200,5.0,0.08,0.166,0.049,,,,,
P-1556,200,13.435,0.04,0.183,0.029,,,,,
P-1557,200,5.0,0.04,0.131,0.036,,,,,
P-1558,200,6.941,0.0,0.008,0.003,,,,,
P-1559,200,5.0,0.0,0.014,0.004,,,,,
P-1560,200,8.718,0.0,0.017,0.004,,,,,
P-1561,200,28.337,0.0,0.034,0.003,,,,,
P-1562,200,11.295,0.0,0.02,0.003,,,,,
P-1563,200,5.0,0.0,0.025,0.006,,,,,
P-1564,200,5.686,0.04,0.137,0.035,,,,,
P-1565,200,5.0,0.0,0.01,0.003,,,,,
P-1566,200,5.0,0.0,0.025,0.006,,,,,
P-1567,200,24.397,0.08,0.284,0.034,,,,,
P-1568,200,37.32,0.0,0.038,0.003,,,,,
P-1569,200,5.0,0.08,0.166,0.049,,,,,
P-1570,200,57.826,0.08,0.379,0.028,,,,,
P-1571,200,9.773,0.0,0.021,0.004,,,,,
P-1572,200,24.994,0.04,0.226,0.025,,,,,
P-1573,200,11.302,0.12,0.251,0.049,,,,,
P-1574,200,5.0,0.04,0.131,0.036,,,,,
P-1575,200,7.679,0.04,0.152,0.033,,,,,
P-1576,200,11.063,0.0,0.011,0.002,,,,,
P-1577,200,5.0,0.13,0.19,0.059,,,,,
P-1578,200,11.267,0.0,0.035,0.005,,,,,
P-1579,200,23.319,0.04,0.221,0.025,,,,,
P-1580,200,12.453,0.0,0.032,0.005,,,,,
P-1581,200,5.0,0.13,0.19,0.059,,,,,
P-1582,200,16.623,0.0,0.033,0.004,,,,,
P-1583,200,15.865,0.08,0.246,0.038,,,,,
P-1584,200,5.0,0.08,0.166,0.049,,,,,
P-1585,200,15.97,0.04,0.194,0.028,,,,,
P-1586,200,20.439,0.08,0.268,0.035,,,,,
P-1587,200,20.134,0.04,0.21,0.026,,,,,
P-1588,200,5.0,0.04,0.132,0.036,,,,,
P-1589,200,17.413,0.04,0.2,0.027,,,,,
P-1590,200,5.0,0.0,0.014,0.004,,,,,
P-1591,200,5.0,0.04,0.131,0.036,,,,,
P-1592,200,5.0,0.04,0.132,0.036,,,,,
P-1593,200,5.0,0.0,0.016,0.004,,,,,
P-1594,200,57.797,0.0,0.046,0.003,,,,,
P-1595,200,5.0,0.04,0.131,0.036,,,,,
P-1596,200,35.708,0.0,0.04,0.004,,,,,
P-1597,200,5.0,0.08,0.166,0.049,,,,,
P-1598,200,37.849,0.04,0.259,0.023,,,,,
P-1599,200,31.405,0.08,0.31,0.032,,,,,
P-1600,200,5.0,0.21,0.225,0.074,,,,,
P-1601,200,5.0,0.04,0.131,0.036,,,,,
P-1602,200,53.857,0.04,0.291,0.021,,,,,
P-1603,200,5.0,0.04,0.131,0.036,,,,,
P-1604,200,5.0,0.12,0.19,0.059,,,,,
P-1605,200,5.0,0.08,0.166,0.049,,,,,
P-1606,200,22.949,0.12,0.319,0.041,,,,,
P-1607,200,5.0,0.08,0.166,0.049,,,,,
P-1608,200,17.989,0.0,0.038,0.005,,,,,
P-1609,200,5.0,0.0,0.011,0.003,,,,,
P-1610,200,5.025,0.0,0.009,0.003,,,,,
P-1611,200,23.728,0.04,0.222,0.025,,,,,
P-1612,200,5.0,0.04,0.131,0.036,,,,,
P-1613,200,5.0,0.04,0.131,0.036,,,,,
P-1614,200,5.0,0.0,0.025,0.006,,,,,
P-1615,200,5.0,0.0,0.013,0.004,,,,,
P-1616,200,13.524,0.0,0.014,0.003,,,,,
P-1617,200,5.0,0.04,0.131,0.036,,,,,
P-1618,200,5.0,0.08,0.166,0.049,,,,,
P-1619,200,19.218,0.04,0.207,0.027,,,,,
P-1620,200,5.0,0.08,0.166,0.049,,,,,
P-1621,200,5.0,0.08,0.166,0.049,,,,,
P-1622,200,5.0,0.08,0.166,0.049,,,,,
P-1623,200,5.0,0.0,0.025,0.006,,,,,
P-1624,200,5.0,0.04,0.131,0.036,,,,,
P-1625,200,5.0,0.04,0.131,0.036,,,,,
P-1626,200,5.0,0.08,0.166,0.049,,,,,
P-1627,200,5.0,0.0,0.023,0.006,,,,,
P-1628,200,5.0,0.08,0.166,0.049,,,,,
P-1629,200,6.697,0.04,0.145,0.034,,,,,
P-1630,200,30.928,0.08,0.308,0.032,,,,,
P-1631,200,5.0,0.17,0.209,0.067,,,,,
P-1632,200,5.0,0.08,0.166,0.049,,,,,
P-1633,200,36.598,0.04,0.256,0.023,,,,,
P-1634,200,20.136,0.08,0.267,0.036,,,,,
P-1635,200,5.0,0.0,0.009,0.003,,,,,
P-1636,200,5.0,0.04,0.131,0.036,,,,,
P-1637,200,5.0,0.08,0.166,0.049,,,,,
P-1638,200,5.0,0.04,0.131,0.036,,,,,
P-1639,200,5.0,0.17,0.209,0.067,,,,,
P-1640,200,31.363,0.0,0.047,0.004,,,,,
P-1641,200,5.0,0.04,0.132,0.036,,,,,
P-1642,200,18.317,0.13,0.296,0.043,,,,,
P-1643,500,1.55,68.32,0.741,0.476,,,,,
P-1644,500,1.55,68.32,0.741,0.476,,,,,
P-1645,200,5.0,0.42,0.281,0.102,,,,,
P-1646,200,14.51,0.54,0.442,0.089,,,,,
P-1647,200,24.681,0.17,0.36,0.046,,,,,
P-1648,200,13.227,0.21,0.314,0.059,,,,,
P-1649,200,15.625,0.37,0.402,0.074,,,,,
P-1650,200,5.0,0.37,0.272,0.097,,,,,
P-1651,200,14.352,0.17,0.3,0.052,,,,,
P-1652,200,5.0,0.29,0.251,0.086,,,,,
P-1653,200,15.68,0.58,0.465,0.091,,,,,
P-1654,200,75.5,0.58,0.795,0.063,,,,,
