LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0990,200,9.959,0.36,0.268,0.095,,,,,
P-0991,200,10.304,1.14,0.496,0.137,,,,,
P-0992,200,10.873,0.0,0.04,0.006,,,,,
P-0993,200,21.196,0.11,0.296,0.039,,,,,
P-0994,200,9.127,0.0,0.007,0.002,,,,,
P-0995,200,5.0,0.0,0.032,0.008,,,,,
P-0996,200,9.597,0.25,0.292,0.07,,,,,
P-0997,200,6.043,0.29,0.249,0.085,,,,,
P-0998,200,6.043,0.29,0.276,0.08,,,,,
P-0999,200,9.597,0.0,0.028,0.006,,,,,
P-1000,315,4.796,30.2,0.931,0.476,,,,,
P-1001,200,9.597,0.07,0.204,0.039,,,,,
P-1002,200,13.136,0.21,0.348,0.056,,,,,
P-1003,200,5.099,0.43,0.285,0.102,,,,,
P-1004,200,13.136,0.21,0.248,0.07,,,,,
P-1005,200,16.19,0.39,0.413,0.075,,,,,
P-1006,200,5.0,0.07,0.158,0.046,,,,,
P-1007,200,5.0,1.1,0.381,0.16,,,,,
P-1008,200,12.824,1.1,0.529,0.128,,,,,
P-1009,200,54.237,0.0,0.05,0.004,,,,,
P-1010,200,5.0,0.85,0.352,0.142,,,,,
P-1011,200,5.0,1.28,0.399,0.172,,,,,
P-1012,200,5.0,1.42,0.412,0.181,,,,,
P-1013,200,16.578,0.0,0.04,0.005,,,,,
P-1014,200,16.578,0.0,0.049,0.007,,,,,
P-1015,200,16.578,0.0,0.067,0.007,,,,,
P-1016,200,5.0,0.0,0.03,0.007,,,,,
P-1017,315,2.7,26.0,0.722,0.517,,,,,
P-1018,315,2.7,26.01,0.722,0.517,,,,,
P-1019,315,2.7,26.01,0.722,0.517,,,,,
P-1020,200,5.0,0.14,0.199,0.062,,,,,
P-1021,200,5.0,2.17,0.468,0.223,,,,,
P-1022,200,5.0,0.0,0.024,0.006,,,,,
P-1023,200,9.859,0.18,0.214,0.069,,,,,
P-1024,200,9.859,0.32,0.401,0.067,,,,,
P-1025,200,5.0,1.53,0.421,0.188,,,,,
P-1026,200,15.097,0.04,0.193,0.025,,,,,
P-1027,200,5.0,1.14,0.385,0.163,,,,,
P-1028,200,5.0,5.14,0.601,0.346,,,,,
P-1029,200,7.341,0.04,0.143,0.031,,,,,
P-1030,200,5.0,0.14,0.199,0.062,,,,,
P-1031,200,5.0,0.14,0.199,0.062,,,,,
P-1032,200,5.0,4.84,0.591,0.335,,,,,
P-1033,200,5.0,0.0,0.022,0.006,,,,,
P-1034,200,5.0,4.81,0.59,0.334,,,,,
P-1035,200,5.0,1.14,0.385,0.163,,,,,
P-1036,200,5.0,0.0,0.016,0.004,,,,,
P-1037,200,5.0,1.0,0.37,0.153,,,,,
P-1038,200,5.0,1.1,0.381,0.161,,,,,
P-1039,200,5.0,0.53,0.304,0.114,,,,,
P-1040,200,5.114,4.32,0.63,0.295,,,,,
P-1041,200,21.701,0.04,0.204,0.024,,,,,
P-1042,200,13.582,0.14,0.279,0.049,,,,,
P-1043,200,5.672,0.39,0.288,0.096,,,,,
P-1044,200,5.0,0.18,0.213,0.069,,,,,
P-1045,250,3.75,17.07,0.736,0.526,,,,,
P-1046,250,3.75,17.07,0.736,0.526,,,,,
P-1047,200,5.0,0.28,0.249,0.085,,,,,
P-1048,200,6.103,0.14,0.212,0.059,,,,,
P-1049,200,6.617,0.25,0.262,0.075,,,,,
P-1050,200,5.0,0.14,0.198,0.062,,,,,
P-1051,200,16.755,0.28,0.377,0.064,,,,,
P-1052,200,6.619,0.85,0.388,0.133,,,,,
P-1053,200,9.942,0.0,0.04,0.006,,,,,
P-1054,200,5.0,2.53,0.49,0.241,,,,,
P-1055,200,5.0,2.56,0.492,0.242,,,,,
P-1056,200,5.0,2.42,0.484,0.236,,,,,
P-1057,200,13.191,0.46,0.406,0.085,,,,,
P-1058,200,22.949,0.67,0.555,0.089,,,,,
P-1059,200,18.49,0.14,0.301,0.047,,,,,
P-1060,200,18.49,0.14,0.306,0.046,,,,,
P-1061,200,6.872,0.04,0.139,0.031,,,,,
P-1062,200,16.604,0.21,0.342,0.057,,,,,
P-1063,200,5.0,1.46,0.415,0.184,,,,,
P-1064,200,5.0,1.46,0.415,0.184,,,,,
P-1065,200,11.961,1.78,0.441,0.202,,,,,
P-1066,200,11.961,2.06,0.752,0.155,,,,,
P-1067,200,5.0,0.18,0.213,0.069,,,,,
P-1068,200,5.0,0.0,0.019,0.005,,,,,
P-1069,200,5.0,0.0,0.025,0.006,,,,,
P-1070,200,5.0,0.0,0.015,0.004,,,,,
P-1071,200,5.0,0.04,0.125,0.034,,,,,
P-1072,200,5.0,1.24,0.395,0.17,,,,,
P-1073,200,10.579,0.0,0.044,0.007,,,,,
P-1074,200,19.704,0.0,0.023,0.003,,,,,
P-1075,200,5.0,1.24,0.395,0.17,,,,,
P-1076,200,5.0,0.15,0.2,0.063,,,,,
P-1077,200,5.0,0.15,0.2,0.063,,,,,
P-1078,200,12.394,0.0,0.037,0.005,,,,,
P-1079,200,5.0,1.06,0.377,0.158,,,,,
P-1080,200,5.0,0.5,0.297,0.11,,,,,
P-1081,200,16.392,1.07,0.571,0.119,,,,,
P-1082,200,13.498,0.75,0.477,0.105,,,,,
P-1083,250,3.75,15.18,0.715,0.491,,,,,
P-1084,200,6.232,15.21,0.864,0.605,,,,,
P-1085,200,5.0,6.86,0.651,0.404,,,,,
P-1086,200,5.0,6.98,0.654,0.408,,,,,
P-1087,200,5.0,8.29,0.685,0.449,,,,,
P-1088,200,5.0,8.37,0.687,0.451,,,,,
P-1089,200,5.0,8.48,0.689,0.455,,,,,
P-1090,200,5.0,0.0,0.023,0.006,,,,,
P-1091,200,8.018,0.0,0.033,0.006,,,,,
P-1092,200,5.0,0.6,0.316,0.121,,,,,
P-1093,200,36.071,0.07,0.307,0.029,,,,,
P-1094,200,5.0,0.07,0.158,0.046,,,,,
P-1095,200,25.209,0.0,0.04,0.004,,,,,
P-1096,200,7.073,0.39,0.31,0.091,,,,,
P-1097,200,6.088,0.57,0.332,0.112,,,,,
P-1098,200,5.0,1.1,0.381,0.16,,,,,
P-1099,200,12.762,1.82,0.617,0.163,,,,,
P-1100,200,5.571,1.85,0.464,0.201,,,,,
P-1101,200,5.0,6.68,0.647,0.398,,,,,
P-1102,200,5.0,0.67,0.327,0.127,,,,,
P-1103,200,5.0,0.0,0.013,0.004,,,,,
P-1104,200,9.461,0.96,0.456,0.129,,,,,
P-1105,200,5.0,5.13,0.601,0.346,,,,,
P-1106,200,17.634,0.18,0.299,0.055,,,,,
P-1107,200,17.634,0.22,0.368,0.054,,,,,
P-1108,200,5.0,5.21,0.604,0.349,,,,,
P-1109,200,5.0,5.3,0.607,0.352,,,,,
P-1110,200,12.214,0.0,0.038,0.006,,,,,
P-1111,200,27.805,0.82,0.63,0.093,,,,,
P-1112,200,5.0,0.11,0.18,0.055,,,,,
P-1113,200,5.0,0.0,0.022,0.005,,,,,
P-1114,200,5.0,1.56,0.424,0.19,,,,,
P-1115,200,5.0,1.56,0.424,0.19,,,,,
P-1116,200,5.0,2.38,0.481,0.234,,,,,
P-1117,200,7.026,0.0,0.022,0.005,,,,,
P-1118,200,5.0,0.39,0.275,0.099,,,,,
P-1119,200,5.0,0.0,0.02,0.005,,,,,
P-1120,200,5.0,1.53,0.421,0.188,,,,,
P-1121,200,5.0,0.74,0.338,0.133,,,,,
P-1122,200,5.0,0.43,0.283,0.103,,,,,
P-1123,200,5.0,0.53,0.304,0.114,,,,,
P-1124,200,21.328,0.18,0.351,0.049,,,,,
P-1125,200,18.663,0.18,0.335,0.051,,,,,
P-1126,200,5.0,0.75,0.338,0.133,,,,,
P-1127,200,5.0,0.0,0.026,0.006,,,,,
P-1128,200,5.0,0.75,0.338,0.133,,,,,
P-1129,200,18.385,0.0,0.037,0.004,,,,,
P-1130,200,5.0,2.73,0.501,0.25,,,,,
P-1131,200,5.0,2.73,0.501,0.25,,,,,
P-1132,200,22.646,0.0,0.029,0.003,,,,,
P-1133,200,22.521,2.41,0.821,0.162,,,,,
P-1134,200,5.0,0.0,0.019,0.005,,,,,
P-1135,200,5.0,2.23,0.472,0.226,,,,,
P-1136,200,22.808,0.0,0.03,0.004,,,,,
P-1137,200,12.302,0.07,0.214,0.037,,,,,
P-1138,200,17.565,0.04,0.179,0.027,,,,,
P-1139,200,17.565,0.25,0.374,0.059,,,,,
P-1140,200,12.276,0.0,0.025,0.004,,,,,
P-1141,200,5.0,0.18,0.213,0.069,,,,,
P-1142,200,5.0,0.71,0.332,0.13,,,,,
P-1143,200,21.36,0.0,0.029,0.004,,,,,
P-1144,200,12.161,0.04,0.168,0.027,,,,,
P-1145,200,5.0,2.02,0.458,0.216,,,,,
P-1146,200,5.0,1.67,0.433,0.196,,,,,
P-1147,200,5.0,1.7,0.435,0.198,,,,,
P-1148,200,5.0,0.5,0.298,0.11,,,,,
P-1149,200,18.438,0.14,0.31,0.046,,,,,
P-1150,200,11.277,0.18,0.282,0.057,,,,,
P-1151,200,5.0,0.5,0.298,0.11,,,,,
P-1152,200,5.0,0.53,0.304,0.114,,,,,
P-1153,200,5.0,0.28,0.249,0.085,,,,,
P-1154,200,5.0,0.82,0.348,0.139,,,,,
P-1155,200,20.925,1.06,0.621,0.112,,,,,
P-1156,200,5.0,1.1,0.381,0.161,,,,,
P-1157,200,5.0,0.64,0.322,0.124,,,,,
P-1158,200,5.0,0.89,0.356,0.145,,,,,
P-1159,200,5.0,1.35,0.406,0.177,,,,,
P-1160,200,5.0,1.42,0.412,0.181,,,,,
P-1161,200,5.36,0.04,0.124,0.034,,,,,
P-1162,200,11.025,0.0,0.034,0.005,,,,,
P-1163,200,5.576,0.5,0.309,0.107,,,,,
P-1164,200,5.0,0.11,0.181,0.055,,,,,
P-1165,200,5.0,0.21,0.227,0.075,,,,,
P-1166,200,11.82,0.0,0.039,0.006,,,,,
P-1167,200,5.0,1.42,0.412,0.181,,,,,
P-1168,200,5.0,0.0,0.019,0.005,,,,,
P-1169,200,5.0,1.24,0.395,0.17,,,,,
P-1170,200,5.0,0.0,0.029,0.007,,,,,
P-1171,200,25.778,0.0,0.042,0.004,,,,,
P-1172,200,5.0,1.03,0.373,0.155,,,,,
P-1173,200,30.99,0.0,0.039,0.004,,,,,
P-1174,200,5.0,0.07,0.158,0.046,,,,,
P-1175,200,5.0,0.21,0.226,0.075,,,,,
P-1176,200,5.0,0.21,0.227,0.075,,,,,
P-1177,200,12.55,0.18,0.293,0.056,,,,,
P-1178,200,5.0,0.0,0.011,0.003,,,,,
P-1179,200,33.133,0.0,0.041,0.004,,,,,
P-1180,200,5.0,0.46,0.29,0.106,,,,,
P-1181,200,5.0,0.0,0.011,0.003,,,,,
P-1182,200,5.0,0.0,0.016,0.004,,,,,
P-1183,200,5.0,0.57,0.31,0.117,,,,,
P-1184,200,5.0,2.09,0.463,0.219,,,,,
P-1185,200,5.0,0.64,0.322,0.124,,,,,
P-1186,200,5.0,0.85,0.352,0.142,,,,,
P-1187,200,5.0,1.88,0.449,0.208,,,,,
P-1188,200,5.0,1.85,0.446,0.206,,,,,
P-1189,200,8.881,0.21,0.273,0.066,,,,,
P-1190,200,8.881,0.32,0.313,0.079,,,,,
P-1191,200,5.0,0.0,0.014,0.004,,,,,
P-1192,200,50.073,0.0,0.053,0.004,,,,,
P-1193,200,23.037,0.35,0.452,0.066,,,,,
P-1194,200,5.0,0.64,0.322,0.124,,,,,
P-1195,200,12.101,0.18,0.293,0.055,,,,,
P-1196,200,12.101,0.0,0.014,0.003,,,,,
P-1197,200,11.321,0.21,0.284,0.064,,,,,
P-1198,200,11.321,0.29,0.346,0.068,,,,,
P-1199,200,20.02,0.0,0.04,0.005,,,,,
P-1200,200,7.018,0.25,0.268,0.074,,,,,
P-1201,200,12.173,0.5,0.404,0.089,,,,,
P-1202,200,5.0,0.32,0.258,0.09,,,,,
P-1203,200,5.0,0.36,0.267,0.094,,,,,
P-1204,200,5.0,0.0,0.019,0.005,,,,,
P-1205,200,5.0,2.77,0.503,0.252,,,,,
P-1206,200,5.0,0.99,0.369,0.153,,,,,
P-1207,200,24.318,1.24,0.687,0.116,,,,,
P-1208,200,5.0,2.77,0.503,0.252,,,,,
P-1209,200,5.0,3.09,0.52,0.266,,,,,
P-1210,200,5.0,2.45,0.485,0.237,,,,,
P-1211,200,5.0,2.49,0.488,0.239,,,,,
P-1212,200,13.12,1.0,0.369,0.153,,,,,
P-1213,200,13.12,1.1,0.654,0.111,,,,,
P-1214,200,5.0,0.32,0.258,0.09,,,,,
P-1215,200,5.0,0.11,0.18,0.055,,,,,
P-1216,200,13.36,0.99,0.52,0.121,,,,,
P-1217,200,7.431,1.45,0.477,0.167,,,,,
P-1218,200,24.349,0.0,0.039,0.004,,,,,
P-1219,200,24.349,0.39,0.487,0.067,,,,,
P-1220,200,18.49,0.14,0.373,0.041,,,,,
P-1221,200,18.49,0.0,0.036,0.005,,,,,
P-1222,200,10.37,0.0,0.035,0.006,,,,,
P-1223,200,37.464,0.07,0.312,0.029,,,,,
P-1224,200,5.0,0.18,0.214,0.069,,,,,
P-1225,200,10.976,0.36,0.35,0.078,,,,,
P-1226,200,18.921,0.36,0.423,0.069,,,,,
P-1227,200,5.0,0.39,0.275,0.099,,,,,
P-1228,200,15.823,0.46,0.433,0.081,,,,,
P-1229,200,5.0,0.39,0.276,0.099,,,,,
P-1230,200,7.183,0.75,0.338,0.134,,,,,
P-1231,200,7.183,0.75,0.435,0.112,,,,,
P-1232,200,7.183,0.82,0.348,0.139,,,,,
P-1233,200,5.598,1.74,0.456,0.195,,,,,
P-1234,200,5.0,5.28,0.606,0.351,,,,,
P-1235,200,16.136,0.0,0.028,0.004,,,,,
P-1236,200,5.0,5.93,0.626,0.373,,,,,
P-1237,200,5.0,5.99,0.628,0.375,,,,,
P-1238,200,12.222,0.0,0.036,0.005,,,,,
P-1239,200,6.539,0.96,0.401,0.141,,,,,
P-1240,200,5.275,0.0,0.02,0.005,,,,,
P-1241,200,5.59,0.0,0.028,0.006,,,,,
P-1242,200,5.0,0.04,0.125,0.034,,,,,
P-1243,200,5.0,0.11,0.181,0.055,,,,,
P-1244,200,5.0,0.99,0.369,0.153,,,,,
P-1245,200,5.0,1.24,0.396,0.17,,,,,
P-1246,200,5.0,1.92,0.451,0.21,,,,,
P-1247,200,5.0,3.27,0.528,0.274,,,,,
P-1248,200,5.0,3.27,0.528,0.274,,,,,
P-1249,200,5.0,6.59,0.644,0.395,,,,,
P-1250,200,5.0,6.82,0.65,0.403,,,,,
P-1251,200,5.0,7.16,0.659,0.414,,,,,
P-1252,200,5.0,8.48,0.689,0.455,,,,,
P-1253,200,5.0,9.2,0.704,0.476,,,,,
P-1254,200,5.0,9.4,0.708,0.482,,,,,
P-1255,200,5.0,9.7,0.713,0.491,,,,,
P-1256,200,5.0,11.26,0.74,0.537,,,,,
P-1257,200,5.0,11.26,0.74,0.537,,,,,
P-1258,400,2.05,38.7,0.716,0.445,,,,,
P-1259,400,2.05,38.71,0.716,0.445,,,,,
P-1260,400,2.05,38.73,0.716,0.445,,,,,
P-1261,400,2.05,40.49,0.725,0.456,,,,,
P-1262,400,2.05,40.49,0.725,0.456,,,,,
P-1263,500,1.55,47.38,0.674,0.388,,,,,
P-1264,500,1.55,47.38,0.674,0.388,,,,,
P-1265,500,1.55,47.38,0.674,0.388,,,,,
P-1266,500,1.55,47.38,0.674,0.388,,,,,
P-1267,500,1.55,47.38,0.674,0.388,,,,,
P-1268,500,1.55,47.38,0.674,0.388,,,,,
P-1269,500,1.55,49.28,0.681,0.396,,,,,
P-1270,500,1.55,49.28,0.681,0.396,,,,,
P-1271,500,1.55,49.34,0.681,0.396,,,,,
P-1272,500,1.55,49.34,0.681,0.396,,,,,
P-1273,500,1.55,49.35,0.681,0.396,,,,,
P-1274,500,1.55,49.35,0.681,0.396,,,,,
P-1275,500,1.55,49.35,0.681,0.396,,,,,
P-1276,500,1.55,49.35,0.681,0.396,,,,,
P-1277,500,1.55,49.35,0.681,0.396,,,,,
P-1278,500,1.55,49.35,0.681,0.396,,,,,
P-1279,500,1.55,49.35,0.681,0.396,,,,,
P-1280,500,1.55,49.35,0.681,0.396,,,,,
P-1281,500,1.55,49.35,0.681,0.396,,,,,
P-1282,500,1.55,49.35,0.681,0.396,,,,,
P-1283,500,1.55,49.35,0.681,0.396,,,,,
P-1284,500,1.55,54.67,0.7,0.419,,,,,
P-1285,500,1.55,54.67,0.7,0.419,,,,,
P-1286,500,1.55,54.67,0.7,0.419,,,,,
P-1287,500,1.55,54.67,0.7,0.419,,,,,
P-1288,500,1.55,54.67,0.7,0.419,,,,,
P-1289,500,1.55,54.67,0.7,0.419,,,,,
P-1290,500,1.55,54.67,0.7,0.419,,,,,
P-1291,500,1.55,54.67,0.7,0.419,,,,,
P-1292,500,1.55,54.67,0.7,0.419,,,,,
P-1293,500,1.55,54.67,0.7,0.419,,,,,
P-1294,500,1.55,54.67,0.7,0.419,,,,,
P-1295,500,1.55,54.67,0.7,0.419,,,,,
P-1296,500,1.55,54.67,0.7,0.419,,,,,
P-1297,500,1.55,54.67,0.7,0.419,,,,,
P-1298,500,1.55,54.66,0.7,0.419,,,,,
P-1299,500,1.55,54.66,0.7,0.419,,,,,
P-1300,500,1.55,54.66,0.7,0.419,,,,,
P-1301,500,1.55,54.66,0.7,0.419,,,,,
P-1302,500,1.55,54.66,0.7,0.419,,,,,
P-1303,500,1.55,54.66,0.7,0.419,,,,,
P-1304,500,1.55,54.66,0.7,0.419,,,,,
P-1305,500,1.55,54.66,0.7,0.419,,,,,
P-1306,400,2.05,45.4,0.746,0.488,,,,,
P-1307,400,2.05,45.4,0.746,0.488,,,,,
P-1308,400,2.05,44.96,0.744,0.485,,,,,
P-1309,400,2.05,44.52,0.742,0.482,,,,,
P-1310,400,2.05,44.09,0.74,0.48,,,,,
P-1311,400,2.05,44.09,0.74,0.48,,,,,
P-1312,400,2.05,37.54,0.711,0.437,,,,,
P-1313,400,2.05,37.54,0.711,0.437,,,,,
P-1314,315,2.7,35.77,0.776,0.634,,,,,
P-1315,315,2.7,34.14,0.768,0.614,,,,,
P-1316,315,2.7,34.14,0.768,0.614,,,,,
P-1317,250,3.75,23.28,0.789,0.642,,,,,
P-1318,250,3.75,23.27,0.789,0.642,,,,,
P-1319,250,3.75,23.03,0.788,0.637,,,,,
P-1320,250,3.75,21.92,0.78,0.616,,,,,
P-1321,250,3.75,20.91,0.772,0.597,,,,,
P-1322,250,3.75,20.88,0.772,0.597,,,,,
P-1323,250,3.75,18.71,0.753,0.556,,,,,
P-1324,250,3.75,17.86,0.744,0.541,,,,,
P-1325,200,5.0,3.27,0.528,0.274,,,,,
P-1326,200,5.0,3.09,0.52,0.266,,,,,
P-1327,200,5.0,2.99,0.515,0.262,,,,,
P-1328,200,5.0,2.91,0.511,0.259,,,,,
P-1329,200,5.0,2.81,0.505,0.254,,,,,
P-1330,200,5.81,0.92,0.381,0.142,,,,,
P-1331,200,10.361,0.39,0.372,0.08,,,,,
P-1332,200,10.361,0.0,0.034,0.006,,,,,
P-1333,200,18.185,0.0,0.043,0.005,,,,,
P-1334,200,13.69,0.28,0.352,0.067,,,,,
P-1335,200,22.58,0.53,0.512,0.08,,,,,
P-1336,200,5.0,0.64,0.322,0.124,,,,,
P-1337,200,26.229,0.0,0.043,0.004,,,,,
P-1338,200,23.38,0.0,0.055,0.006,,,,,
P-1339,200,40.237,0.0,0.034,0.003,,,,,
P-1340,200,22.629,0.0,0.044,0.005,,,,,
P-1341,200,12.93,0.71,0.462,0.104,,,,,
P-1342,200,8.537,0.0,0.025,0.005,,,,,
P-1343,200,25.323,0.0,0.038,0.004,,,,,
P-1344,200,5.0,0.46,0.29,0.107,,,,,
P-1345,200,5.0,0.99,0.369,0.153,,,,,
P-1346,200,33.147,0.0,0.045,0.004,,,,,
P-1347,200,12.406,0.14,0.271,0.05,,,,,
P-1348,200,5.0,0.32,0.258,0.09,,,,,
P-1349,200,56.215,0.0,0.048,0.003,,,,,
P-1350,200,5.0,0.0,0.023,0.006,,,,,
P-1351,200,19.569,0.0,0.046,0.005,,,,,
P-1352,200,5.0,0.04,0.126,0.034,,,,,
P-1353,200,6.661,0.0,0.029,0.006,,,,,
P-1354,200,15.449,0.0,0.037,0.005,,,,,
P-1355,200,5.0,0.0,0.034,0.008,,,,,
P-1356,200,8.711,0.0,0.048,0.008,,,,,
P-1357,200,5.0,0.0,0.017,0.004,,,,,
P-1358,200,18.682,0.0,0.04,0.005,,,,,
P-1359,200,5.0,0.04,0.125,0.034,,,,,
P-1360,200,5.0,0.14,0.199,0.062,,,,,
P-1361,200,5.0,0.25,0.238,0.08,,,,,
P-1362,200,9.939,0.0,0.032,0.005,,,,,
P-1363,200,9.064,0.0,0.042,0.007,,,,,
P-1364,200,23.362,0.0,0.067,0.007,,,,,
P-1365,200,21.065,0.0,0.073,0.008,,,,,
P-1366,200,17.128,0.0,0.075,0.009,,,,,
P-1367,200,5.0,0.0,0.012,0.004,,,,,
P-1368,200,27.553,0.0,0.009,0.002,,,,,
P-1369,200,54.717,0.07,0.353,0.027,,,,,
P-1370,200,5.0,0.11,0.181,0.055,,,,,
P-1371,200,5.0,0.0,0.014,0.004,,,,,
P-1372,200,30.511,0.0,0.021,0.003,,,,,
P-1373,200,18.85,0.0,0.04,0.005,,,,,
P-1374,200,16.566,0.0,0.053,0.006,,,,,
P-1375,200,16.379,0.11,0.271,0.042,,,,,
P-1376,200,13.21,0.14,0.277,0.05,,,,,
P-1377,200,29.167,0.0,0.045,0.004,,,,,
P-1378,200,9.039,0.0,0.027,0.005,,,,,
P-1379,200,40.049,0.0,0.028,0.003,,,,,
P-1380,200,59.658,0.0,0.03,0.002,,,,,
P-1381,200,47.356,0.0,0.043,0.003,,,,,
P-1382,200,21.277,0.0,0.038,0.004,,,,,
P-1383,200,75.673,0.0,0.036,0.002,,,,,
P-1384,200,15.836,0.0,0.025,0.004,,,,,
P-1385,200,27.161,0.0,0.032,0.003,,,,,
P-1386,200,5.0,0.0,0.01,0.003,,,,,
P-1387,200,46.703,0.0,0.039,0.003,,,,,
P-1388,200,7.115,0.0,0.028,0.005,,,,,
P-1389,200,66.102,0.0,0.043,0.003,,,,,
P-1390,200,51.543,0.0,0.04,0.003,,,,,
P-1391,200,66.531,0.0,0.022,0.002,,,,,
P-1392,200,7.541,0.0,0.031,0.006,,,,,
P-1393,200,7.541,0.0,0.041,0.008,,,,,
P-1394,200,18.242,0.0,0.04,0.005,,,,,
P-1395,200,5.0,0.07,0.158,0.046,,,,,
P-1396,200,26.619,0.0,0.028,0.003,,,,,
P-1397,200,52.332,0.0,0.042,0.003,,,,,
P-1398,200,45.866,0.0,0.031,0.003,,,,,
P-1399,200,32.001,0.0,0.017,0.002,,,,,
P-1400,200,49.606,0.0,0.018,0.002,,,,,
P-1401,200,42.64,0.0,0.033,0.003,,,,,
P-1402,200,78.184,0.0,0.055,0.003,,,,,
P-1403,200,8.0,0.0,0.008,0.002,,,,,
P-1404,200,26.183,0.0,0.021,0.003,,,,,
P-1405,200,12.59,0.0,0.014,0.004,,,,,
P-1406,200,5.0,0.0,0.01,0.003,,,,,
P-1407,200,20.992,0.0,0.015,0.002,,,,,
P-1408,200,27.507,0.0,0.017,0.002,,,,,
P-1409,200,50.91,0.0,0.052,0.004,,,,,
P-1410,200,5.0,0.18,0.213,0.069,,,,,
P-1411,200,5.0,0.0,0.022,0.006,,,,,
P-1412,200,45.99,0.0,0.033,0.003,,,,,
P-1413,200,30.35,0.0,0.053,0.005,,,,,
P-1414,200,5.0,0.74,0.338,0.133,,,,,
P-1415,200,39.941,0.0,0.053,0.004,,,,,
P-1416,200,13.483,0.0,0.013,0.003,,,,,
P-1417,200,13.552,0.0,0.013,0.003,,,,,
P-1418,200,11.842,0.0,0.019,0.003,,,,,
P-1419,200,19.968,0.0,0.024,0.004,,,,,
P-1420,200,10.27,0.0,0.03,0.005,,,,,
P-1421,200,10.27,0.18,0.278,0.057,,,,,
P-1422,200,9.917,0.0,0.034,0.006,,,,,
P-1423,200,5.0,0.0,0.018,0.005,,,,,
P-1424,200,5.0,0.0,0.01,0.003,,,,,
P-1425,200,35.849,0.0,0.018,0.002,,,,,
P-1426,200,16.164,0.0,0.014,0.002,,,,,
P-1427,200,5.0,0.0,0.023,0.006,,,,,
P-1428,200,5.0,0.04,0.125,0.034,,,,,
P-1429,200,11.855,0.0,0.007,0.002,,,,,
P-1430,200,5.111,0.0,0.019,0.005,,,,,
P-1431,200,18.987,0.0,0.03,0.004,,,,,
P-1432,200,18.131,0.0,0.04,0.005,,,,,
P-1433,200,12.824,0.0,0.019,0.003,,,,,
P-1434,200,20.929,0.0,0.033,0.004,,,,,
P-1435,200,13.227,0.0,0.029,0.004,,,,,
P-1436,200,13.395,0.04,0.174,0.027,,,,,
P-1437,200,6.272,0.0,0.03,0.006,,,,,
P-1438,200,8.427,0.0,0.023,0.004,,,,,
P-1439,200,11.487,0.0,0.031,0.005,,,,,
P-1440,200,7.304,0.32,0.294,0.082,,,,,
P-1441,200,42.081,0.0,0.038,0.003,,,,,
P-1442,200,37.613,0.0,0.031,0.003,,,,,
P-1443,200,13.34,0.0,0.018,0.003,,,,,
P-1444,200,31.32,0.0,0.041,0.004,,,,,
P-1445,200,31.32,0.07,0.214,0.037,,,,,
P-1446,200,5.0,0.0,0.016,0.004,,,,,
P-1447,200,5.0,0.0,0.01,0.003,,,,,
P-1448,200,5.0,0.0,0.02,0.005,,,,,
P-1449,200,6.99,0.0,0.015,0.004,,,,,
P-1450,200,5.268,0.0,0.016,0.004,,,,,
P-1451,200,43.151,0.0,0.047,0.004,,,,,
P-1452,200,18.957,0.0,0.042,0.005,,,,,
P-1453,200,17.623,0.0,0.024,0.003,,,,,
P-1454,200,12.564,0.0,0.016,0.003,,,,,
P-1455,200,29.049,0.0,0.028,0.003,,,,,
P-1456,200,6.578,0.0,0.024,0.006,,,,,
P-1457,200,6.578,0.0,0.037,0.007,,,,,
P-1458,200,5.0,0.0,0.014,0.004,,,,,
P-1459,200,10.579,0.0,0.021,0.005,,,,,
P-1460,200,12.09,0.0,0.025,0.004,,,,,
P-1461,200,8.0,0.0,0.008,0.002,,,,,
P-1462,200,10.432,0.0,0.023,0.004,,,,,
P-1463,200,23.622,0.0,0.047,0.005,,,,,
P-1464,200,11.643,0.04,0.167,0.028,,,,,
P-1465,200,8.486,0.0,0.023,0.004,,,,,
P-1466,200,28.295,0.11,0.325,0.037,,,,,
P-1467,200,5.0,0.35,0.267,0.094,,,,,
P-1468,200,8.768,0.0,0.019,0.004,,,,,
P-1469,200,15.044,0.0,0.032,0.004,,,,,
P-1470,200,9.236,0.0,0.034,0.006,,,,,
P-1471,200,5.0,0.0,0.03,0.007,,,,,
P-1472,200,6.792,0.0,0.018,0.004,,,,,
P-1473,200,11.385,0.0,0.03,0.005,,,,,
P-1474,200,5.0,0.07,0.158,0.046,,,,,
P-1475,200,14.008,0.0,0.017,0.003,,,,,
P-1476,200,32.89,0.0,0.049,0.004,,,,,
P-1477,200,17.347,0.0,0.028,0.004,,,,,
P-1478,200,5.0,0.0,0.027,0.006,,,,,
P-1479,200,10.506,0.0,0.034,0.006,,,,,
P-1480,200,6.36,0.28,0.27,0.08,,,,,
P-1481,200,5.0,0.46,0.29,0.107,,,,,
P-1482,200,15.369,0.0,0.032,0.005,,,,,
P-1483,200,15.369,0.14,0.311,0.046,,,,,
P-1484,200,27.976,0.0,0.035,0.004,,,,,
P-1485,200,12.951,0.0,0.026,0.004,,,,,
