LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0094,200,5.0,1.35,0.405,0.177,,,,,
P-0095,200,5.0,1.52,0.421,0.188,,,,,
P-0096,200,5.0,1.63,0.429,0.194,,,,,
P-0097,200,5.0,1.63,0.43,0.194,,,,,
P-0098,200,5.0,0.6,0.316,0.121,,,,,
P-0099,200,5.0,0.29,0.249,0.085,,,,,
P-0100,200,19.968,0.0,0.047,0.005,,,,,
P-0101,200,5.0,0.11,0.181,0.055,,,,,
P-0102,200,5.0,0.11,0.181,0.055,,,,,
P-0103,200,5.0,0.11,0.181,0.055,,,,,
P-0104,200,5.0,4.86,0.592,0.336,,,,,
P-0105,200,5.0,4.83,0.591,0.335,,,,,
P-0106,200,5.0,0.11,0.182,0.055,,,,,
P-0107,200,5.0,0.33,0.26,0.091,,,,,
P-0108,200,5.0,0.18,0.213,0.069,,,,,
P-0109,200,14.93,0.04,0.18,0.026,,,,,
P-0110,200,5.0,3.89,0.556,0.299,,,,,
P-0111,200,5.0,3.89,0.556,0.299,,,,,
P-0112,200,5.0,4.38,0.575,0.318,,,,,
P-0113,200,5.72,2.59,0.494,0.244,,,,,
P-0114,200,5.72,2.81,0.505,0.254,,,,,
P-0115,200,5.0,0.11,0.181,0.055,,,,,
P-0116,200,5.0,0.0,0.025,0.006,,,,,
P-0117,200,6.172,3.06,0.558,0.251,,,,,
P-0118,200,6.433,3.06,0.567,0.248,,,,,
P-0119,200,6.433,3.06,0.567,0.248,,,,,
P-0120,200,6.389,3.06,0.565,0.249,,,,,
P-0121,200,5.0,1.1,0.381,0.161,,,,,
P-0122,200,5.0,1.17,0.388,0.165,,,,,
P-0123,200,7.638,0.0,0.022,0.004,,,,,
P-0124,200,5.0,1.21,0.392,0.168,,,,,
P-0125,200,5.0,1.21,0.392,0.168,,,,,
P-0126,200,5.0,1.21,0.392,0.168,,,,,
P-0127,200,5.0,12.99,0.765,0.587,,,,,
P-0128,200,5.0,9.23,0.704,0.477,,,,,
P-0129,200,5.0,9.28,0.705,0.479,,,,,
P-0130,200,5.0,9.37,0.707,0.481,,,,,
P-0131,200,5.0,0.07,0.158,0.046,,,,,
P-0132,200,5.0,0.32,0.259,0.09,,,,,
P-0133,200,5.0,0.39,0.275,0.099,,,,,
P-0134,200,5.0,0.53,0.304,0.114,,,,,
P-0135,200,5.0,1.1,0.381,0.161,,,,,
P-0136,200,5.0,0.25,0.238,0.08,,,,,
P-0137,200,37.84,0.25,0.476,0.05,,,,,
P-0138,200,12.754,0.25,0.329,0.064,,,,,
P-0139,200,12.543,0.07,0.216,0.037,,,,,
P-0140,200,9.61,1.35,0.51,0.151,,,,,
P-0141,200,5.0,0.82,0.348,0.139,,,,,
P-0142,200,39.731,0.14,0.328,0.044,,,,,
P-0143,200,18.038,1.35,0.636,0.13,,,,,
P-0144,200,17.385,1.32,0.622,0.13,,,,,
P-0145,200,10.264,0.32,0.331,0.076,,,,,
P-0146,200,6.99,0.0,0.031,0.006,,,,,
P-0147,200,5.268,0.04,0.128,0.033,,,,,
P-0148,315,2.7,29.9,0.746,0.563,,,,,
P-0149,315,2.7,29.9,0.746,0.563,,,,,
P-0150,250,7.049,29.9,1.07,0.613,,,,,
P-0151,200,5.0,0.71,0.333,0.13,,,,,
P-0152,200,5.0,0.71,0.333,0.13,,,,,
P-0153,200,11.781,0.53,0.409,0.093,,,,,
P-0154,200,16.415,0.57,0.468,0.089,,,,,
P-0155,200,5.0,0.0,0.019,0.005,,,,,
P-0156,200,5.0,1.53,0.422,0.188,,,,,
P-0157,200,5.0,1.53,0.422,0.188,,,,,
P-0158,200,5.0,4.84,0.591,0.335,,,,,
P-0159,200,5.0,0.5,0.298,0.11,,,,,
P-0160,200,5.0,0.14,0.199,0.062,,,,,
P-0161,200,18.224,1.03,0.586,0.114,,,,,
P-0162,200,9.301,1.1,0.474,0.138,,,,,
P-0163,200,10.538,0.5,0.385,0.093,,,,,
P-0164,200,7.221,0.53,0.345,0.104,,,,,
P-0165,200,5.0,0.82,0.347,0.139,,,,,
P-0166,200,5.114,4.02,0.561,0.304,,,,,
P-0167,200,5.114,4.08,0.563,0.307,,,,,
P-0168,200,5.114,4.08,0.563,0.307,,,,,
P-0169,200,14.717,2.56,0.615,0.207,,,,,
P-0170,200,14.717,2.57,0.722,0.185,,,,,
P-0171,200,14.717,2.6,0.754,0.182,,,,,
P-0172,200,5.0,1.42,0.412,0.182,,,,,
P-0173,200,5.0,1.38,0.409,0.179,,,,,
P-0174,200,5.0,8.09,0.681,0.443,,,,,
P-0175,200,5.0,1.35,0.405,0.177,,,,,
P-0176,200,5.0,1.52,0.421,0.188,,,,,
P-0177,200,5.0,1.7,0.435,0.198,,,,,
P-0178,200,5.0,6.68,0.647,0.398,,,,,
P-0179,200,5.0,6.68,0.647,0.398,,,,,
P-0180,200,5.0,0.0,0.022,0.005,,,,,
P-0181,200,5.0,0.39,0.275,0.099,,,,,
P-0182,200,5.0,1.06,0.377,0.158,,,,,
P-0183,200,5.0,0.15,0.2,0.063,,,,,
P-0184,200,5.0,0.15,0.2,0.063,,,,,
P-0185,200,5.0,0.15,0.2,0.063,,,,,
P-0186,200,5.0,0.07,0.159,0.046,,,,,
P-0187,200,5.0,0.11,0.182,0.055,,,,,
P-0188,200,10.591,1.82,0.578,0.17,,,,,
P-0189,200,8.295,0.36,0.314,0.085,,,,,
P-0190,200,8.295,0.36,0.32,0.084,,,,,
P-0191,200,8.455,1.82,0.534,0.18,,,,,
P-0192,200,5.0,5.13,0.601,0.346,,,,,
P-0193,200,5.0,5.13,0.601,0.346,,,,,
P-0194,200,12.409,1.35,0.558,0.142,,,,,
P-0195,200,10.935,0.68,0.43,0.106,,,,,
P-0196,200,5.0,0.92,0.361,0.148,,,,,
P-0197,200,5.0,2.52,0.49,0.24,,,,,
P-0198,200,8.295,0.36,0.294,0.089,,,,,
P-0199,200,8.295,0.36,0.346,0.08,,,,,
P-0200,200,8.295,0.36,0.301,0.087,,,,,
P-0201,200,5.0,0.0,0.02,0.005,,,,,
P-0202,200,5.0,0.28,0.249,0.085,,,,,
P-0203,200,5.0,4.28,0.571,0.315,,,,,
P-0204,200,5.0,1.63,0.43,0.194,,,,,
P-0205,200,6.605,1.91,0.498,0.196,,,,,
P-0206,200,5.0,2.76,0.503,0.252,,,,,
P-0207,200,5.0,0.36,0.267,0.094,,,,,
P-0208,200,5.0,0.36,0.267,0.095,,,,,
P-0209,200,5.0,1.1,0.381,0.161,,,,,
P-0210,200,5.0,0.57,0.31,0.117,,,,,
P-0211,200,5.0,0.85,0.352,0.142,,,,,
P-0212,200,5.0,1.35,0.406,0.177,,,,,
P-0213,200,5.0,0.28,0.249,0.085,,,,,
P-0214,200,5.53,0.04,0.129,0.033,,,,,
P-0215,200,5.0,3.37,0.533,0.278,,,,,
P-0216,200,5.0,3.48,0.538,0.283,,,,,
P-0217,200,5.0,3.58,0.543,0.287,,,,,
P-0218,200,20.185,0.04,0.2,0.025,,,,,
P-0219,200,5.0,0.11,0.181,0.055,,,,,
P-0220,200,15.937,2.66,0.707,0.193,,,,,
P-0221,200,15.937,2.66,0.7,0.194,,,,,
P-0222,200,15.937,2.66,0.829,0.173,,,,,
P-0223,200,7.329,0.85,0.403,0.13,,,,,
P-0224,200,5.0,3.51,0.539,0.284,,,,,
P-0225,200,5.0,3.61,0.544,0.288,,,,,
P-0226,200,5.0,3.67,0.547,0.291,,,,,
P-0227,200,42.613,0.0,0.056,0.004,,,,,
P-0228,200,5.0,0.04,0.126,0.034,,,,,
P-0229,200,5.0,0.43,0.283,0.103,,,,,
P-0230,200,5.0,0.85,0.352,0.142,,,,,
P-0231,200,5.0,1.03,0.373,0.155,,,,,
P-0232,200,5.0,1.1,0.381,0.161,,,,,
P-0233,200,19.278,1.7,0.699,0.143,,,,,
P-0234,200,5.0,1.77,0.441,0.202,,,,,
P-0235,200,5.0,1.81,0.443,0.204,,,,,
P-0236,200,5.0,2.06,0.461,0.217,,,,,
P-0237,200,5.0,2.27,0.474,0.228,,,,,
P-0238,200,5.0,2.34,0.479,0.232,,,,,
P-0239,200,5.0,2.34,0.479,0.232,,,,,
P-0240,200,20.881,2.52,0.81,0.169,,,,,
P-0241,200,10.563,2.63,0.646,0.204,,,,,
P-0242,200,43.74,2.66,1.067,0.145,,,,,
P-0243,200,5.0,2.7,0.499,0.249,,,,,
P-0244,200,5.0,0.0,0.024,0.006,,,,,
P-0245,200,5.0,0.0,0.031,0.007,,,,,
P-0246,200,5.0,0.0,0.037,0.009,,,,,
P-0247,200,5.0,0.0,0.041,0.01,,,,,
P-0248,200,5.0,0.0,0.047,0.011,,,,,
P-0249,200,5.0,0.0,0.047,0.011,,,,,
P-0250,200,5.0,0.0,0.035,0.008,,,,,
P-0251,200,5.0,0.0,0.04,0.009,,,,,
P-0252,200,5.0,0.0,0.024,0.006,,,,,
P-0253,200,5.0,0.0,0.031,0.007,,,,,
P-0254,200,5.0,1.03,0.373,0.155,,,,,
P-0255,200,5.0,1.28,0.399,0.172,,,,,
P-0256,200,139.637,0.0,0.018,0.001,,,,,
P-0257,200,5.0,0.11,0.18,0.055,,,,,
P-0258,200,5.0,1.81,0.444,0.204,,,,,
P-0259,200,28.053,0.0,0.065,0.006,,,,,
P-0260,200,5.0,0.36,0.267,0.094,,,,,
P-0261,200,5.0,0.67,0.327,0.127,,,,,
P-0262,200,5.0,1.35,0.406,0.177,,,,,
P-0263,200,5.0,0.32,0.258,0.09,,,,,
P-0264,200,5.0,0.57,0.31,0.117,,,,,
P-0265,200,22.325,0.0,0.042,0.005,,,,,
P-0266,200,15.279,0.0,0.038,0.005,,,,,
P-0267,200,5.0,1.71,0.435,0.198,,,,,
P-0268,200,5.0,0.57,0.31,0.118,,,,,
P-0269,200,5.538,4.29,0.593,0.307,,,,,
P-0270,200,5.0,0.53,0.304,0.114,,,,,
P-0271,200,7.031,0.0,0.028,0.006,,,,,
P-0272,200,5.0,2.28,0.475,0.229,,,,,
P-0273,200,5.0,0.0,0.05,0.012,,,,,
P-0274,200,5.0,0.0,0.055,0.013,,,,,
P-0275,200,5.0,9.58,0.711,0.488,,,,,
P-0276,200,5.0,9.61,0.712,0.488,,,,,
P-0277,200,5.0,9.61,0.712,0.488,,,,,
P-0278,200,5.0,9.58,0.711,0.487,,,,,
P-0279,200,8.909,0.0,0.03,0.005,,,,,
P-0280,200,5.0,0.04,0.125,0.034,,,,,
P-0281,200,5.0,0.04,0.125,0.034,,,,,
P-0282,200,5.0,7.45,0.666,0.423,,,,,
P-0283,200,5.0,2.34,0.479,0.232,,,,,
P-0284,200,5.0,5.37,0.609,0.354,,,,,
P-0285,200,5.0,5.49,0.613,0.358,,,,,
P-0286,200,5.0,1.6,0.427,0.192,,,,,
P-0287,200,5.0,1.7,0.435,0.198,,,,,
P-0288,200,5.0,4.72,0.587,0.331,,,,,
P-0289,200,5.0,4.75,0.588,0.332,,,,,
P-0290,200,5.0,1.07,0.378,0.158,,,,,
P-0291,200,5.0,1.28,0.4,0.173,,,,,
P-0292,200,5.552,1.07,0.392,0.154,,,,,
P-0293,200,5.0,0.21,0.227,0.075,,,,,
P-0294,200,9.107,0.0,0.033,0.006,,,,,
P-0295,200,9.107,0.0,0.042,0.006,,,,,
P-0296,200,5.0,0.5,0.297,0.11,,,,,
P-0297,200,5.0,0.5,0.297,0.11,,,,,
P-0298,200,5.0,0.14,0.198,0.062,,,,,
P-0299,200,5.0,0.0,0.025,0.006,,,,,
P-0300,200,5.0,0.21,0.227,0.075,,,,,
P-0301,200,5.0,0.0,0.023,0.006,,,,,
P-0302,200,5.0,0.18,0.213,0.069,,,,,
P-0303,200,5.0,1.03,0.374,0.156,,,,,
P-0304,200,5.0,1.03,0.374,0.156,,,,,
P-0305,200,10.166,0.0,0.034,0.006,,,,,
P-0306,200,10.166,0.0,0.036,0.006,,,,,
P-0307,200,10.242,0.0,0.023,0.004,,,,,
P-0308,200,10.418,1.6,0.553,0.161,,,,,
P-0309,200,5.0,0.99,0.369,0.153,,,,,
P-0310,200,5.0,1.21,0.392,0.168,,,,,
P-0311,200,5.0,1.13,0.384,0.163,,,,,
P-0312,200,5.0,0.0,0.017,0.004,,,,,
P-0313,200,26.548,1.13,0.688,0.109,,,,,
P-0314,200,8.393,4.04,0.676,0.267,,,,,
P-0315,200,5.0,2.77,0.503,0.252,,,,,
P-0316,200,5.0,4.41,0.576,0.319,,,,,
P-0317,200,5.0,4.13,0.565,0.309,,,,,
P-0318,200,5.0,2.63,0.495,0.245,,,,,
P-0319,200,11.853,0.0,0.03,0.005,,,,,
P-0320,200,7.953,0.0,0.035,0.006,,,,,
P-0321,200,29.292,0.0,0.034,0.005,,,,,
P-0322,200,29.292,0.21,0.456,0.047,,,,,
P-0323,200,5.0,2.59,0.493,0.244,,,,,
P-0324,200,5.0,0.61,0.316,0.121,,,,,
P-0325,200,5.0,0.39,0.276,0.099,,,,,
P-0326,200,5.0,0.53,0.304,0.114,,,,,
P-0327,200,8.059,0.04,0.147,0.03,,,,,
P-0328,200,5.0,1.91,0.451,0.21,,,,,
P-0329,200,5.0,0.32,0.259,0.09,,,,,
P-0330,200,5.0,1.31,0.402,0.175,,,,,
P-0331,200,5.0,4.69,0.586,0.33,,,,,
P-0332,200,15.43,0.14,0.292,0.048,,,,,
P-0333,200,5.0,0.0,0.016,0.004,,,,,
P-0334,200,10.436,0.04,0.16,0.028,,,,,
P-0335,200,5.0,0.99,0.369,0.153,,,,,
P-0336,200,5.0,1.0,0.369,0.153,,,,,
P-0337,200,5.0,1.0,0.369,0.153,,,,,
P-0338,200,5.0,1.03,0.374,0.156,,,,,
P-0339,200,5.0,0.78,0.343,0.136,,,,,
P-0340,200,8.428,0.89,0.428,0.128,,,,,
P-0341,200,33.903,0.28,0.521,0.052,,,,,
P-0342,200,5.0,0.57,0.31,0.117,,,,,
P-0343,200,5.0,1.31,0.402,0.175,,,,,
P-0344,200,5.0,0.18,0.214,0.069,,,,,
P-0345,200,5.0,0.04,0.125,0.034,,,,,
P-0346,200,5.0,4.17,0.567,0.31,,,,,
P-0347,200,5.0,0.25,0.238,0.08,,,,,
P-0348,200,5.0,0.25,0.238,0.08,,,,,
P-0349,200,8.618,0.11,0.218,0.048,,,,,
P-0350,200,5.0,0.46,0.291,0.107,,,,,
P-0351,200,5.0,0.0,0.02,0.005,,,,,
P-0352,200,5.0,0.0,0.024,0.006,,,,,
P-0353,200,5.0,0.0,0.03,0.007,,,,,
P-0354,200,5.0,0.11,0.181,0.055,,,,,
P-0355,200,5.0,0.39,0.275,0.099,,,,,
P-0356,200,5.0,0.0,0.022,0.005,,,,,
P-0357,200,5.0,0.53,0.304,0.114,,,,,
P-0358,200,5.0,0.0,0.025,0.006,,,,,
P-0359,200,5.0,0.53,0.304,0.114,,,,,
P-0360,200,5.0,0.11,0.181,0.055,,,,,
P-0361,200,5.0,1.5,0.419,0.186,,,,,
P-0362,200,5.0,0.11,0.181,0.055,,,,,
P-0363,200,5.0,0.64,0.322,0.124,,,,,
P-0364,200,5.0,0.64,0.322,0.124,,,,,
P-0365,200,5.0,0.18,0.214,0.069,,,,,
P-0366,200,5.0,1.46,0.416,0.184,,,,,
P-0367,200,5.0,2.31,0.477,0.23,,,,,
P-0368,200,5.0,0.68,0.327,0.127,,,,,
P-0369,200,5.0,0.36,0.267,0.095,,,,,
P-0370,200,5.0,0.0,0.018,0.005,,,,,
P-0371,200,5.0,0.46,0.29,0.107,,,,,
P-0372,200,5.0,0.46,0.29,0.107,,,,,
P-0373,200,42.238,0.0,0.05,0.004,,,,,
P-0374,200,5.0,0.11,0.181,0.055,,,,,
P-0375,200,7.73,0.11,0.209,0.049,,,,,
P-0376,200,5.0,0.14,0.199,0.062,,,,,
P-0377,200,5.0,0.0,0.02,0.005,,,,,
P-0378,200,5.0,0.0,0.026,0.006,,,,,
P-0379,200,5.0,0.0,0.021,0.005,,,,,
P-0380,200,5.0,0.89,0.356,0.145,,,,,
P-0381,200,44.51,0.0,0.046,0.004,,,,,
P-0382,200,5.0,0.11,0.181,0.055,,,,,
P-0383,200,5.0,0.5,0.297,0.11,,,,,
P-0384,200,5.0,0.0,0.021,0.005,,,,,
P-0385,200,7.763,0.0,0.021,0.004,,,,,
P-0386,200,12.645,0.0,0.033,0.005,,,,,
P-0387,200,5.0,0.53,0.304,0.114,,,,,
P-0388,200,5.0,0.53,0.304,0.114,,,,,
P-0389,200,5.0,0.21,0.227,0.075,,,,,
P-0390,200,5.0,0.29,0.249,0.085,,,,,
P-0391,200,5.0,0.0,0.016,0.004,,,,,
P-0392,200,5.0,7.15,0.658,0.413,,,,,
P-0393,200,5.0,7.17,0.659,0.414,,,,,
P-0394,200,5.0,0.46,0.29,0.107,,,,,
P-0395,200,5.0,0.46,0.29,0.107,,,,,
P-0396,200,5.0,0.21,0.226,0.075,,,,,
P-0397,200,22.929,0.0,0.023,0.003,,,,,
P-0398,200,5.0,4.01,0.561,0.304,,,,,
P-0399,200,7.151,0.0,0.008,0.002,,,,,
P-0400,200,5.0,0.0,0.022,0.005,,,,,
P-0401,200,5.0,0.04,0.125,0.034,,,,,
P-0402,200,5.0,3.8,0.552,0.296,,,,,
P-0403,200,5.0,0.57,0.31,0.118,,,,,
P-0404,200,10.357,0.0,0.007,0.002,,,,,
P-0405,200,5.743,0.11,0.192,0.053,,,,,
P-0406,200,5.743,0.11,0.181,0.055,,,,,
P-0407,200,5.0,3.92,0.557,0.301,,,,,
P-0408,200,5.0,2.91,0.511,0.258,,,,,
P-0409,200,18.529,0.11,0.282,0.04,,,,,
P-0410,200,12.327,0.0,0.039,0.006,,,,,
P-0411,200,5.0,0.75,0.338,0.134,,,,,
P-0412,200,8.513,0.18,0.257,0.061,,,,,
P-0413,200,5.0,0.18,0.214,0.069,,,,,
P-0414,200,12.043,0.0,0.025,0.004,,,,,
P-0415,200,11.458,0.82,0.464,0.114,,,,,
P-0416,200,5.0,0.82,0.348,0.139,,,,,
P-0417,200,5.275,0.18,0.218,0.068,,,,,
P-0418,200,5.0,0.85,0.352,0.142,,,,,
P-0419,200,5.0,0.04,0.125,0.034,,,,,
P-0420,200,5.0,0.11,0.181,0.055,,,,,
P-0421,200,11.838,0.11,0.243,0.045,,,,,
P-0422,200,5.343,0.14,0.203,0.061,,,,,
P-0423,200,10.471,0.28,0.321,0.072,,,,,
P-0424,200,5.0,0.67,0.327,0.127,,,,,
P-0425,200,5.0,0.04,0.125,0.034,,,,,
P-0426,200,5.0,0.0,0.018,0.005,,,,,
P-0427,200,5.0,0.36,0.268,0.095,,,,,
P-0428,200,5.0,0.68,0.328,0.127,,,,,
P-0429,200,5.0,0.18,0.213,0.069,,,,,
P-0430,200,5.0,0.0,0.017,0.004,,,,,
P-0431,200,5.0,0.0,0.016,0.004,,,,,
P-0432,200,5.0,0.89,0.357,0.145,,,,,
P-0433,200,6.389,0.5,0.297,0.11,,,,,
P-0434,200,5.0,0.07,0.157,0.046,,,,,
P-0435,200,5.944,0.21,0.24,0.072,,,,,
P-0436,200,5.0,0.53,0.304,0.114,,,,,
P-0437,200,6.389,0.53,0.363,0.101,,,,,
P-0438,200,15.903,0.14,0.295,0.048,,,,,
P-0439,200,5.0,0.21,0.227,0.075,,,,,
P-0440,200,12.864,0.53,0.422,0.091,,,,,
P-0441,200,12.501,0.07,0.215,0.037,,,,,
P-0442,200,5.0,3.71,0.548,0.292,,,,,
P-0443,200,5.0,1.63,0.43,0.194,,,,,
P-0444,200,5.0,1.63,0.43,0.194,,,,,
P-0445,200,5.0,0.0,0.019,0.005,,,,,
P-0446,200,5.0,0.14,0.198,0.062,,,,,
P-0447,200,5.0,0.14,0.199,0.062,,,,,
P-0448,200,5.0,0.25,0.238,0.08,,,,,
P-0449,200,5.0,1.1,0.381,0.161,,,,,
P-0450,200,5.0,0.46,0.291,0.107,,,,,
P-0451,200,5.0,0.5,0.298,0.111,,,,,
P-0452,200,5.0,0.0,0.033,0.008,,,,,
P-0453,200,5.0,0.0,0.038,0.009,,,,,
P-0454,200,21.374,0.46,0.479,0.076,,,,,
P-0455,200,35.047,0.71,0.652,0.082,,,,,
P-0456,200,5.0,0.04,0.125,0.034,,,,,
P-0457,200,5.0,0.14,0.198,0.062,,,,,
P-0458,200,5.0,0.25,0.239,0.08,,,,,
P-0459,200,5.0,0.11,0.18,0.055,,,,,
P-0460,200,5.0,0.18,0.214,0.069,,,,,
P-0461,200,5.0,0.18,0.214,0.069,,,,,
P-0462,200,5.0,0.21,0.227,0.075,,,,,
P-0463,200,5.0,0.07,0.158,0.046,,,,,
P-0464,200,5.0,3.16,0.523,0.269,,,,,
P-0465,200,5.0,0.0,0.02,0.005,,,,,
P-0466,200,12.523,0.11,0.259,0.043,,,,,
P-0467,200,12.523,0.0,0.024,0.004,,,,,
P-0468,200,5.0,0.0,0.028,0.007,,,,,
P-0469,200,5.0,0.21,0.226,0.075,,,,,
P-0470,200,5.0,0.0,0.017,0.004,,,,,
P-0471,200,5.0,0.18,0.213,0.069,,,,,
P-0472,200,5.0,0.0,0.018,0.005,,,,,
P-0473,200,5.0,0.0,0.025,0.006,,,,,
P-0474,200,5.0,0.0,0.029,0.007,,,,,
P-0475,200,6.774,0.46,0.322,0.099,,,,,
P-0476,200,5.0,0.5,0.297,0.11,,,,,
P-0477,200,5.0,0.57,0.31,0.117,,,,,
P-0478,200,5.0,0.57,0.31,0.117,,,,,
P-0479,200,5.0,0.43,0.283,0.103,,,,,
P-0480,200,5.0,0.11,0.18,0.055,,,,,
P-0481,200,5.0,0.21,0.227,0.075,,,,,
P-0482,200,12.14,0.11,0.244,0.044,,,,,
P-0483,200,40.467,0.0,0.03,0.003,,,,,
P-0484,200,5.0,0.21,0.227,0.075,,,,,
P-0485,200,5.0,0.28,0.249,0.085,,,,,
P-0486,200,5.0,0.0,0.025,0.006,,,,,
P-0487,200,5.0,0.14,0.198,0.062,,,,,
P-0488,200,7.549,0.0,0.02,0.004,,,,,
P-0489,200,5.0,1.95,0.454,0.212,,,,,
P-0490,200,5.0,0.53,0.304,0.114,,,,,
P-0491,200,12.996,0.0,0.032,0.005,,,,,
P-0492,200,41.417,0.04,0.253,0.021,,,,,
P-0493,200,5.0,0.39,0.276,0.099,,,,,
